frame,caption
001.jpg,A beautiful sunset over a city. The sky is orange and pink. There are many buildings in the city. There is a large body of water in front of the buildings. 
002.jpg,A man and a woman are standing in front of a news desk. The desk is white and has a red logo on it. The man is wearing a blue shirt and tie and is standing behind the desk. There is a large screen behind them. There are buildings on the screen. 
003.jpg,A man and a woman are standing behind a news desk. The desk is white and has a red logo on it. The man is wearing a blue shirt and tie and is holding a tablet in his hands. The woman is also wearing a red shirt. There is a large screen behind them. There are many tall buildings on the screen.
004.jpg,There is a man and a woman standing in front of a desk. The desk is white and has a red logo on it. There is a large screen behind them. There are buildings on the screen. 
005.jpg,"The image is completely black. On the right side of the image there is a red and white graphic. The graphic has small white dots on it. At the top of the graphic there is the text ""HTV9 HD 06:30:19""."
006.jpg,The image is a graphic. The background is white with red diagonal stripes. The diagonal stripes are made up of small dots. In the center of the graphic is a silver object that appears to be a camera. The camera has a red light coming out of it.
007.jpg,There are four people sitting around a table. There is a white table cloth on the table with flowers on it. There are boxes and a bottle on top of the table. 
008.jpg,There are three people sitting at desks in an office. There are large cabinets behind the desks. There is a large plant in front of the desk. 
009.jpg,There are several people sitting in a room. There is a large screen on the wall in front of them. There are microphones on top of the desks. 
010.jpg,There are people sitting in a room. There is a red sign hanging from the ceiling. There are desks in front of them with people sitting at them.
011.jpg,"The image is a graphic design. The background is red and white. The design is made up of dots. The dots are arranged in a diagonal pattern. There is a large red logo in the middle. The logo is red with a silver outline. The word ""giay"" is written in the center of the logo."
012.jpg,A man is wearing a blue shirt and a black tie. He is holding a tablet in his hands. There are tall buildings behind the man. There is a cloudy sky above the buildings.
013.jpg,A man is wearing a blue shirt and a black tie. He is holding a tablet in his hands. There are tall buildings behind the man. There is a cloudy sky above the buildings.
014.jpg,A man is standing in front of a city skyline. He is wearing a blue shirt and a black tie. He has glasses on and is holding a tablet in his hands. The sky is orange and yellow and there are clouds in the sky. There are tall buildings all around the man.
015.jpg,A woman is standing in a room with white walls. She is wearing a purple shirt and a black vest. The woman is holding a silver bowl in her hands. There is a bed in front of her with colorful blankets on top of it. 
016.jpg,A man is laying on a bed. There is a blue pillow with a white flower on it. A person is standing over the man holding a silver pot. The man is wearing a purple shirt. 
017.jpg,A person is holding a phone in their hand. They are typing on a keyboard that is in front of them. There is a picture of a city on the screen of the phone. 
018.jpg,A man and a woman are sitting at a table. The man is wearing a black shirt. The woman is holding a black tablet in her hand. There is a white table in front of them. 
019.jpg,A woman is sitting in a room. She is wearing a purple shirt and a black vest. She has black glasses on and her hair is dark. There is a white trash can behind her. 
020.jpg,A woman is sitting in a room. She is wearing a purple shirt and a black vest. She has black glasses on her face. There is a white trash can behind her. 
021.jpg,A man is standing in a kitchen. He is wearing a blue sweater and a striped shirt. The man is pouring something into a glass jar. There is a counter next to the man. 
022.jpg,There is a black coffee pot on top of a wooden table. There is a silver kettle next to it. There are scissors on the table next to the kettle. 
023.jpg,Four men are sitting on a couch in a living room. There is a large window on the wall behind them. A bookshelf is sitting against the wall in front of the couch. The men are all wearing suits. One of the men is wearing glasses on his face.
024.jpg,A man is wearing a blue suit and a pink striped tie. He is holding a black phone in his hand. There is a brown couch in front of the man with a white and black pillow on it.
025.jpg,Someone is holding a card in their hand. The card is red and has white writing on it. There is a blue object on the table behind the person. 
026.jpg,There are people standing in front of a television. They are all wearing face masks. There are blue chairs behind them. There is a white fence behind the chairs. 
027.jpg,A hand is holding a piece of paper. The paper is white and has writing on it. There is a gold ring on the finger. 
