frame,caption
001.jpg,A beautiful sunset over a city. The sky is orange and pink. There are many buildings in the city. There is a large body of water in front of the buildings. 
002.jpg,A man and a woman are standing behind a news desk. The desk is white and has a red logo on it. The man is wearing a white shirt and a black tie. He is holding a tablet in his hands. The woman is wearing an off-white top and brown bottoms. There is a large screen behind them.
003.jpg,A bright red circle with small white dots on it. There is a black background behind the red circle. There are two large red stripes in front of the circle. 
004.jpg,There are several tables with people sitting at them. There are string lights hanging above the tables. There is a building behind them with a blue sign on it. 
005.jpg,There are people sitting at tables outside. There are lights hanging from the ceiling above the tables. There is a yellow sign hanging from a pole in front of the table.
006.jpg,A large group of people are riding motorcycles. They are all wearing helmets. There is a large red truck behind them. There are tall buildings behind the motorcycles. 
007.jpg,There are several cars and motorcycles on the street. There is a large blue truck next to a black car. There are several people on the motorcycles. 
008.jpg,Two men in green uniforms are standing in front of a table. They are wearing white gloves and face masks. There are packages on top of the table. There is a picture on the wall behind the men. 
009.jpg,"The image is a graphic design. The design is composed of three horizontal stripes. The first stripe is red. The second stripe is white. The third stripe is dark red. There is a text in the top right corner that reads ""HTV9 HD 06:30:44""."
010.jpg,The image is a graphic design. The design is composed of red and white lines. There is a silver object in the middle of the design. There are small red dots on the white background. The time and date are on the top right corner of the image.
011.jpg,A man is wearing a white shirt and a striped tie. He is holding a red object in his hands. There are buildings behind the man. There is a cloudy sky above the buildings.
012.jpg,A man is wearing a white shirt and a striped tie. He is holding a red object in his hands. There are buildings behind the man. There is a cloudy sky above the buildings.
013.jpg,A man in a white shirt and a striped tie is standing in front of a city. He is holding a red tablet in his hands. There are tall buildings behind him. 
014.jpg,There are several people standing in front of a large red sign. There are two green signs behind them. There is a dragon on the sign. 
015.jpg,There is a large crowd of people on the street. They are all wearing face masks and helmets. There are several cars driving down the street in front of them. There is a tall building next to the street with many windows on it. 
016.jpg,There are several people standing in a room. There is a large yellow tree in front of the people. There are lights hanging from the ceiling above the tree.
017.jpg,A woman is standing in front of a display of fruits and vegetables. She is wearing a black top and has short black hair. The display behind her has red baskets filled with different types of fruits. There is a white wall behind the display. 
018.jpg,There are melons and vegetables on the table. The melons are light green in color. There are carrots next to the melons. There is a black turnip on top of the vegetables. 
019.jpg,"There are several baskets of fruit on display. There are pomegranates, melons, and other fruits in the baskets. There is a small doll on a shelf behind the fruit. "
020.jpg,There is a green stand with red baskets on it. There are fruits and vegetables in the baskets. There is a light on the stand. 
021.jpg,There is a woman in an orange shirt standing in front of a white building. There are red flags hanging from the building behind her. There is a man in a white shirt and gray pants walking on the street behind the woman. 
022.jpg,There are several motorcycles and people on the street. There is a large white building next to the street with a red light on it. There are people standing in front of the motorcycles. 
