frame,caption
001.jpg,A beautiful sunset over a city. The sky is orange and pink. There are a couple of giant letters that spell out the name of the city. There is a large body of water in front of the buildings.
002.jpg,A man and a woman are standing behind a news desk. The desk is white and has a red logo on it. The man is wearing a blue shirt and tie. The woman is also wearing a short sleeve shirt and a black skirt. There is a large screen behind them. There are buildings on the screen.
003.jpg,A man and a woman are standing behind a news desk. The desk is white and has a red logo on it. The man is wearing a blue shirt and a tie. The woman is dressed in a blue dress. There is a large screen behind them. There are many buildings on the screen.
004.jpg,The image is a graphic. The background is red and white. There are small dots on the red background. In the center of the graphic is gray. There is a large white circle in the graphic.
005.jpg,A long walkway is lined with pillars on either side. The floor is made of red brick tiles. There are large pools on both sides of the walkway. There is a white machine in the middle of the floor. 
006.jpg,There are two men sitting at a desk. They are both wearing white hard hats on their heads. There is a large screen on the wall above the desk. There are two black boxes on the desk in front of them. 
007.jpg,There are several people standing on a boat. There is a man wearing a red life vest and a plaid shirt. He is holding a camera in his hands. 
008.jpg,A large body of water with lots of waves in it. There is a large animal swimming in the water. The animal has a large black tail. 
009.jpg,There are two red fire trucks on the street. There are people standing on the sidewalk in front of the trucks. There is a yellow building on the side of the street next to the fire trucks. 
010.jpg,There is a building on fire. There is black smoke coming out of the top of the building. There are wires hanging above the buildings. 
011.jpg,A building is on fire. There is black smoke coming out of the building. The fire is bright orange and yellow. The building is blue and white. There are many windows on the side of it.
012.jpg,A man and a woman are standing in front of a white desk. The man is wearing a blue shirt and a black tie. The woman is also wearing a short sleeve blue dress. She is holding something in her hands. There is a large screen behind them with a city on it. 
013.jpg,A man and a woman are standing behind a white desk. They are both dressed in business attire. The man is wearing a blue shirt and a black tie. He is holding a red wallet in his left hand. The woman is holding an object in her right hand. There is a large screen behind them that shows a city with tall buildings. The sky above the city is orange.
014.jpg,A man and a woman are standing behind a white desk. The man is wearing a blue collared shirt and a black tie. The woman is dressed in a blue dress. She is holding a tablet in her hands. There is a large screen behind them. There are tall buildings on the screen. 
015.jpg,A man and a woman are standing behind a white desk. The man is wearing a blue collared shirt and a black tie. The woman is also wearing a short sleeve blue dress. They are both holding books in their hands. There is a large screen behind them that shows a city with tall buildings and a body of water.
016.jpg,There is a building with a blue sign in front of it. There are colorful flags hanging from the top of the building. There is a silver car and a black car parked in the front of them. 
017.jpg,This is an image of an office. The floor is made up of white tiles. The tiles are in a square pattern. There is a large white pillar in the middle of the room. The pillar is tall and white. There are large windows on the back wall. The windows have white frames on them. The walls are painted a light yellow color. The desks are made of wood and have a few people sitting at them.
018.jpg,"A computer monitor is open and turned on. There is a white screen on the monitor. There are many words and numbers written on the screen. The words are written in a foreign language. There's a red and white logo at the bottom of the screen that says ""Hai Quan Chuyen Doi So, Xuat Nhat Khap Khau Thuan Loi Hon""."
019.jpg,"A computer screen is showing a document in Vietnamese. The document appears to be a form or a form of some sort. There are several lines of text on the screen. There is a small logo in the top right corner that says ""HTV7 HD 18:31:05"". There is also a watermark in the bottom right corner of the image."
020.jpg,A man is wearing a purple shirt and glasses. He is standing in front of a white wall. There is a picture on the wall behind the man. 
021.jpg,A man is wearing a purple shirt and glasses. He is standing in front of a white wall. There is a picture on the wall behind the man. 
022.jpg,A person is standing in front of a white box. There is a white machine on top of the box. The person is wearing a black shirt and is holding papers in their hands. There are boxes behind the person. 
023.jpg,A man is sitting in a brown chair. He is wearing a blue uniform with gold stars on it. He has glasses on and has short black hair. There is a green plant next to him.
024.jpg,A red truck is parked next to a brown shipping container. There is a large blue crane behind the truck. There are people standing in front of the trucks. 
025.jpg,"This is an aerial view of a shipping yard. The yard is filled with lots of shipping containers. The containers are multicolored. Some containers are white, some are red, and some are green. There are some trucks in the yard."
026.jpg,A man in a uniform is sitting in a brown leather chair. There is a large green plant next to the man. The man is wearing glasses and has short black hair. 
027.jpg,This is an aerial view of a port. The port has lots of containers. The containers are multicolored. There is a large body of water to the right of the containers. There are large blue cranes to the left of the container yard. The sky above the port is gray and cloudy.
028.jpg,A woman is sitting at a desk in front of a computer monitor. The monitor is turned on and the screen is bright. There are several pens and pencils on the desk next to the monitor. There is a large window behind the desk. 
029.jpg,A man wearing a blue shirt is standing behind a counter. He is wearing a face mask on his face. There is a red statue on the counter in front of the man. 
030.jpg,Two people are sitting at a desk. There are two computer screens in front of them. There is a stack of papers and a blue folder on the desk. 
031.jpg,"The image is a sheet of paper. The paper is white and the text is written in a foreign language. There is a watermark in the top right corner that says ""HTV7HD"" in red. The watermark also says that it is 18:31:50."
032.jpg,"The image is a screenshot of a video in Vietnamese. The video is titled ""HTV7HD"" in the top right corner. There is a watermark in the upper right corner that says the time is 18:31:51. There are several lines of text in the image. The first line says ""General General2"" and there is a check mark next to it. The second line has the number 2 on it and the third line is next to the number 1."
033.jpg,A man and a woman are standing in front of a white table. They are both holding tablets in their hands. The man is wearing a blue collared shirt and a black tie. The woman has long dark hair and a blue dress on. There is a large cityscape behind them. The sky is orange and red.
034.jpg,A man and a woman are standing in front of a news desk. They are both dressed in business attire. The man is wearing a blue shirt and a black tie. The woman is dressed in a dark blue dress. She is holding a clipboard in her hand. There is a large cityscape behind them. The sky is orange and red.
035.jpg,A man and a woman are standing behind a white table. They are both dressed in business attire. The man is wearing a blue shirt and a black tie. He is holding a red wallet in his hand. The woman is also wearing a short sleeve blue dress. She has long dark hair. There is a large cityscape behind them. The sky is orange and red.
036.jpg,A man and a woman are standing in front of a news desk. The man is wearing a blue collared shirt and a black tie. He is holding a red phone in his hands. The woman is wearing short sleeve blue dress. She has long brown hair. There is a large cityscape behind them. The sky is orange and red.
037.jpg,A man and a woman are standing in front of a news desk. The man is wearing a blue collared shirt and a black tie. He is holding a red object in his hands. The woman is wearing short sleeve blue dress. She is holding something in her hands. There is a large cityscape behind them. The sky is orange and red.
038.jpg,This is an image of a long walkway. The walkway is made of brick. The bricks are red and brown. There is a white machine on the right side. The machine has black buttons. There are pool fences on either side of the walkway with blue water in them. The pool fences are made of metal. The pillars are white and gray.
039.jpg,There is a large pool of water. There is a ladder leading up to the pool. There are small waves in the water.
040.jpg,A picture of a large body of water. There are large waves in the water next to a blue pipe. There is a white railing next to the water. 
041.jpg,Three men are sitting at a desk. They are all wearing white hard hats on their heads. There is a large computer monitor on the desk in front of them. 
042.jpg,A computer monitor is turned on. There is a large map on the screen. There are many lines and shapes on the map. The map is blue and white. 
043.jpg,A diagram is shown on a computer screen. The diagram is blue and white and has various shapes and numbers on it. There is a red and green sign on the top right corner of the screen. There are several arrows pointing towards different parts of the diagram.
044.jpg,There are five shelves in a row. The first shelf is brown and the second shelf is light brown. There are trees in the distance behind the shelves. There is a red logo on the top right corner of the image.
045.jpg,A man is shown on a TV screen. He is wearing a blue collared shirt. There is a large building behind him with lots of windows on it. The man has short black hair. 
046.jpg,There are two men standing on a platform. There is a yellow building behind them. The man on the platform is wearing a yellow hard hat and is spraying water on the other man. There are white railings around the platform.
047.jpg,Two men are wearing yellow hard hats. They are looking down at something in front of them. There is water behind them. 
048.jpg,There is a small boat in the water. There are tall buildings behind the boat. There is a dock next to the water with trees on it. 
049.jpg,A woman is wearing a white hat and a plaid shirt. There are red buckets in front of the woman. There is a green jug on a red stool next to the buckets. 
050.jpg,A truck is parked on the street. There is a man standing next to a red fire hydrant. The man is wearing a white shirt and a black hat. 
051.jpg,A person is holding a yellow hose connected to a red fire hydrant. The person is wearing a bracelet on their wrist. There is a white fence behind the hydrant on the ground. 
052.jpg,A white truck is parked in front of a building. There is a large tree next to the building. The front of the truck has a white license plate on it. 
053.jpg,Four men are working on a construction site. They are wearing hard hats and work clothes. There are pipes and pipes sticking out of the ground. There is a large pool of water in front of the men. 
054.jpg,There is a large pool of water. There are pipes sticking out of the sides of the pool. There is foam coming out of one of the pipes.
055.jpg,A man and a woman are standing in front of a news desk. The man is wearing a blue collared shirt and a black tie. He is holding a red object in his hands. The woman is holding an object in her hands. There is a large screen behind them. There are tall buildings on the screen. 
056.jpg,A man and a woman are standing in front of a white table. They are both dressed in business attire. The man is wearing a blue shirt and a black tie. The woman is dressed in a blue dress. She is holding a tablet in her hands. There is a large cityscape behind them. The sky is orange and red. 
057.jpg,A man and a woman are standing in front of a white table. They are both dressed in business attire. The man is wearing a blue shirt and a black tie. The woman is dressed in a blue dress. There is a large cityscape behind them. The sky is orange and red. There are tall buildings in the distance. 
058.jpg,There are several people standing around a table. There are bottles and boxes on top of the table. Some of the people are wearing face masks. 
059.jpg,There are several people standing around a table. There are boxes on top of the table. They are all wearing face masks. There is a man in a striped shirt standing in front of them. 
060.jpg,There are several people standing around a table. There are cans on the table in front of them. There is a man in a white shirt leaning over the table. 
061.jpg,There are people standing in a room. They are all wearing face masks and carrying yellow bags. There is a large window on the wall behind them. 
062.jpg,A woman is wearing a white shirt with pink flowers on it. She is wearing glasses and is holding a white bag in her hand. There are people walking behind her. 
063.jpg,There are people standing around a table. There are yellow boxes on top of the table. They are wearing face masks on their faces. 
064.jpg,A woman is wearing a white shirt with pink flowers on it. She is wearing glasses and is holding a white bag in her hand. There is a motorcycle behind the woman. 
065.jpg,A man is standing in front of a group of children. He is wearing a white shirt and black pants. The children are wearing white shirts and blue pants. There is a white wall behind them. 
066.jpg,A boy is wearing a white shirt and a red tie. He has short black hair. There is a large screen behind the boy. 
067.jpg,A woman is sitting in a red chair. There is a man in a white shirt sitting in front of her. The man is wearing a stethoscope around his neck. 
068.jpg,Two men are sitting in a room. One of the men is wearing a white coat and a stethoscope around his neck. He is sitting at a brown desk. There is a blue and white tiled wall behind them. 
069.jpg,There are several white boxes stacked on top of each other. There is a green and white box on the top of the pile. There are blue and red boxes next to the white boxes. 
070.jpg,Five women are sitting in a room with blue and white tiles on the wall. They are all wearing face masks. A woman in a white coat is sitting at a brown table. She is writing on a piece of paper that is in front of her. There is a blue stool next to her. 
071.jpg,Two men are sitting at a table. The man on the left is wearing a white shirt and has a stethoscope around his neck. He is checking the blood pressure of the other man. He has a blue face mask on and a gray button down shirt. 
072.jpg,A man is standing on a stage holding a microphone. He is wearing a white shirt and blue pants. There is a large screen behind the man. There are red and yellow lanterns hanging from the ceiling above the stage.
073.jpg,A man and a woman are standing in front of a white table. They are both dressed in business attire. The man is wearing a blue shirt and black tie. The woman is dressed in a blue dress. There is a large screen behind them with a city on it. The sky is red and orange. 
074.jpg,A woman in a blue dress is standing on a news set. There is a large screen behind her. There are buildings on the screen. 
075.jpg,A woman in a blue dress is standing in front of a large screen. There is a picture on the screen next to her. There are buildings on the ground behind her. 
076.jpg,Two men are standing on a boat in the water. The man on the right is holding a camera in his hands. He is wearing a plaid shirt and a hat on his head. He has a red life vest around his neck. The water is calm and there are small waves in it. The sky is blue and white.
077.jpg,A picture of the ocean. The water is very choppy. The sky above the water is gray. There are small waves in the water. There is a red banner on the bottom of the picture.
078.jpg,There is a large body of water with small waves in it. There is a brown object floating in the water. The sky above the water is gray.
079.jpg,There are small waves in the water. There are two boats floating in the waves. One of the boats is orange and the other is black. There is writing on the bottom of the picture. 
080.jpg,A picture of a whale tail in the water. The whale tail is pink and black. There are small waves around the whale tail. There is a watermark in the top right corner of the picture.
081.jpg,A body of water with small waves in it. There are large rocks in the water behind the water. There is a pink and white sky above the water in front of the rocks.
082.jpg,There is a large body of water. There are small waves in the water around the large object. There is a red and white logo on the top right corner of the image.
083.jpg,There is a large body of water with small waves in it. There is a boat in the water. The boat is orange and white in color. There are trees on the other side of the water in the distance. 
084.jpg,There is a small boat in the water. There are small waves in front of the boat. There is a man standing on the boat next to another man. 
085.jpg,The sun is setting over the ocean. The sky is orange and yellow. There are small waves in the water. There is a small boat in the distance. The water is calm.
086.jpg,The sun is setting over the ocean. The sky is orange and pink. There are small waves in the water. There is a large object in the middle of the water that looks like a whale tail. 
087.jpg,The sun is setting over the water. The water is calm and there are small waves in it. There is a large object in the water that looks like a shark. The sun is reflecting off of the water and it is orange and yellow.
088.jpg,A red and white graphic is shown. There is a large red stripe on the left side of the graphic. There are small dots on the top right corner. The numbers 18:35:26 are on the right side.
089.jpg,There is a statue on top of a white table. There is a woman in a white dress standing next to the statue. The woman is wearing a purple headpiece on her head. 
090.jpg,A large crowd of people are gathered outside a church. The church is white and has a tall tower on top of it. There is a large archway in front of the church. There are several trees surrounding the archway. The sky above the church is blue with white clouds.
091.jpg,An aerial view of a city at night. The city is lit up with colorful lights. There is a large building in the middle of the city. There are several smaller buildings surrounding the large building. There appears to be a fountain in front of the buildings. There appear to be people walking around the fountain. There looks to be some type of dragon statue in the water.
092.jpg,There is a large red and yellow dragon in front of a building. There are people standing under the dragon. 
093.jpg,There are yellow and orange streamers hanging from the ceiling of a building. There is a red banner in front of the building with white writing on it. There are many windows on the building. 
094.jpg,"The image is a logo. The logo is red and white. The background is white. There are red dots on either side of the logo. There is a small logo in the top right corner that says ""HTV7"" in red letters."
095.jpg,A man is standing in front of a city skyline. He is wearing a blue shirt and a black tie. The sky is orange and red. There are tall buildings in the skyline.
096.jpg,A man is standing in front of a city skyline. He is wearing a blue shirt and a black tie. The sky is orange and red. There are tall buildings in the skyline.
097.jpg,A man is standing in front of a city skyline. He is wearing a blue collared shirt and a black tie. The sky behind him is orange and red. There are tall buildings all around the man.
098.jpg,"The apple mac@40 is written in black on a light blue background. Below the text is a bar chart with different colors. The colors are blue, purple, pink, yellow, green and orange. At the bottom of the screen is a red bar with the numbers 2025 on it."
099.jpg,"The apple mac@40 is written in black on a light blue background. Below the text is a bar chart with different colors. The colors are blue, purple, pink, yellow, green and orange. At the bottom of the screen is a red arrow pointing to the year 2025."
100.jpg,A man in a black suit is standing in front of a desk. There is a computer on top of the desk. The man is wearing glasses on his eyes. 
101.jpg,A very old computer is shown. The computer is white. The keyboard is also white. There is an Apple logo on the top of the computer.
102.jpg,An old computer is sitting on a table. The computer is white and has a keyboard on top of it. There is a sticker on the front of the computer. 
103.jpg,"The image is a logo for an app. The logo is square. The square has an apple on it. The apple is green with a stem. The stem is also green. Inside the apple is a rainbow. The rainbow is red, orange, yellow, and purple. At the bottom of the image there is a text in Vietnamese that says ""Dai Loan lai phat khinh khi cau Trung Quoc bay qua eo bien""."
104.jpg,"A computer circuit board is shown in this image. It is green in color and has various electronic components on it. There is a red button on the top right corner of the board. The words ""Macintosh"" are written above the board in white letters. There are numbers and letters on the board as well."
105.jpg,"A green circuit board has many electronic components on it. There is a red circle on the top of the board. There are many wires and connectors on the board as well as a small rectangular piece of electronic device. The board also has the word ""Macintosh"" written on it in white letters. The image also has a watermark in the top right corner that reads ""HTV7 HD 18:37:20""."
106.jpg,"A computer screen has the word ""hello"" written on it in white chalk. The screen is black and white. There are several icons on the screen next to the word. There is a white border around the screen. "
107.jpg,"A computer monitor is open to a screen that has a list of items on it. The list is titled ""Checkbook Cash Account Credit Cards Adjustments"" and there is a box labeled ""Check Deposit Withdrawal Service Chg"". There is a check register box in the middle of the screen."
108.jpg,"The image is a computer circuit board. The board is green in color. There are various electronic components on the board. Some of the components are black and some of them are red and yellow. There is a small brown chip in the middle of all the electronic components. The image also has a watermark that reads ""HTV7 HD 18:37:32""."
109.jpg,An old Apple computer is shown in a foreign language. The keyboard is white and the monitor is white. The Apple logo is on the left side of the monitor.
110.jpg,A woman is standing in front of a red background. She is wearing a short blue dress. She has long brown hair and is holding something in her hands. There is a picture on the right of the woman.
111.jpg,A woman is standing in front of a red background. She is wearing a short blue dress. She has long brown hair and is holding a book in her hands. There is a picture on the right of the woman.
112.jpg,"A woman is standing in front of a red background. She is wearing a short sleeve blue dress. She has long brown hair and is holding a book in her hands. There is a picture on the right of the woman. The picture has a city skyline on it. The word ""giay"" is written on the picture."
113.jpg,A woman is standing in front of a red background. She is wearing a short blue dress. She has long brown hair and is holding a wallet in her hands. There is a large picture on the right of the woman.
114.jpg,There is a large white and orange bus on the street. There are people standing in front of the bus. There is a white building behind the bus with windows on it.
115.jpg,A woman is walking across a street. There is a large white building behind the woman. There are motorcycles parked on the street in front of the building. 
116.jpg,There are cars driving on the street. There is a red and white bus behind the cars. There are trees on the side of the street next to the sidewalk. 
117.jpg,There is a red bus driving down the street. There are trees lining the street next to the sidewalk. There is a black car on the street in front of the bus. 
118.jpg,A white car is driving on the street. There are large trees next to the car. There is a large window on the front of the bus. 
119.jpg,A man is sitting inside a bus. He is wearing a black shirt and has his hand on the steering wheel. There is a yellow bus on the street in front of him. 
120.jpg,A bus is driving down the street. There is a large white building next to the street with many windows on it. There are cars parked in front of the building. 
121.jpg,A red and white bus is driving down the street. There are trash cans on the side of the street next to the bus. There is a white building behind the trash cans. 
122.jpg,A bus is driving on the street. The bus is orange and white. There are cars parked on the side of the street next to the bus. There is a white wall on the sidewalk. 
123.jpg,A woman is sitting inside of a bus. She is wearing a jacket and sunglasses. The bus has many seats in it. There are large windows in front of the woman. There is grass outside of the windows. 
124.jpg,A bus is driving down the street. There are cars parked on the side of the street next to a sidewalk. There is a large tree on the sidewalk. 
125.jpg,A man is standing in front of a city skyline. He is wearing a blue collared shirt and a black tie. The sky behind him is orange and red. There are tall buildings all around him.
126.jpg,A man is standing in front of a city skyline. He is wearing a blue shirt and a black tie. The sky is orange and red. There are tall buildings in the skyline.
127.jpg,A man is standing in front of a city skyline. He is wearing a blue shirt and a black tie. The sky is orange and red. There are tall buildings in the skyline.
128.jpg,"There is a fireworks display in the night sky. The fireworks are red, white and pink in color. There are many small white sparkles on the fireworks. The sky is completely black. There is a watermark in the top right corner of the image that says ""HTV7 HD 18:38:58"". There is also a small amount of text in the bottom left corner that says, ""Ret dam, ret hai ai Bac Bo se keo dai 27/1""."
129.jpg,There is a large dome shaped structure lit up with blue lights. There are people standing in front of the dome. There is a red sign on the bottom of the screen. 
130.jpg,There are several people standing in front of a large structure. There is a blue light on the structure. The people are standing on a red carpet. 
131.jpg,There are several people standing in a room. There are red stools in front of the people. There is writing on the bottom of the picture. 
132.jpg,There are people standing in a room. There are trees behind the people. There is a green light hanging from the ceiling. 
133.jpg,There is a white line on the ground. There are people standing in front of the white line. There is a red light behind them.
134.jpg,There is a crowd of people standing on a street. There is a large building behind them. There are lights on the building. The ground under the crowd is orange and blue. 
135.jpg,There is a man wearing black glasses. He has a black beard and mustache. There are people behind him standing in front of a red structure. There is a tree behind the man. 
136.jpg,There are people standing in a room. There is a blue light shining on the people. There are white lines on the wall next to them. 
137.jpg,"A large sign that says ""JOYA"" is lit up with purple and blue lights. There are white dots on the letters. There is a black background behind the sign. "
138.jpg,There are people standing around a carnival ride. There is a large wheel in front of the people. There are poles around the ride. 
139.jpg,A woman is standing in front of a screen. She is wearing a blue dress and holding a tablet in her hands. There is a large white screen behind the woman. 
140.jpg,A woman is standing in front of a red background. She is wearing a short blue dress. She has long brown hair and is holding a tablet in her hands. There is a picture on the screen next to her.
141.jpg,A woman is standing in front of a red background. She is wearing a short sleeve shirt and a blue skirt. The woman is holding a tablet in her hands. There is a large picture on the wall behind the woman. 
142.jpg,There is a large red and yellow dragon on the screen. There is a brown building behind the dragon. There are people standing in front of the building. 
143.jpg,There are people standing in front of a building. There is a large tree in the front of the building with lights on it. There are yellow and white flags hanging from the building. 
144.jpg,This is a video game scene. There is a colorful dragon in the middle of the screen. The dragon has big eyes and a big mouth. The mouth is open and it is orange. There are large horns on the head of the dragon. There's a hand to the right of the image in the bottom right corner.
145.jpg,There is a colorful statue in front of a building. There is a large red item hanging from the building. The statue has a large head on it. 
146.jpg,The image is a screenshot from a video game. There is a dragon in the image. The dragon is white and yellow. The head of the dragon is gray. The eyes are large and black. The mouth is pink. There are red spikes on top of the head.
147.jpg,This is a video game scene. There is a large orange and white dragon in the middle of the screen. There are large white horns on the head of the dragon. 
148.jpg,There are yellow and red decorations hanging from the ceiling of a building. There is a barcode on the bottom left corner of the image.
149.jpg,"The image is a screenshot from an Asian television program. It is an image of a chandelier made of fake leaves. The leaves are yellow and orange. There are blue and white lights hanging from the ceiling. There is a barcode in the bottom left corner of the image that says ""Tang manh"" which is a QR code. The date and time of the channel is 18:40:24."
150.jpg,A picture of a very colorful display of flowers. The flowers are white and yellow. There is a large building next to the flowers. There are many people walking around the display. 
151.jpg,There are colorful decorations on the ground. There are white poles in front of the decorations. There is a building behind them with red lights on it. 
152.jpg,There is a large statue of a dragon. The statue is blue and white. There is a giant yellow dragon on top of the statue. There are several smaller statues around the dragon. 
153.jpg,A man in a blue shirt and tie is standing behind a white desk. There is a large screen behind the man. There are buildings on the ground in front of him. 
154.jpg,A man in a blue shirt and black pants is standing in front of a large screen. There is a picture of a man with a yellow jacket and a black hat on. There are buildings on the screen behind the man. 
155.jpg,A man in a blue shirt and black tie is standing in front of a large screen. There is a picture on the screen next to the man. There are tall buildings on the ground behind him. 
156.jpg,A man is standing in front of a red wall. He is wearing a long sleeve shirt and a tie. There is a picture on the wall behind him. 
157.jpg,There is a man wearing a green shirt. He is standing on top of a box that is sitting on the ground. There is a woman wearing a red dress sitting in front of the man. 
158.jpg,There are people standing on a white platform. There are people sitting in chairs in front of them. There is a man in a green suit and a woman in a white dress. 
159.jpg,There are several people standing on a stage. They are dressed in colorful costumes. There is a woman in a red and green outfit and a man in a black suit and hat. 
160.jpg,There are several people standing in front of a crowd. They are dressed in colorful costumes. There is a man in a white suit and a black hat.
161.jpg,There are people dancing on a stage. They are wearing costumes. There are people standing around watching them. There is a green tent behind them. 
162.jpg,There is a man wearing a black suit and a black hat. There is a white tent behind him. There are people standing around him. 
163.jpg,A woman is wearing a black hat and a colorful outfit. There are people behind her standing in a crowd. There is a red and white sign behind them. 
164.jpg,There is a woman wearing a black hat. There is a red and white shirt on the woman. There are people behind the woman wearing hats. 
165.jpg,There is a crowd of people standing in front of a green wall. There are several people holding umbrellas in their hands. There is a large red and white sign in frontof the crowd. 
166.jpg,There are people standing behind a green gate. There is a white building behind them. There are clouds in the sky above them. 
167.jpg,A large crowd of people are walking down a street. There is a large stone building behind the crowd. There are trees on the side of the building. 
