frame,caption
001.jpg,A beautiful sunset over a city. The sky is orange and pink. There are many buildings in the city. There is a large body of water in front of the buildings. 
002.jpg,A man and a woman are standing behind a news desk. The man is wearing a white shirt and a black tie. The woman is also wearing a black dress. There is a large screen behind them. There are buildings on the screen. 
003.jpg,A man and a woman are standing behind a news desk. The desk is white and has a red logo on it. The man is wearing a white shirt and a blue tie. The woman is dressed in a gray suit. There is a large screen behind them. There are many buildings on the screen. 
004.jpg,"The image is a graphic. The background is red and white. There is a big red and silver symbol in the middle. There are dots on the left side of the red. The numbers on the right side are silver. The letters on the bottom are black. There's a small logo in the top right corner that says ""HTV7"" on it. The date is 18:30:14."
005.jpg,A woman is walking through a clothing store. There are clothes on display in front of the woman. There is a mannequin with a pink dress on it. 
006.jpg,A woman is standing inside of a clothing store. She is wearing a white face mask on her face. There are clothes hanging from a rack in front of her. There is a mannequin wearing a dress next to the rack. 
007.jpg,There are people standing around a bed. There are two people laying on the bed. They are wearing face masks. There is a man in a gray jacket standing next to them. 
008.jpg,There are several people standing in a room. There is a large monitor on a desk in front of them. There are blue curtains behind them. 
009.jpg,There are several people standing in a room. They are all wearing white aprons and masks on their faces. There is a large monitor on a desk in front of them. 
010.jpg,The image is a graphic. The background is red and white. The red is on the left side of the image. The white on the right side is a solid white color. There is a diagonal red line going down the middle of the white area. There are dots on the white part of the red area. The lines are outlined in black. The image has a black border around it.
011.jpg,A man is standing in front of a cityscape. He is wearing a white shirt and a blue tie. He has headphones on and is holding a red folder in his hands. The sky is orange and red. There are tall buildings and skyscrapers in the background.
012.jpg,A man is standing in front of a city skyline. He is wearing a white shirt and a blue tie. He has headphones on and is holding a folder in his hands. The sky is orange and red. There are tall buildings in the skyline.
013.jpg,A man is standing in front of a screen. He is wearing a white shirt and a blue tie. There are tall buildings on the screen behind him. There is a red sky behind the man.
014.jpg,People are shopping in a mall. The floor is white and tiled. There are pink and yellow flowers hanging from the ceiling. There is a white table with a computer on top of it. 
015.jpg,Two women are standing in front of a display of stuffed animals. One of the women is holding a large white stuffed animal in her hands. She is wearing a white shirt. The other woman is standing next to her wearing a black shirt. There are several stuffed animals behind the women. 
016.jpg,There are three women standing in front of a shelf. There are red signs hanging from the shelves. There is a pile of blankets on top of the shelf. 
017.jpg,A woman is standing in a store. She is wearing a white shirt. There are blankets and pillows on display in front of her. There is a red sign on the front of the store. 
018.jpg,A woman is standing in a store. She is wearing a long sleeve shirt. There is a red sign in front of the woman. There are bags hanging on a rack behind her. 
019.jpg,A woman is standing in front of a store. She is wearing a yellow jacket. There is a person holding a black microphone in their hand. There are red signs hanging from the store. 
020.jpg,A woman is standing inside of a clothing store. There is a mannequin in front of her wearing a white shirt. There are clothes hanging from a rack in the front of the store. 
021.jpg,A man is standing in a store holding a microphone in his hand. He is wearing a white collared shirt. There are clothes hanging on racks in front of him. 
022.jpg,A man is standing in front of a clothing store. He is wearing a white collared shirt and is holding a microphone in his hand. There are shirts hanging on a rack in the store. 
023.jpg,There are several people standing in a room. There are clothes hanging on a rack in front of them. There is a woman in a white jacket and glasses standing next to a black chair. 
024.jpg,People are standing in a mall looking at clothes. There are clothes hanging on a rack in front of them. There is a mannequin head next to the clothes. 
025.jpg,A man is standing in a store holding a microphone in his hand. He is wearing a white collared shirt. There are clothes hanging on racks in front of him. 
026.jpg,A woman is shopping in a clothing store. She is standing in front of a mannequin that is wearing a pink dress. There are clothes hanging on a rack behind her. The store has red and yellow balloons hanging from the ceiling. 
027.jpg,There is a man in a gray suit standing in front of a microphone. There are red and yellow paper lanterns hanging from the ceiling behind the man. There is a woman in a white shirt standing behind a rack of clothes.
028.jpg,There are several shirts hanging on a rack. They are red and white. There are wooden hangers hanging from the rack. 
029.jpg,A man is standing inside of a clothing store. He is wearing a gray suit and a white collared shirt. He has short black hair and glasses on his face. There are red and yellow paper lanterns hanging from the ceiling in the store. Clothes are hanging on racks in front of the man.
030.jpg,There are three people standing in front of a counter. There are red signs hanging from the ceiling. There is a woman in a red shirt standing behind the counter. 
031.jpg,A woman in a red shirt is standing behind a counter. There are other people standing in front of her. There is a red fan hanging from the ceiling. 
032.jpg,There are people standing in front of a counter. There is a woman in a black and white shirt holding a white bag. There are bottles on top of the counter. 
033.jpg,There are people standing in front of a store. They are all wearing face masks. There is a man in a blue shirt wearing a white hat. 
034.jpg,There are people standing in a store. They are all wearing face masks. There is a woman in a red shirt holding a white bag. 
035.jpg,There are several items in a store. There are red and yellow fans hanging from the ceiling. There is a red basket under the items. 
036.jpg,There are several containers wrapped in plastic. There is a white wall behind the containers. There are red and yellow containers on top of them. 
037.jpg,A woman is standing in front of a city skyline. She is wearing a short sleeved gray dress. The sky behind her is orange and red. There is a tall skyscraper in the background. 
038.jpg,A woman is standing in front of a city skyline. She is wearing a short sleeved gray dress. The sky behind her is orange and red. There are tall buildings all around her. 
039.jpg,A woman is standing in front of a cityscape. She is wearing a short sleeved gray dress. The woman has short dark hair and is wearing gold earrings. There is a tall skyscraper in the background. The sky is orange and red. There are many other tall buildings behind the woman. 
040.jpg,A woman is standing in front of a city skyline. She is wearing a short sleeved gray dress. The sky behind her is orange and red. There are tall buildings all around her. 
041.jpg,There are several people walking in a hallway. They are all wearing green uniforms. There is a large glass door behind them. There are lights on the ceiling above them.
042.jpg,There are several people standing in a room. They are all wearing green uniforms. There are black chairs in front of them. There is a man in a white shirt standing in between them.
