frame,caption
001.jpg,A beautiful sunset over a city. The sky is orange and pink. There are a couple of giant letters that spell out the name of the city. There is a large body of water in front of the buildings.
002.jpg,A man and a woman are standing in front of a large screen. They are both holding something in their hands. The man is wearing a purple shirt and tie. The woman has a red dress on and is smiling. There is a white table in front and a red rug on the floor.
003.jpg,A man and a woman are standing behind a white table. The man is wearing a purple shirt and tie. The woman is wearing red dress. There is a large screen behind them. There are many buildings on the screen. 
004.jpg,A man and a woman are standing behind a news desk. The desk is white and has a red logo on it. The man is wearing a purple shirt and a tie. The woman is also wearing a red dress. There is a large screen behind them. There are many buildings on the screen. 
005.jpg,"The image is a graphic. The background is red and white. The red is on the left side of the image. The white has a diagonal red line going across it. The gray part is in the middle of the red part. There are small dots on the white part. The light is reflecting on the gray part. At the top right corner there is a watermark that reads ""HTV7 HD 18:30:18""."
006.jpg,There are several people standing around a table. There is a woman in a blue shirt writing on a white sign. There are other people standing in front of them. 
007.jpg,There are several people standing in front of a white wall. There is a man in a black suit and a woman in a yellow hat. They are holding large pink flowers. 
008.jpg,There are motorcycles parked on the side of the street. There are people sitting on top of the motorcycles. There is a red flag hanging from a pole next to the sidewalk. 
009.jpg,"A black and red banner with the words ""Happy"" on it. There is a large white number on the top of the banner. "
010.jpg,There are two men sitting in front of gray lockers. One of the men is wearing a white collared shirt. The other man has a black shirt and glasses on. There is a desk behind them with a computer on it. 
011.jpg,Two men are sitting at a wooden table. They are both holding pens in their hands. There are papers on top of the table. One of the men is wearing a black jacket and glasses. 
012.jpg,A man and a woman are standing behind a news desk. The desk is white and has a red logo on it. The man is wearing a purple shirt and a tie. The woman is wearing red and a red dress. There is a large screen behind them. There are buildings on the screen. 
013.jpg,A man and a woman are standing in front of a white desk. They are both holding tablets in their hands. The man is wearing a purple shirt and a striped tie. The woman is also wearing a red dress. There is a large screen behind them that shows a city with tall buildings. The sky is orange and pink.
014.jpg,A man and a woman are standing behind a white desk. The man is wearing a purple shirt and a striped tie. The woman is also wearing a red dress. There is a large cityscape behind them. 
015.jpg,There are four people standing in front of a screen. They are all wearing white shirts and ties. They have face masks on their faces. There is a girl in between them holding a picture frame. 
016.jpg,A woman is wearing a white lab coat and black gloves. She is standing behind a counter with a blue basket on it. There are several glass bottles on the counter in front of her. 
017.jpg,A woman is wearing a white lab coat. She is standing in front of a shelf. There is a man sitting in a chair behind her. 
018.jpg,A person is wearing black gloves. They are holding a black bag. There is a blue chair behind the person. 
019.jpg,There are three people standing on a stage. There is a man in a white shirt and a blue tie standing next to a woman in a blue dress. The man is holding a trophy and a picture frame. 
020.jpg,On the left side of the image there is a pot. Inside the pot there is water. A hand is holding a spoon. The spoon is being dipped in the water. The pot is on the stove. On the right side there are wheels. The wheels are silver and blue. There is orange liquid inside of the pot. The image has a barcode on the bottom left corner.
021.jpg,There are two images side by side. On the left image there is a blurry image of a person's hand. The hand is wearing a white glove. The image on the right is a close-up of the hand holding a machine. The machine has two white wheels and two silver metal rods. There is a barcode in the bottom left corner of the image. The barcode is white with black text.
