frame,caption
001.jpg,A beautiful sunset over a city. The sky is orange and pink. There are many buildings in the city. There is a large body of water in front of the buildings. 
002.jpg,A man and a woman are standing behind a news desk. The desk is white and has a red sign on it. The man is wearing a blue shirt and a blue tie. The woman is wearing an apron and a white shirt. There is a large screen behind them. There are buildings on the screen. 
003.jpg,A bright red light is lit up against a black background. There are small white dots all over the light. There is a red arrow pointing to the left. 
004.jpg,There are several people sitting on the ground. There are red flags hanging above them. There is a white sign behind them with writing on it. 
005.jpg,There is a picture of a cellphone screen. There is a man in a white shirt and a blue hat holding a red bag. There are other people standing around him. 
006.jpg,An aerial view of a winding road is visible. The road is surrounded by dense green trees. On the right side of the road there is a small body of water. The time and date of the photo is 18:30:15.
007.jpg,There are two women sitting at a white table. There are yellow flowers in a white vase on the table. The women are wearing white shirts. One of the women is wearing a face mask. 
008.jpg,A red and white graphic is shown. There is a large red stripe on the right side of the image. There are small dots on the bottom left of the picture. The dots are arranged in a triangle shape. 
009.jpg,"The image is a logo for a company named ""giay"". The logo is red and silver. The background is white and there are red dots on either side of the logo. The dots are arranged in a diagonal pattern. The letters of the company name are also red. There is a small logo in the top right corner that says ""HTV7"" in red letters."
010.jpg,A man and a woman are standing in front of a large screen. They are both holding something in their hands. The man is wearing a blue shirt and a tie. The woman is wearing an apron and a white shirt. There is a large red screen behind them.
011.jpg,A man and a woman are standing behind a white table. The man is wearing a blue shirt and a blue tie. The woman is dressed in a black and white outfit. There is a large screen behind them with a city on it. 
012.jpg,A man and a woman are standing in front of a desk. They are both holding tablets in their hands. The man is wearing a blue shirt and a tie. The woman is wearing an apron and a short sleeve shirt. There is a large cityscape behind them. The sky is orange and red. There are tall buildings in the distance.
013.jpg,Two men are standing in front of a cityscape. There are red flags behind them. One of the men is wearing a white shirt and a tie. The other man is standing behind him. There is writing on the bottom of the screen. 
014.jpg,There is a television screen on a green background. There are people standing in front of the screen. They are wearing face masks. There is a woman in a green shirt shaking hands with another woman. 
015.jpg,There are people standing on a stage. There is a large screen behind them with a green screen on it. There are two women and two men standing in front of them. They are all holding papers in their hands.
016.jpg,There are people standing on a stage. There is a large screen behind them with a green screen on it. There are people holding signs in front of them.
017.jpg,Two people are standing in front of a building. They are wearing helmets on their heads. One of the people is wearing a red helmet. The other person has a white helmet on their head. 
018.jpg,A man is wearing a blue hat and a blue shirt. He is bending over a wooden fence. There is water behind the fence. 
019.jpg,There are people wearing blue shirts and hats. They are standing behind a wooden fence. There is a man in a blue shirt and a blue hat. 
020.jpg,There is a large body of water in front of a green field. There are trees on the other side of the water. There is a dock in the water with a few people standing on it.
021.jpg,There are several people standing in front of a green wall. There are pictures on the wall behind them. There is a man in a white shirt holding a microphone in his hand. 
022.jpg,There are several people standing on a stage. There is a large green screen behind them. There are two women and two men standing in front of them. They are holding papers in their hands. 
023.jpg,There are people wearing blue shirts. They are kneeling down in the dirt. There are plants next to them. There is a white wall behind them.
024.jpg,There are three young girls standing in front of a wall. They are wearing white shirts and gray pants. There is a tree behind them with red flowers on it. A person is holding a microphone in their hand. 
025.jpg,There are three girls sitting on the ground. They are wearing blue shirts and shorts. There is a white fence behind them. There are trees behind the fence. 
026.jpg,A group of people are standing in front of a building. They are all wearing white shirts and blue pants. There is a blue sign above the building. There are plants in blue pots on the ground. 
027.jpg,There are three little girls standing in front of a wall. They are wearing white shirts and black pants. There is a tree behind them with red flowers on it. The girl in the middle is holding a microphone. 
028.jpg,There are two men standing in a small white and blue boat. They are wearing green hats and orange life jackets. There are trees behind them in the water.
029.jpg,There are several children sitting around a table. There is a whiteboard behind them on the wall. There are two women standing in front of the table. 
030.jpg,There are two men standing in front of a wall. They are holding a large black camera in their hands. They have headphones on their head. The man in front is wearing a white shirt. 
031.jpg,A man and a woman are standing in front of a news desk. The man is wearing a blue shirt and a tie. The woman is wearing an apron and a short sleeve shirt. There is a large cityscape behind them. The sky is red and orange. 
032.jpg,A man and a woman are standing in front of a news desk. The man is wearing a blue shirt and a blue tie. The woman is dressed in a black and white dress. There is a large cityscape behind them. The sky is orange and red. There are tall buildings in front the woman. 
033.jpg,A man and a woman are standing in front of a news desk. The man is wearing a blue shirt and a blue tie. The woman is dressed in a black and white dress. There is a large cityscape behind them. The sky above them is orange and pink. 
034.jpg,There are two women sitting at a table. They are both wearing face masks. There is a laptop on the table in front of them. The woman on the left is wearing glasses. 
035.jpg,A woman is sitting at a table with a laptop in front of her. She is wearing eyeglasses on her face. There are bottles and a cup on the table next to the laptop. 
036.jpg,"This is a video of a video that is titled ""Recommended for You"".  There are images on the screen of the video.  On the left side of the screen are images of barbie dolls dressed in summer clothes.  Next to them is a picture of a pair of black pants and a white t-shirt hanging on a hanger.  In the center of the picture is a photo of a blue shirt and a black jacket.  To the right of the photo is a group of women dressed in different outfits.  There is a black dress form on a mannequin.  Below the photo are words that say ""Popular items from top suppliers"" and ""TV7 HD 18:32:18""."
037.jpg,A computer monitor is turned on. There is a white and green screen on the monitor. There are words written on the screen in black letters. 
038.jpg,A woman is wearing a white face mask. She is sitting in a red chair. There is a laptop in front of her on a desk. There are plants next to the laptop. 
039.jpg,"A computer screen is open to a page that says ""Online purchase - Farm Hill"". There is a picture of a computer monitor on the screen. There is an image of a cartoon character above the computer monitor. "
040.jpg,A computer screen is turned on. There is a red bar at the top of the screen. There are words on the screen that are in black and white. 
041.jpg,A person is holding a cell phone in their hand. They are looking at the screen of the phone. There is a picture of a ketchup bottle on the screen. 
042.jpg,There are people standing in front of a table. There is a green wall behind them with writing on it. There are two women and a man standing next to them. 
043.jpg,A woman in a white dress is holding a pink suit. There is a woman behind her wearing a pink shirt. There are several bottles on a table in front of them. 
044.jpg,A laptop is open and turned on. There is a screen on the computer. There are pictures of shirts and dresses on the screen. 
045.jpg,A woman is standing in front of a city skyline. She is wearing a short sleeve shirt and a black dress. The shirt has a cut out on the front of it. The woman has short dark hair and is wearing earrings. The sky behind the woman is orange and red. There is a tall skyscraper on the right of the woman.
046.jpg,A woman is standing in front of a cityscape. She is wearing a short sleeve shirt and a black dress. The woman has short dark hair. The sky behind the woman is orange. There are tall buildings all around the woman. 
047.jpg,Two women are sitting at a white table. They are both wearing white shirts. One of the women is wearing a face mask on her face. There are yellow flowers in a white vase on the table. 
048.jpg,There is a white machine sitting on top of a white table. There is a person wearing a white shirt holding money in their hand. There are wires coming out of the machine. 
049.jpg,There is a white machine on a table. There is a hand with a white glove on it next to the machine. There are red words on the bottom of the screen.
050.jpg,A person is standing in front of a white desk. There is a large white printer on the desk. The person is wearing a white bracelet on their wrist. There are blue binders hanging on the wall behind the printer.
051.jpg,There are two men sitting at a desk. They are both wearing white face masks. There is a blue chair in front of the desk. 
052.jpg,There is a white machine on a table. There are papers inside of the machine. There is a person's hand in front of the machines. 
053.jpg,A person is writing on a piece of paper. There is a blue pen in their hand. There are several other papers on the table in front of them. 
054.jpg,There are four people sitting at a desk. They are all wearing face masks. There is a large computer monitor in front of them. 
055.jpg,A hand is holding money. There is a watch on the wrist of the person. The money is in a machine. There are words on the bottom of the screen. 
056.jpg,"A red screen has lines on it. There is white writing on the screen that says ""NOI BAT"". There is a red logo on the left side of the screen. "
057.jpg,There is a large field of green grass. There are trees in the distance behind the field. There is a white car parked in front of a small building. 
058.jpg,There are five people walking down the street. There are several cars parked on the side of the street next to them. There is a woman in a black skirt and a black suit walking next to a man in a blue shirt. 
059.jpg,There are several people sitting in chairs. There is a woman standing in front of them wearing a face mask. There are signs behind them. 
060.jpg,There is a tall white building with many windows on it. There is a large black crane in front of the building. There are several windows on the building with white curtains. 
061.jpg,There are two men working in a field. There are trees and bushes around them. There is a swing set in front of them. 
062.jpg,This is an aerial view of a city. The city appears to be very small. There are a lot of buildings in the city. Some of the buildings have balconies on the top of them. There is a green field in the middle of the city with lots of trees surrounding it. The sky above the city is hazy.
063.jpg,There is a large field of green grass. There are trees in the distance behind the field. There is a white car parked in front of a small building. 
064.jpg,There are several people walking down the street. There are cars parked on the side of the street next to them. There is a woman in a black skirt holding hands with two men. 
065.jpg,There are tall buildings in the background. There are trees in front of the buildings. There is a large crane in the front of a building. 
066.jpg,There is a tall white building with many windows on the side of it. There is a large crane in front of the building. The sky is white and cloudy.
067.jpg,There are two men working in a field. There are trees and bushes around them. There is a ladder leaning up against the trees. 
068.jpg,A man and a woman are standing in front of a desk. They are both dressed in business attire. The man is wearing a blue shirt and a tie. The tie is blue with white dots. The woman is dressed in a black and white dress. There is a large cityscape behind them. The sky is orange and red. 
069.jpg,There is a man and a woman standing in front of a white table. The man is wearing a blue shirt and a tie. The woman is also wearing a black and white shirt. There are tall buildings behind them. There is a red sky above them.
070.jpg,A man and a woman are standing in front of a screen. They are both holding tablets in their hands. The man is wearing a blue shirt and a blue tie. The woman has a black and white shirt on. There are tall buildings on the screen behind them. 
071.jpg,There are people standing on the stairs of a train. The train is red and white in color. There are people wearing backpacks on their backs. There is a woman in a white shirt and a black skirt standing next to a man. 
072.jpg,There are several people standing in front of a red door. There is a man in a red shirt and a purple hat on. There are two men in white shirts standing next to them.
073.jpg,This is an image of the inside of a bus. The bus is filled with people. The seats are white. The people are sitting in a row. There are two televisions on the wall. The televisions are turned on. There is a man standing in front of the televisions. The man is wearing a blue shirt. The windows on the bus have yellow curtains on them.
074.jpg,A man is walking down a set of stairs. He is wearing a white shirt and blue jeans. There are blue water bottles on the ground next to him. There is a brown railing on the stairs. 
075.jpg,A man and a woman are standing in front of a table. The man is wearing a blue shirt and a blue tie. The woman is also wearing a black dress and a white shirt. There are tall buildings behind them. 
076.jpg,A man and a woman are standing in front of a white table. The man is wearing a blue shirt and a blue tie. The woman is dressed in a black and white outfit. There is a large cityscape behind them. The sky is orange and red. 
077.jpg,There is a man and a woman standing in front of a desk. The man is wearing a blue shirt and a tie. He is holding a red object in his hands. The woman is wearing an outfit that is black and white. She is holding an object in her hands. There is a large screen behind them. There are many tall buildings on the screen.
078.jpg,There are trees on the side of the street. There is a white light pole in front of the trees. There are clouds in the sky. 
079.jpg,This is a picture of a road. The road is very long and winding. There are lots of trees surrounding the road. There is a red and white sign at the bottom of the picture.
080.jpg,A highway is shown from the side of the road. There is a large white wall next to the street. There are trees on both sides of the highway. The sky is blue with white clouds in it.
081.jpg,A white car with blue and red lights on top of it is driving down the street. There are several other cars behind the car. There is a person standing on the side of the street next to a white wall. 
082.jpg,There are several cars driving on the street. There are trees on the side of the street next to the cars. There is a white building in front of the trees. 
083.jpg,There is a road in the middle of a forest. There are trees on both sides of the road. There is white clouds in the sky above the trees. 
084.jpg,There are several cars driving on the street. There is a black car in front of a white car. There are trees on the side of the street next to the cars. 
085.jpg,There are several cars and motorcycles on the street. There is a black car parked on the side of the street next to a hill. There are trees on the hill next to the cars. 
086.jpg,There are several cars driving on the street. There is a white wall next to the street with trees on the other side of it. There are white poles on the side of the road. 
087.jpg,A road is shown in a foreign language. There is a tall white light pole on the side of the road. There are trees on the hill next to the street. The sky is blue with white clouds.
088.jpg,There are several cars driving on the street. There is a large white wall behind the cars. There are trees on the hill next to the road. 
089.jpg,A man is standing in front of a city skyline. He is wearing a blue shirt and a blue tie. He has glasses on and is holding a tablet in his hands. The sky is orange and red. There are tall buildings in the background.
090.jpg,A man is wearing a blue shirt and a tie. He is holding a tablet in his hands. There are tall buildings behind him. There is a red sky behind the man. 
091.jpg,There are people sitting at a long table. They are wearing green shirts. There is a man standing in front of a red wall behind them. There are lights on the ceiling above them. 
