frame,caption
001.jpg,A beautiful sunset over a city. The sky is orange and pink. There are many buildings in the city. There is a large body of water in front of the buildings. 
002.jpg,A man and a woman are standing in front of a news desk. The desk is white and has a red logo on it. The man is wearing a blue shirt and tie and is holding a phone in his hands. The woman is also wearing a red dress. There is a large screen behind them. There are buildings on the screen.
003.jpg,A man and a woman are standing in front of a large screen. They are both holding something in their hands. The man is wearing a blue shirt and a purple tie. The woman is also wearing a red dress. There is a large red and white sign on the screen. There are many tall buildings in the background.
004.jpg,A man and a woman are standing in front of a news desk. The desk is white and has a red logo on it. The man is wearing a blue shirt and tie and is holding a phone in his hands. The woman is also wearing a red shirt and has short hair. There is a large screen behind them that shows a city skyline.
005.jpg,A black screen with a red and white image on it. There are small white dots all over the image. There is a red line on the left side of the screen. 
006.jpg,The image is a graphic. The background is red and white. There are dots on the left side of the image. There is a big red X in the middle. The X is silver in color. The light is reflecting on the silver part of the X.
007.jpg,There are several people walking in front of a building. There are colorful flags hanging from the ceiling above the people. There is a car parked in the front of the building. 
008.jpg,A person is sitting on a boat. There is a large body of water in front of the person. There are trees on the other side of the water. The sky above the water is blue. 
009.jpg,The image is a screenshot from a video game. It is a grid of squares. The squares are black and white and are arranged in a grid pattern. There is a red arrow pointing to the bottom left corner of the screen. The arrow is pointing to a white object that looks like a net. There are two people standing in front of the net.
010.jpg,"A red and white graphic is shown. There is a large red stripe on the right side of the image. The red stripe is on the left side of a white stripe. The white stripe has a thin red line going down it. There are small dots on the bottom of the red stripe. On the top right corner there is a small logo that says ""HTTV9 HD 06:30:49""."
011.jpg,A man and a woman are standing in front of a large screen. They are both dressed in business attire. The man is wearing a blue shirt and a striped tie. The woman is dressed in a red dress. The screen behind them has a city scene on it.
012.jpg,There is a man and a woman standing in front of a large screen. They are both looking at something in their hands. The man is wearing a blue shirt and a tie. The woman is also wearing a red dress. There is a large picture of a city on the screen behind them.
013.jpg,A man and a woman are standing in front of a white table. They are both holding red objects in their hands. The man is wearing a blue shirt and a striped tie. The woman is also wearing a red dress. There are tall buildings behind them. The sky is blue and white. There is writing on the bottom of the screen.
014.jpg,A man and a woman are standing in front of a white table. The man is wearing a blue shirt and a striped tie. The woman is also wearing a red dress. There are tall buildings behind them. 
015.jpg,There are four people standing in a field of tall grass. There are two men and a woman standing in the grass. They are wearing hats on their heads. There is a tall building behind them. 
016.jpg,A man is wearing a white shirt and a green hat. There is a large field of green grass behind the man. The man is looking to the left. 
017.jpg,"The image is a screen saver. It is a photo of a field of tall green grass. The grass is very healthy looking. There are a lot of blades of grass in the photo. The photo has a green tint to it. There is a red logo in the top left corner of the photo that says ""60"" in white letters. The logo also says ""Chuong Trinh 60 Giay 18:30 TREN"". There is also a red and white logo that says HTV9 HD on the top right corner of this photo."
018.jpg,There are plants that are growing in the ground. There is dirt on the ground under them. There are long green leaves on the plants. 
019.jpg,A man is standing in front of a large green field. He is wearing a green hat and a blue and white polo shirt. There is writing on the front of the shirt.
020.jpg,On the left side of the image there is a field of green grass. On the right side there is water. The water is muddy. There is a dirt path in the middle of the water. There are trees on both sides of the dirt path. The sky is cloudy.
021.jpg,There are tall green plants growing in the water. There is water under the plants that is green. There are small ripples on the water in front of the plants. 
022.jpg,Two men are standing in a field of tall green grass. They are wearing hats on their heads. One of the men is wearing a blue shirt. The other man is wearing an off white shirt. There are tall weeds in the field. 
023.jpg,A man is wearing a blue shirt. He is pouring water on a plant that is in front of him. There is a field of green grass behind him. 
024.jpg,This is a video of a rice field. The rice field is very wide. There is a path in the middle of the rice field that is very narrow. The grass is very green and healthy looking. There are trees in the distance.
025.jpg,There is water in the middle of a forest. There are palm trees on the left side of the water. There is a wooden bridge in front of the trees. 
026.jpg,Two men are standing on a bridge. One of the men is wearing a white hat and a white shirt. The other man has a blue shirt on. There are trees and bushes on both sides of the bridge. 
027.jpg,There is a field of green grass. There are tall weeds in the field. There is a white sky in front of the grass. 
028.jpg,There is a bridge over a body of water. There are trees surrounding the bridge. There is a large palm tree in front of the water. 
029.jpg,Two men are standing in a field of tall green grass. They are both wearing hats on their heads. One of the men is wearing a blue shirt and the other one is a gray shirt. The men are holding long green plants in their hands. The sky above them is filled with white clouds.
030.jpg,A man is wearing a white collared shirt. There are potted plants behind the man. There is a window on the wall behind him. The man has dark colored hair. 
031.jpg,A man is standing in a field of green grass. He is wearing a purple shirt and a white hat. There is a white object in front of the man. 
032.jpg,A person is holding a black phone in their hand. There is tall green grass behind the person. Next to the phone is a white box with a black antenna on top of it. 
033.jpg,A woman is wearing a red dress. She is holding a tablet in her hands. There are tall buildings behind her. There is a yellow sky behind the woman. 
034.jpg,A woman is standing in front of a city skyline. She is wearing a short red dress. She has short dark hair and is holding a small red object in her hands. The sky behind her is orange and yellow. There are tall buildings all around her.
035.jpg,A woman is wearing a red dress. She is holding a tablet in her hands. There are tall buildings behind her. There is a yellow sky above the buildings. 
