frame,caption
001.jpg,A beautiful sunset over a city. The sky is orange and pink. There are many buildings in the city. There is a large body of water in front of the buildings. 
002.jpg,A man and a woman are standing behind a news desk. The desk is white and has a red logo on it. The man is wearing a white shirt and tie and is sitting behind the desk. There is a large screen behind them. There are buildings on the screen. 
003.jpg,"A man and a woman are standing behind a news desk. They are both dressed in business attire. The man is wearing a white shirt and black pants, and the woman is dressed in a white dress. The desk is white and has a red logo on it. There is a large screen behind them that shows a city with tall buildings. The sky is blue with white clouds."
004.jpg,The image is a graphic. The background is red and white. There are dots on the left side of the image. There is a gray symbol in the middle. The gray symbol has a light shining on it. The light is reflecting on the gray symbol. The red symbol is on the right side.
005.jpg,People are sitting in chairs in front of a desk. There are two screens hanging from the ceiling above the desk. A man is standing behind the desk wearing a white suit. 
006.jpg,There is a woman sitting at a desk. There are folders and papers on top of the desk. The woman has her eyes closed and is wearing a black shirt. 
007.jpg,There are several people standing in front of a large blue sign. There are colorful flags hanging from the top of the sign. The people are wearing green shorts and white shirts. 
008.jpg,There are several people standing around a table. There is a man in a yellow shirt standing in front of the table with flowers on it. There are trees behind the people. 
009.jpg,A large fire is raging. There is a lot of black smoke coming out of the fire. There are people standing around the fire on the street. 
010.jpg,This is an aerial view of a soccer stadium. The stadium is red and white. The roof of the stadium is made of metal. The ground of the soccer stadium is green. There is a large parking lot surrounding the stadium. There are several cars parked in the parking lot. There large buildings surrounding the soccer field.
011.jpg,The image is a logo. The logo is red in color. The background of the logo is white. The text is in a foreign language.
012.jpg,A man and a woman are standing in front of a news desk. The desk is white and has a red logo on it. The man is wearing a white shirt and tie and black pants. The woman is also wearing a short sleeve white shirt. There is a large screen behind them. There are tall buildings on the screen.
013.jpg,A man and a woman are standing in front of a news desk. The man is wearing a white shirt and a tie. He is holding a red wallet in his hands. The woman is wearing an off white dress. There are tall buildings behind them. The sky is orange and cloudy. 
014.jpg,A man and a woman are standing in front of a cityscape. The man is wearing a white shirt and a tie. The woman is also wearing a short sleeve white dress. They are both holding red purses in their hands. The cityscape behind them is tall buildings with many windows. The sky above them is blue with white clouds.
015.jpg,A man and a woman are standing in front of a white table. The man is wearing a white shirt and a tie. The woman is also wearing a short sleeve white dress. There are tall buildings behind them. 
016.jpg,There are people sitting in chairs in front of a desk. There are two screens hanging from the ceiling above the desk. A man is standing behind the desk wearing a white suit. There is a woman in a white shirt and white pants standing next to him. 
017.jpg,This is an image of a cubicle. The cubicle is made of wood. The wood is a light brown color. There are people sitting in the cubicles. There is a woman sitting in front of a computer. The woman has dark brown hair. The man is wearing a black shirt. The computer is on. The people are looking at the computer screen.
018.jpg,There is a woman sitting in front of a desk. There are folders and papers on top of the desk. The woman has her eyes closed and is wearing a black and white shirt. 
019.jpg,A stack of papers are sitting on a table. The papers are white and pink. There is a red and yellow logo on the top of the paper. There are words written on the papers. 
020.jpg,A person is writing on a piece of paper with a pen. The paper is on top of a wooden table. The person is wearing white gloves. There is a watermark in the top left corner of the image.
021.jpg,A red sign has yellow writing on it. There are four yellow forks in a circle. There is a white border around the sign.
022.jpg,A woman is sitting in an office cubicle. She is wearing a blue collared shirt and has a blue lanyard around her neck. There is a large mirror behind her. 
023.jpg,A woman is sitting in an office cubicle. She is wearing a blue striped shirt and has a blue lanyard around her neck. There are cubicles behind her with plants and pictures on them. There is another woman sitting in a cubicle behind her. 
024.jpg,"The image is a screenshot of a news report in Vietnamese. The news report is titled ""Thong Quanly Van Ban Va Dieu Hanh Ubnh Quan Ha Dong"".  There is a picture of a city skyline in the top left corner of the screen.  The date and time of the report is 19/02/20 at the top of the page.  There are several bullet points in the news report, including the date, time, and location.  "
025.jpg,There are two men sitting at a desk. There are two computer monitors in front of them. There is a white book on the desk. 
026.jpg,"A computer screen is open to a page in a foreign language. The page is titled ""Nganh nghie chai tiet: Theem"" and has a blue bar at the top of the page. Below that is a list of fields. The first field is for the number 5610. The second field has the number 2. The third field has a field for the date of 10/05/2021. The last field is blank. There is a check mark next to the check mark. "
027.jpg,There are several people sitting at a desk. There is a large screen hanging from the ceiling. There are wooden chairs in front of the desk.
028.jpg,A person is holding a book in their hand. There is a stack of papers on the table in front of them. The person is wearing a white shirt. 
029.jpg,A woman is sitting at a table. She is wearing a white shirt and has long black hair. The woman is holding a clipboard in her hands. There are plants on the table in front of her. 
030.jpg,A white piece of paper is sitting on a brown cardboard box. The paper has black writing on it. There is a red logo in the top right corner of the paper.
031.jpg,A white piece of paper is sitting on top of a brown box. The paper has black writing on it. There is a red logo on the top right corner of the paper.
032.jpg,There is a woman wearing a white collared shirt. There are white cabinets behind the woman. The woman has long black hair. 
033.jpg,A man and a woman are standing in front of a city skyline. The man is wearing a white shirt and a tie. The woman is also wearing a short sleeve white dress. They are both holding red purses in their hands. The sky behind them is orange and yellow. There are tall buildings in front the woman. 
034.jpg,A man and a woman are standing in front of a white table. They are both holding red purses. The man is wearing a white shirt and a tie. There are tall buildings behind them. 
035.jpg,There is a man and a woman standing in front of a white table. They are both holding red purses. There are tall buildings behind them. The man is wearing a white shirt and a tie. 
036.jpg,There is a man and a woman standing in front of a white table. They are both holding red purses. There are tall buildings behind them. The man is wearing a white shirt and a tie. 
037.jpg,This is an aerial view of a city. The city appears to be very small. There are a lot of buildings in the city. There is lots of smoke in the air surrounding the city as well.
038.jpg,An aerial view of an airport runway is seen on a cloudy day. The runway is surrounded by brown fields. The sky above the runway is filled with white clouds.
039.jpg,An aerial view of an airport runway. The runway is covered in dust and smog. The sky above is grey and cloudy.
040.jpg,An aerial view of a large open area. There is a lot of dirt on the ground. There are some long strips of road in the middle of the photo. 
041.jpg,A window is shown on a brown wall. The window has four panels and is made of wood. The wood is a light brown color. There is a tree on the left side of the window.
042.jpg,This is an aerial view of a building. The building appears to be under construction. There is a large window in the center of the building. There are several smaller windows on either side of the larger window. The ground around the building is brown.
043.jpg,This is an aerial view of a highway. The highway is divided into two sections. On the left side of the highway there is a large field of crops. The field on the left is green. The road on the right is empty. There are a few vehicles on the highway. There is a white line in the middle of the road.
044.jpg,A highway is shown in the middle of the day. There are several cars driving on the highway. On the left side of the highway there are fields with trees on them. The sky above the highway is gray and cloudy.
045.jpg,A highway is shown in the middle of the day. There are several cars driving on the highway. There is a large field next to the highway with trees on it. The sky above the highway is gray.
046.jpg,A highway is shown in the middle of the day. There are several cars driving on the highway. There is a large field of trees on both sides of the road. The sky above the highway is gray and cloudy.
047.jpg,There is a large cloud of smoke coming off of a building. There are trees in front of the building. The sky above the building is gray.
048.jpg,There is a large white building in the middle of a field. There is a cloud of smoke coming off of the building. There are trees surrounding the field. 
049.jpg,A woman is standing in front of a city skyline. She is wearing a short white dress and holding a red wallet in her hand. The sky is orange and cloudy. There are tall buildings behind the woman. 
050.jpg,A woman is standing in front of a city skyline. She is wearing a short white dress and holding a red phone in her hand. The sky behind her is orange and yellow. There are tall buildings behind her. 
051.jpg,There is a white car parked in front of a gas station. There is a blue and white sign above the car. There are people standing next to the car and a motorcycle. 
052.jpg,A man in a white shirt and black pants is standing in front of a red and blue gas pump. He is wearing a black hat and a face mask. There are cars parked on the street behind the pump. 
053.jpg,A man in a uniform is wearing a face mask. He is standing in front of a machine. There is a blue sign on the machine. 
054.jpg,A man is wearing a white face mask. He is also wearing a black hat with a gold band on it. The man has a uniform on with red straps. There is a white building behind the man. 
055.jpg,There are several people standing around a gas station. There are two motorcycles in front of the gas pumps. There is a man on top of one of the motorcycles with a child on the back of it. 
056.jpg,Two gas pumps are under a large blue sign. There are trees behind the pumps. There is a man in a white hat standing in front of the pump. 
057.jpg,There are several people standing around motorcycles. There are gas pumps next to them. There is a white van in front of a building. 
058.jpg,A woman in a blue shirt and a blue hat is standing next to a motorcycle. She is wearing a face mask. There is a white car behind her. 
