frame,caption
001.jpg,A beautiful sunset over a city. The sky is orange and pink. There are many buildings in the city. There is a large body of water in front of the buildings. 
002.jpg,A man and a woman are sitting behind a white table. There is a large screen behind them. The man is wearing a white shirt and tie. The woman has a blue shirt on. 
003.jpg,A man and a woman are standing in front of a news desk. The desk is white and has a red logo on it. There is a large screen behind them. There are buildings on the screen. 
004.jpg,A black screen with a red and white image on it. There are small white dots all over the image. There is a red line on the left side of the screen. 
005.jpg,A red and white diagonal striped background. The red is on the left side and the white on the right side. There are two red diagonal stripes on the white background. There is a gray stripe on the bottom right side of the red.
006.jpg,A man is wearing a black raincoat and a hat. He is cleaning the street with a green brush. There is a large blue hose on the ground. There are trees next to the street. 
007.jpg,There are people standing on the sidewalk. They are wearing raincoats. There is a blue hose on the ground in front of them. There are trees behind them. 
008.jpg,There are several women standing in front of a red curtain. They are holding framed pictures in their hands. There is a large bouquet of flowers on the wall behind them. 
009.jpg,There are several people standing on a stage. They are holding plaques in their hands. There is a large statue behind them on a podium. There are flowers around the podium. 
010.jpg,A man in a white shirt and blue gloves is sitting next to a woman in a hospital bed. The woman is covered with a purple blanket and has her eyes closed. There is a red emergency box on the wall behind the woman. 
011.jpg,People are sitting in a room. There is a large podium in front of them. There are brown curtains hanging from the windows. 
012.jpg,"The image is a graphic design. The background is red and white. The design is made up of lines. The lines are white and black. There are dots on the red background. The dots are white. There is a big red circle in the middle of the design. In the center of the red circle is the word ""giay""."
013.jpg,A man and a woman are standing behind a white table. The man is wearing a blue shirt and a tie. The woman is also wearing a black dress. There is a large screen behind them. There are buildings on the screen. 
014.jpg,A man and a woman are standing behind a white table. They are both holding something in their hands. There is a large screen behind them that has a city on it. The man is wearing a purple shirt and a tie. The woman has a blue shirt on and black pants.
015.jpg,A man and a woman are standing in front of a white desk. They are both holding tablets in their hands. The man is wearing a purple shirt and a tie. The woman has long black hair. There is a large screen behind them. There are tall buildings on the screen. 
016.jpg,There is a large building on the corner of a street. There is a car parked on the street in front of the building. There are people standing on the sidewalk next to the street. 
