frame,caption
001.jpg,A beautiful sunset over a city. The sky is orange and pink. There are a couple of giant letters that spell out the name of the city. There is a large body of water in front of the buildings.
002.jpg,A man and a woman are standing in front of a news desk. The desk is white and has a red logo on it. The man is wearing a white shirt and tie and is holding a book in his hands. The woman is standing behind the desk wearing a blue and white checkered shirt. There is a large screen behind them.
003.jpg,"The image is completely black. On the right side of the image there is a red and white graphic. The graphic has small white dots on it. At the top of the graphic there is white text that reads ""HTV7 HD 18:30:10""."
004.jpg,This is a picture of a beach. The water is very calm. The sand is wet. There is a wooden fence by the water. The fence is brown. The sky above the water is blue. There are white clouds in the sky.
005.jpg,A picture of a beach with white bags on the ground. There is a large body of water next to the sand. There are wooden poles in front of the bags. 
006.jpg,There is a brown table against a white wall. There are several white signs on top of the table. There is a red cross on the sign. There several pamphlets on the table in front of the signs.
007.jpg,There is a white sign hanging on the wall. There is red writing on the sign. There are people standing in front of a blue wall.
008.jpg,Four men are standing in a room. They are wearing green uniforms and hats. There is a brown table in front of them. One of the men is holding a piece of paper in his hand. 
009.jpg,A red and white graphic is shown. There is a large red stripe on the right side of the image. There are small dots on the bottom left of the red stripe. The dots are small and white.
010.jpg,A man is standing in front of a cityscape. He is wearing a white shirt and a blue tie. He has glasses on and is holding a tablet in his hands. The sky behind the man is orange and red. There are tall buildings and skyscrapers in the background.
011.jpg,A man is standing in front of a cityscape. He is wearing a white shirt and a blue tie. He has glasses on and is holding a tablet in his hands. The sky is orange and there are buildings in the background.
012.jpg,A man is standing in front of a city skyline. He is wearing a white shirt and a blue tie. He has glasses on and is holding a red object in his hands. The sky behind him is orange and pink. There are many tall buildings and skyscrapers in the city.
013.jpg,There are people standing on the beach. There are small weeds on the ground in front of them. There is water next to them. 
014.jpg,There are people standing on the ground. There are large black objects in front of them. There is a red sign on the bottom of the picture. 
015.jpg,This is an image of a field. The field is made up of mud. The mud is light brown in color. There are small green plants growing in the mud. There is a text in the bottom of the image that is in Vietnamese. The text is in black and white. The leaves on the plants are green. The sky above the field is light blue.
016.jpg,This is an image of a field. The field is made up of mud. The mud is light brown in color. There are small green plants growing in the dirt. The leaves on the plants are a bright green color. The sky above the field is light blue. The sun is shining on the field. There is writing in the bottom left and right corners of the image.
017.jpg,There is dead branches on the ground. There is a large piece of netting in front of the branches. The ground is covered in dirt.
018.jpg,This is an image of a field. The field has small trees planted in it. The ground is brown and green. The sky is blue with white clouds. There is a bar code in the bottom left corner of the image. The bar code is white with black text. There are small hills in the middle of the field.
019.jpg,There are people walking on the beach. There is a large pole in front of them. There are small waves in the water. 
020.jpg,There are people standing on the beach. There are small waves in the water. There is sand around the beach with plants growing on it. 
021.jpg,There is dirt on the ground. There are trees on the other side of the dirt. There is clouds in the sky. 
022.jpg,There is a large pile of rocks on the ground. There is a person standing in front of the rocks. There are trees behind the person. 
023.jpg,There is a muddy area with rocks and debris on the ground. There is a long wooden fence in front of the water. There are trees behind the fence. 
024.jpg,There are two construction vehicles on the ground. One of the vehicles is yellow and the other is red. There is a person standing next to the vehicles. There are large clouds in the sky.
025.jpg,There are dead trees on the ground. There is water behind the trees. There are two people on a boat in the water. The sky is blue. 
026.jpg,There is a large tree that has fallen down. There is a small building behind the tree. There are white clouds in the sky.
027.jpg,A woman is standing in front of a cityscape. She is wearing a short sleeve shirt. The woman has long dark hair. The sky behind the woman is orange. There are tall buildings all around the woman. 
028.jpg,A woman is standing in front of a city skyline. She is wearing a short sleeve shirt. The woman has long dark hair and is holding a red phone in her hand. There is a red sky behind the woman. 
029.jpg,A woman is standing in front of a city skyline. She is wearing a short sleeve shirt and has long dark hair. The sky behind her is red and orange. There are tall buildings all around her.
030.jpg,A white sign has red writing on it. There is a blue arrow pointing to the right. On the bottom of the sign there is a red cross and a green circle.
031.jpg,There is blood on the arm of a person. There is a wire wrapped around the arm. The person is wearing black pants. 
032.jpg,There is a man in a red shirt kneeling down next to a woman. They are both wearing white gloves. The woman is wearing a white shirt and a face mask. There is a brown desk behind them. 
033.jpg,A man is standing in front of a white wall. He is wearing a light blue shirt and has a microphone clipped to his shirt collar. The man has short black hair and his eyes are closed. There is writing on the bottom of the image.
034.jpg,There are several people sitting at desks. There is a red sign hanging from the wall. There are laptops on the desks in front of them.
035.jpg,A man is standing in front of a white wall. He is wearing a light blue shirt and has a microphone clipped to his shirt collar. The man has short black hair and is smiling. There is writing on the bottom of the image.
036.jpg,A man is sitting in a blue chair. He is wearing a red collared shirt. There is a white wall behind the man. The man has short black hair. 
037.jpg,A person is laying on the ground. They are wearing a white and pink shirt and blue pants. There is a person sitting next to them wearing a red shirt and black pants. They have white gloves on their hands.
038.jpg,Five men are sitting on the floor in a room. They are wearing white gloves on their hands. One of the men is wearing a red shirt and black pants. There is a wooden desk in front of them. 
039.jpg,A man is sitting in a blue chair. He is wearing a red collared shirt. There is a white wall behind him. The man has short black hair. 
040.jpg,There is a man wearing a black shirt. He is wearing glasses on his face. There is a red cross on the wall behind him. There are lights on the ceiling above the man.
041.jpg,There is a clear plastic box on top of a table. There is a blue box with a white label on it. There are bottles and other items in the box. 
042.jpg,There are people sitting in a room. There are desks in front of them. There is a red sign hanging from the wall. The people in the room are wearing red shirts. 
043.jpg,There are people sitting in a room. There is a red sign hanging from the wall. There are wooden tables in front of the people. 
044.jpg,A man is standing in front of a city skyline. He is wearing a white shirt and a blue tie. He has glasses on and is holding a red book in his hands. The sky behind him is orange and pink. There are tall buildings all around him.
045.jpg,A man is standing in front of a city skyline. He is wearing a white shirt and a blue tie. He has glasses on and has short black hair. There is a red sky behind the man.
046.jpg,There are three people sitting in a room. There is a colorful toy train on the floor in front of them. There are white shelves on the wall behind them. 
047.jpg,There are several people standing in a room. There is a white wall behind them with a red door on it. There are blue chairs in front of the door. 
048.jpg,The image is a screenshot from a news channel. The channel is HTV7 HD. The time is 18:33:20. There is a logo for the Dental & Maxillofacial Department on the wall.
049.jpg,There are several people standing in a room. There are metal beds in front of them. There is a window on the wall behind them. 
050.jpg,There are two large screens hanging on a wall. There are images of skulls on the screens. They are black and white. 
051.jpg,A person is wearing a blue and orange shirt. There is a white bandage on the arm of the person with a blue bottle attached to it. 
052.jpg,There are two people sitting on blue chairs. There is a green wall behind them. The person on the left is wearing a blue shirt. 
053.jpg,A pair of legs are shown from the knees down. They are standing on a tiled floor. The feet are wearing a pair of sandals. The image is a screenshot from a video. There are words written in Vietnamese below the image.
054.jpg,There is a small child sitting in a blue chair. There are red chairs behind the child. There is a green wall behind the chairs. The child has black hair. 
055.jpg,There is a man in a white shirt standing in front of a white wall. There is a baby in a blue shirt sitting on a red chair next to the man. 
056.jpg,A woman is standing in front of a city skyline. She is wearing a short sleeve shirt. The woman has long dark hair. There is a red sky behind the woman. 
057.jpg,A woman is standing in front of a city skyline. She is wearing a short sleeve shirt and has long dark hair. The sky behind her is red and orange. There are tall skyscrapers in the background. 
058.jpg,There are several people standing in a hallway. There is a white sign hanging from the wall behind them. There are white doors on the walls. 
059.jpg,There is a man laying on a bed. There is a woman standing next to the bed. The woman is wearing a white shirt and white pants. There are wires hanging from the man's chest. 
060.jpg,There is a white paper on top of a black stand. There is a gray wall behind the paper. There are lines on the paper on the stand. 
061.jpg,A woman in a white shirt is sitting in a chair. She is wearing a face mask. There is a white table in front of her with a machine on it. 
062.jpg,A person is wearing a white shirt and a blue face mask. They are holding scissors in their hand. There is a white wall behind them.
063.jpg,A woman is wearing a red and white dress. She is holding a silver knob in her hand. There are black sticks in front of her. There is a white wall behind her.
064.jpg,There is a white piece of paper on the table. There are many words written on the paper. There is a picture of a woman on the bottom right of the paper on it. 
065.jpg,There are several people standing around a table. They are wearing blue scrubs and blue hats on their head. There is a person laying on top of a green table in front of them. 
066.jpg,There is a large screen with a white background on it. There is a white remote next to the screen. There are wires plugged into a white outlet on the wall.
067.jpg,A man is standing in front of a city skyline. He is wearing a white shirt and a blue tie. He has glasses on and is holding a red object in his hands. The sky behind the man is orange and red. There is writing on the bottom of the image.
068.jpg,A man is standing in front of a city skyline. He is wearing a white shirt and a blue tie. He has glasses on and is holding a tablet in his hands. The sky behind the man is orange and red. There are tall buildings in the skyline. 
069.jpg,A man is standing in front of a city skyline. He is wearing a white shirt and a blue tie. He has glasses on and is holding a tablet in his hands. The sky behind the man is orange and yellow. There are tall buildings all around the man.
070.jpg,There is a white sign in front of a white wall. There is a person wearing a red headband and a face mask on their face. There are words written on the sign.
071.jpg,Two women are standing inside of a store. One of the women is wearing a red shirt and a face mask on her face. She is holding a white plastic bag in her hands. The other woman is standing next to her wearing a white shirt. There is a red and white sign in front of them. 
072.jpg,The image is taken inside of a store. There are three people standing inside of the store. Two of the people are wearing face masks on their faces. The other person is wearing a white shirt and a black hat on his head. There is a man standing in front of a counter wearing a face mask on his face.
