n,pts_time,fps,frame_idx
1,0.0,30.0,0
2,5.06667,30.0,152
3,10.1333,30.0,303
4,15.2,30.0,456
5,16.2667,30.0,488
6,20.2667,30.0,608
7,21.8667,30.0,656
8,25.3333,30.0,759
9,30.4,30.0,912
10,35.4667,30.0,1064
11,35.8333,30.0,1074
12,40.5333,30.0,1215
13,41.8333,30.0,1254
14,45.6,30.0,1368
15,50.6667,30.0,1520
16,54.7,30.0,1641
17,55.7333,30.0,1671
18,59.6667,30.0,1790
19,60.8,30.0,1824
20,65.8667,30.0,1976
21,70.9333,30.0,2127
22,76.0,30.0,2280
23,81.0667,30.0,2432
24,86.1333,30.0,2583
25,91.2,30.0,2736
26,96.2667,30.0,2888
27,101.333,30.0,3039
28,105.033,30.0,3150
29,106.4,30.0,3192
30,109.533,30.0,3285
31,111.467,30.0,3344
32,116.267,30.0,3488
33,116.533,30.0,3495
34,121.6,30.0,3648
35,121.767,30.0,3653
36,126.667,30.0,3800
37,131.733,30.0,3951
38,135.633,30.0,4068
39,136.8,30.0,4104
40,141.867,30.0,4256
41,143.333,30.0,4299
42,144.767,30.0,4343
43,146.933,30.0,4407
44,152.0,30.0,4560
45,157.067,30.0,4712
46,158.867,30.0,4766
47,162.133,30.0,4863
48,167.2,30.0,5016
49,168.333,30.0,5049
50,172.267,30.0,5168
51,174.233,30.0,5226
52,177.333,30.0,5319
53,182.4,30.0,5472
54,187.467,30.0,5624
55,192.533,30.0,5775
56,197.6,30.0,5928
57,200.933,30.0,6027
58,202.667,30.0,6080
59,207.733,30.0,6231
60,212.8,30.0,6384
61,217.867,30.0,6536
62,222.933,30.0,6687
63,224.367,30.0,6731
64,228.0,30.0,6840
65,229.133,30.0,6873
66,233.067,30.0,6992
67,238.133,30.0,7143
68,240.833,30.0,7224
69,243.2,30.0,7296
70,244.1,30.0,7323
71,248.267,30.0,7448
72,253.333,30.0,7599
73,258.4,30.0,7751
74,263.467,30.0,7904
75,268.533,30.0,8055
76,273.6,30.0,8208
77,277.467,30.0,8324
78,278.667,30.0,8360
79,283.733,30.0,8511
80,288.8,30.0,8664
81,293.867,30.0,8816
82,297.3,30.0,8919
83,298.933,30.0,8967
84,304.0,30.0,9120
85,309.067,30.0,9272
86,312.1,30.0,9363
87,314.133,30.0,9423
88,319.2,30.0,9576
89,319.467,30.0,9584
90,323.967,30.0,9719
91,324.267,30.0,9728
92,329.333,30.0,9879
93,332.1,30.0,9963
94,334.4,30.0,10032
95,339.467,30.0,10184
96,341.533,30.0,10245
97,344.533,30.0,10335
98,346.867,30.0,10406
99,349.6,30.0,10488
100,354.667,30.0,10640
101,359.733,30.0,10791
102,364.8,30.0,10944
103,364.933,30.0,10947
104,369.867,30.0,11096
105,371.267,30.0,11138
106,374.933,30.0,11247
107,376.833,30.0,11304
108,380.0,30.0,11400
109,383.633,30.0,11508
110,385.067,30.0,11552
111,390.133,30.0,11703
112,390.333,30.0,11709
113,395.2,30.0,11856
114,397.267,30.0,11918
115,400.267,30.0,12008
116,405.333,30.0,12159
117,405.967,30.0,12179
118,410.4,30.0,12312
119,414.633,30.0,12438
120,415.467,30.0,12464
121,420.533,30.0,12615
122,425.6,30.0,12768
123,430.667,30.0,12920
124,435.733,30.0,13071
125,440.8,30.0,13224
126,445.333,30.0,13359
127,445.867,30.0,13376
128,447.933,30.0,13437
129,450.933,30.0,13527
130,456.0,30.0,13680
131,461.067,30.0,13832
132,462.933,30.0,13887
133,465.567,30.0,13967
134,466.133,30.0,13983
135,471.2,30.0,14136
136,476.267,30.0,14288
137,481.333,30.0,14439
138,486.4,30.0,14592
139,491.067,30.0,14732
140,491.467,30.0,14744
141,492.767,30.0,14783
142,496.533,30.0,14895
143,501.6,30.0,15048
144,503.933,30.0,15117
145,506.667,30.0,15200
146,510.667,30.0,15320
147,511.733,30.0,15351
148,516.8,30.0,15503
149,517.567,30.0,15527
150,521.867,30.0,15656
151,522.033,30.0,15660
152,526.933,30.0,15807
153,529.167,30.0,15875
154,532.0,30.0,15960
155,535.933,30.0,16077
156,537.067,30.0,16112
157,542.133,30.0,16263
158,547.2,30.0,16416
159,551.167,30.0,16535
160,552.267,30.0,16568
161,556.933,30.0,16707
162,557.333,30.0,16719
163,560.667,30.0,16820
164,562.4,30.0,16872
165,567.467,30.0,17024
166,572.533,30.0,17175
167,577.6,30.0,17328
168,582.667,30.0,17480
169,584.467,30.0,17534
170,587.733,30.0,17631
171,590.967,30.0,17729
172,592.8,30.0,17784
173,593.567,30.0,17807
174,597.333,30.0,17919
175,597.867,30.0,17936
176,602.933,30.0,18087
177,608.0,30.0,18240
178,613.067,30.0,18392
179,615.733,30.0,18471
180,618.133,30.0,18543
181,623.2,30.0,18696
182,624.067,30.0,18722
183,628.267,30.0,18848
184,633.333,30.0,18999
185,633.667,30.0,19010
186,638.4,30.0,19152
187,643.467,30.0,19304
188,648.533,30.0,19455
189,650.767,30.0,19523
190,653.6,30.0,19608
191,653.7,30.0,19611
192,657.6,30.0,19728
193,658.667,30.0,19760
