n,pts_time,fps,frame_idx
1,0.0,30.0,0
2,3.0,30.0,90
3,10.0,30.0,300
4,15.2,30.0,456
5,15.9333,30.0,477
6,17.2,30.0,516
7,22.3,30.0,669
8,27.2,30.0,816
9,29.2,30.0,876
10,32.7667,30.0,983
11,35.0667,30.0,1052
12,42.0667,30.0,1262
13,47.0667,30.0,1412
14,53.6,30.0,1608
15,59.1,30.0,1773
16,62.9,30.0,1887
17,65.1,30.0,1952
18,66.0,30.0,1980
19,70.3333,30.0,2109
20,73.0667,30.0,2192
21,75.5667,30.0,2267
22,77.3667,30.0,2321
23,79.0,30.0,2370
24,80.1333,30.0,2403
25,83.9,30.0,2517
26,85.4667,30.0,2564
27,91.8,30.0,2754
28,94.9667,30.0,2849
29,96.9333,30.0,2907
30,103.733,30.0,3111
31,107.2,30.0,3216
32,109.467,30.0,3284
33,116.467,30.0,3494
34,122.867,30.0,3686
35,127.967,30.0,3839
36,134.133,30.0,4023
37,138.0,30.0,4140
38,143.067,30.0,4292
39,146.5,30.0,4395
40,152.4,30.0,4572
41,157.533,30.0,4725
42,161.667,30.0,4850
43,163.567,30.0,4907
44,166.367,30.0,4991
45,168.967,30.0,5069
46,175.967,30.0,5279
47,179.967,30.0,5399
48,183.967,30.0,5519
49,190.467,30.0,5714
50,193.867,30.0,5816
51,196.1,30.0,5883
52,200.567,30.0,6017
53,202.067,30.0,6062
54,205.5,30.0,6165
55,211.0,30.0,6330
56,214.5,30.0,6435
57,216.5,30.0,6495
58,218.5,30.0,6555
59,222.5,30.0,6675
60,226.2,30.0,6786
61,232.967,30.0,6989
62,236.2,30.0,7086
63,238.133,30.0,7143
64,239.933,30.0,7197
65,241.0,30.0,7230
66,245.133,30.0,7353
67,252.133,30.0,7563
68,257.867,30.0,7736
69,264.133,30.0,7923
70,270.867,30.0,8126
71,277.767,30.0,8333
72,279.733,30.0,8391
73,283.7,30.0,8511
74,289.167,30.0,8675
75,295.0,30.0,8850
76,298.0,30.0,8940
77,303.5,30.0,9105
78,307.367,30.0,9221
79,308.767,30.0,9263
80,312.0,30.0,9360
81,314.767,30.0,9443
82,320.3,30.0,9609
83,325.6,30.0,9768
