n,pts_time,fps,frame_idx
1,0.0,30.0,0
2,3.26667,30.0,98
3,7.66667,30.0,230
4,10.7,30.0,321
5,11.5667,30.0,347
6,12.9333,30.0,387
7,16.7333,30.0,501
8,18.0,30.0,540
9,22.9667,30.0,689
10,27.9667,30.0,839
11,34.6,30.0,1038
12,36.1333,30.0,1083
13,40.1333,30.0,1203
14,46.8,30.0,1404
15,49.8,30.0,1494
16,50.9333,30.0,1527
17,56.4667,30.0,1694
18,61.3333,30.0,1839
19,63.1667,30.0,1895
20,66.2,30.0,1986
21,72.9333,30.0,2187
22,79.8667,30.0,2396
23,85.6667,30.0,2570
24,88.7333,30.0,2661
25,91.5,30.0,2745
26,94.1,30.0,2823
27,96.1333,30.0,2883
28,97.4667,30.0,2924
29,102.4,30.0,3072
30,104.467,30.0,3134
31,109.167,30.0,3275
32,115.167,30.0,3455
33,118.2,30.0,3546
34,124.1,30.0,3723
35,127.333,30.0,3819
36,129.567,30.0,3887
37,131.667,30.0,3950
38,135.3,30.0,4059
39,139.3,30.0,4179
40,143.6,30.0,4308
41,144.6,30.0,4338
42,147.6,30.0,4428
43,151.067,30.0,4532
44,153.967,30.0,4619
45,157.267,30.0,4718
46,160.333,30.0,4809
47,162.2,30.0,4866
48,165.567,30.0,4967
49,167.933,30.0,5037
50,174.933,30.0,5247
51,180.933,30.0,5427
52,187.9,30.0,5637
53,191.867,30.0,5756
54,194.367,30.0,5831
55,197.467,30.0,5924
56,201.133,30.0,6033
57,205.967,30.0,6179
58,207.4,30.0,6222
59,212.167,30.0,6365
60,215.333,30.0,6459
61,217.733,30.0,6531
62,224.733,30.0,6741
63,229.733,30.0,6891
64,232.867,30.0,6986
65,238.167,30.0,7145
66,240.4,30.0,7212
67,242.533,30.0,7275
68,244.3,30.0,7329
69,247.133,30.0,7413
70,254.0,30.0,7620
71,257.667,30.0,7730
72,260.7,30.0,7821
73,263.867,30.0,7916
74,266.967,30.0,8009
75,269.5,30.0,8085
76,270.267,30.0,8108
77,272.767,30.0,8183
78,275.267,30.0,8258
79,276.667,30.0,8300
80,278.9,30.0,8367
81,285.9,30.0,8577
82,292.167,30.0,8765
83,297.467,30.0,8924
84,301.333,30.0,9039
85,303.167,30.0,9095
86,303.967,30.0,9119
87,308.467,30.0,9254
88,310.167,30.0,9305
89,313.667,30.0,9410
90,315.267,30.0,9458
91,321.1,30.0,9633
92,324.733,30.0,9741
93,327.333,30.0,9819
94,332.5,30.0,9975
95,333.5,30.0,10005
96,337.7,30.0,10131
97,344.7,30.0,10341
98,349.1,30.0,10473
99,355.1,30.0,10653
100,360.3,30.0,10809
101,366.7,30.0,11001
102,372.2,30.0,11166
103,378.467,30.0,11354
104,382.767,30.0,11483
105,384.8,30.0,11544
106,390.0,30.0,11700
107,396.5,30.0,11895
108,403.067,30.0,12092
109,410.067,30.0,12302
110,413.067,30.0,12392
111,418.933,30.0,12567
112,420.9,30.0,12627
113,422.9,30.0,12687
114,428.0,30.0,12840
115,432.867,30.0,12986
116,438.267,30.0,13148
117,443.533,30.0,13305
118,444.4,30.0,13332
119,449.767,30.0,13493
120,455.167,30.0,13655
121,461.567,30.0,13847
122,463.533,30.0,13905
123,467.4,30.0,14022
124,470.4,30.0,14112
125,473.3,30.0,14199
126,475.933,30.0,14277
127,479.733,30.0,14391
128,486.733,30.0,14601
129,493.7,30.0,14811
130,499.133,30.0,14973
131,504.133,30.0,15123
132,507.667,30.0,15230
133,511.0,30.0,15330
134,514.5,30.0,15435
135,520.267,30.0,15608
136,523.267,30.0,15698
137,526.1,30.0,15783
138,529.667,30.0,15890
139,532.6,30.0,15978
140,535.867,30.0,16076
141,540.967,30.0,16229
142,544.967,30.0,16349
143,549.467,30.0,16484
144,556.467,30.0,16694
145,560.867,30.0,16826
146,563.5,30.0,16905
147,567.533,30.0,17025
148,571.3,30.0,17139
149,574.933,30.0,17247
150,575.867,30.0,17276
151,578.867,30.0,17366
152,584.867,30.0,17546
153,588.0,30.0,17640
154,595.0,30.0,17850
155,598.733,30.0,17961
156,604.2,30.0,18126
157,607.067,30.0,18212
158,610.6,30.0,18318
159,613.767,30.0,18413
160,616.467,30.0,18494
161,619.567,30.0,18587
162,626.567,30.0,18797
163,633.467,30.0,19004
164,636.6,30.0,19098
165,643.167,30.0,19295
166,646.9,30.0,19407
167,651.133,30.0,19533
168,652.133,30.0,19563
169,659.133,30.0,19773
170,661.8,30.0,19854
171,664.933,30.0,19947
172,671.3,30.0,20139
173,677.3,30.0,20319
174,681.767,30.0,20453
175,687.5,30.0,20625
176,688.5,30.0,20655
177,695.2,30.0,20856
178,702.2,30.0,21066
179,709.2,30.0,21276
180,714.867,30.0,21446
181,718.167,30.0,21545
182,723.267,30.0,21698
183,728.7,30.0,21861
184,733.133,30.0,21993
185,740.133,30.0,22203
186,746.8,30.0,22404
187,752.367,30.0,22571
188,753.367,30.0,22601
189,759.5,30.0,22785
190,764.7,30.0,22941
191,771.7,30.0,23151
192,778.7,30.0,23361
193,782.933,30.0,23487
194,783.367,30.0,23501
195,786.367,30.0,23591
196,789.467,30.0,23684
197,794.467,30.0,23834
198,799.1,30.0,23973
199,803.733,30.0,24111
200,805.733,30.0,24171
201,809.9,30.0,24297
202,813.9,30.0,24417
203,817.6,30.0,24528
204,819.6,30.0,24588
205,823.567,30.0,24707
206,825.567,30.0,24767
207,826.5,30.0,24795
208,830.6,30.0,24918
209,831.0,30.0,24930
210,832.0,30.0,24960
211,837.367,30.0,25121
212,839.2,30.0,25176
213,842.267,30.0,25268
214,846.2,30.0,25386
215,848.067,30.0,25442
216,849.733,30.0,25491
217,856.733,30.0,25701
218,862.0,30.0,25860
219,869.0,30.0,26070
220,873.8,30.0,26214
221,878.0,30.0,26340
222,881.0,30.0,26430
223,885.4,30.0,26562
224,888.4,30.0,26652
225,892.933,30.0,26787
226,895.933,30.0,26877
227,900.267,30.0,27008
228,903.3,30.0,27099
229,908.667,30.0,27260
230,912.8,30.0,27384
231,915.8,30.0,27474
232,920.767,30.0,27623
233,927.2,30.0,27816
234,930.733,30.0,27921
235,935.133,30.0,28053
