n,pts_time,fps,frame_idx
1,0.0,25.0,0
2,3.6,25.0,90
3,10.36,25.0,259
4,14.4,25.0,360
5,16.8,25.0,420
6,20.4,25.0,509
7,21.88,25.0,547
8,26.84,25.0,671
9,30.76,25.0,769
10,33.72,25.0,843
11,40.72,25.0,1018
12,46.12,25.0,1153
13,47.68,25.0,1192
14,49.08,25.0,1227
15,51.6,25.0,1290
16,56.48,25.0,1412
17,58.48,25.0,1462
18,62.36,25.0,1559
19,64.8,25.0,1620
20,70.8,25.0,1770
21,73.52,25.0,1838
22,76.12,25.0,1903
23,78.68,25.0,1967
24,80.76,25.0,2019
25,81.6,25.0,2039
26,84.84,25.0,2121
27,86.64,25.0,2166
28,91.08,25.0,2277
29,92.76,25.0,2319
30,99.6,25.0,2490
31,106.2,25.0,2655
32,112.84,25.0,2821
33,118.8,25.0,2970
34,123.6,25.0,3090
35,127.2,25.0,3180
36,133.2,25.0,3329
37,137.84,25.0,3446
38,139.28,25.0,3482
39,141.16,25.0,3529
40,145.72,25.0,3643
41,147.64,25.0,3690
42,154.64,25.0,3865
43,158.4,25.0,3960
44,162.2,25.0,4054
45,168.0,25.0,4200
46,174.0,25.0,4350
47,180.0,25.0,4500
48,182.4,25.0,4560
49,185.12,25.0,4628
50,186.0,25.0,4650
51,189.6,25.0,4740
52,190.8,25.0,4770
53,195.36,25.0,4884
54,196.8,25.0,4920
55,202.8,25.0,5070
56,205.88,25.0,5147
57,207.96,25.0,5199
58,212.24,25.0,5306
59,214.8,25.0,5370
60,219.6,25.0,5490
61,224.4,25.0,5610
62,229.28,25.0,5732
63,236.28,25.0,5907
64,241.2,25.0,6030
65,247.2,25.0,6180
66,253.28,25.0,6332
67,259.68,25.0,6492
68,265.52,25.0,6638
69,269.8,25.0,6745
70,272.4,25.0,6809
71,277.2,25.0,6930
72,280.2,25.0,7005
73,280.8,25.0,7020
74,284.96,25.0,7123
75,286.8,25.0,7170
76,291.0,25.0,7275
77,292.8,25.0,7320
78,296.32,25.0,7408
79,298.8,25.0,7470
80,303.6,25.0,7590
81,307.68,25.0,7692
82,309.6,25.0,7740
83,312.56,25.0,7814
84,313.2,25.0,7830
85,315.84,25.0,7895
86,317.84,25.0,7945
87,324.84,25.0,8120
88,331.2,25.0,8280
89,336.48,25.0,8412
90,343.2,25.0,8580
91,348.0,25.0,8700
