n,pts_time,fps,frame_idx
1,0.0,25.0,0
2,3.6,25.0,90
3,10.6,25.0,265
4,16.2,25.0,405
5,17.52,25.0,438
6,20.4,25.0,509
7,22.64,25.0,566
8,26.56,25.0,664
9,32.56,25.0,814
10,36.0,25.0,900
11,42.0,25.0,1050
12,49.0,25.0,1225
13,52.8,25.0,1320
14,57.96,25.0,1449
15,61.2,25.0,1530
16,66.0,25.0,1650
17,68.88,25.0,1722
18,72.76,25.0,1819
19,78.32,25.0,1957
20,79.32,25.0,1982
21,85.2,25.0,2130
22,87.4,25.0,2185
23,91.32,25.0,2283
24,97.08,25.0,2427
25,97.2,25.0,2430
26,99.68,25.0,2492
27,102.0,25.0,2550
28,106.8,25.0,2670
29,108.0,25.0,2700
30,109.4,25.0,2735
31,112.04,25.0,2801
32,114.68,25.0,2867
33,117.04,25.0,2926
34,121.2,25.0,3030
35,128.2,25.0,3204
36,133.2,25.0,3329
37,137.64,25.0,3440
38,142.8,25.0,3570
39,146.4,25.0,3660
40,152.12,25.0,3803
41,158.4,25.0,3960
42,164.4,25.0,4110
43,169.2,25.0,4230
44,174.08,25.0,4352
45,175.2,25.0,4380
46,181.2,25.0,4530
47,186.0,25.0,4650
48,190.8,25.0,4770
49,194.4,25.0,4860
50,201.4,25.0,5035
51,206.4,25.0,5160
52,212.4,25.0,5310
53,216.0,25.0,5400
54,220.72,25.0,5518
55,223.72,25.0,5593
56,226.8,25.0,5670
57,231.6,25.0,5790
58,235.2,25.0,5880
59,238.28,25.0,5957
60,239.76,25.0,5994
61,243.72,25.0,6093
62,246.0,25.0,6150
63,250.44,25.0,6261
64,250.8,25.0,6270
65,256.68,25.0,6417
66,261.2,25.0,6530
67,263.16,25.0,6579
68,269.44,25.0,6736
69,270.0,25.0,6750
70,274.56,25.0,6864
71,274.8,25.0,6870
72,277.36,25.0,6934
73,279.6,25.0,6990
74,283.36,25.0,7084
75,290.36,25.0,7259
76,295.2,25.0,7380
77,302.2,25.0,7555
78,308.4,25.0,7709
79,313.96,25.0,7848
80,316.4,25.0,7909
81,320.4,25.0,8009
82,323.08,25.0,8077
83,325.2,25.0,8130
84,330.44,25.0,8261
85,333.6,25.0,8340
86,340.08,25.0,8502
87,345.48,25.0,8637
88,346.8,25.0,8670
89,351.48,25.0,8787
90,353.24,25.0,8831
91,358.56,25.0,8964
