n,pts_time,fps,frame_idx
1,0.0,30.0,0
2,3.0,30.0,90
3,9.0,30.0,270
4,12.3333,30.0,369
5,14.5667,30.0,437
6,17.8,30.0,534
7,19.3333,30.0,579
8,23.6,30.0,708
9,26.1667,30.0,785
10,29.5667,30.0,887
11,31.6667,30.0,950
12,38.6667,30.0,1160
13,41.6667,30.0,1250
14,45.9333,30.0,1377
15,48.0667,30.0,1442
16,50.3667,30.0,1511
17,53.4,30.0,1602
18,56.4667,30.0,1694
19,62.7,30.0,1881
20,65.3667,30.0,1961
21,67.8,30.0,2034
22,70.2,30.0,2106
23,72.6667,30.0,2180
24,79.6667,30.0,2390
25,82.1333,30.0,2463
26,85.6,30.0,2568
27,89.0,30.0,2670
28,92.3333,30.0,2769
29,95.7667,30.0,2873
30,99.4,30.0,2982
31,103.067,30.0,3092
32,105.7,30.0,3171
33,112.7,30.0,3381
34,115.7,30.0,3471
35,120.533,30.0,3615
36,121.2,30.0,3636
37,124.2,30.0,3726
38,128.067,30.0,3842
39,131.867,30.0,3956
40,135.933,30.0,4077
41,140.1,30.0,4203
42,144.2,30.0,4326
43,148.367,30.0,4451
44,152.567,30.0,4577
45,156.4,30.0,4692
46,160.167,30.0,4805
47,163.9,30.0,4917
48,167.6,30.0,5028
49,171.5,30.0,5145
50,173.5,30.0,5205
51,175.333,30.0,5259
52,178.967,30.0,5369
53,183.067,30.0,5492
54,190.067,30.0,5702
55,194.767,30.0,5843
56,196.6,30.0,5898
57,200.8,30.0,6024
58,207.367,30.0,6221
59,213.2,30.0,6396
60,220.1,30.0,6603
61,227.1,30.0,6813
62,231.9,30.0,6957
63,238.367,30.0,7151
64,238.533,30.0,7155
65,244.467,30.0,7334
66,249.467,30.0,7484
67,250.467,30.0,7514
68,254.9,30.0,7647
69,261.9,30.0,7856
70,266.467,30.0,7994
71,269.6,30.0,8088
72,276.0,30.0,8280
73,279.533,30.0,8385
74,284.067,30.0,8522
75,290.0,30.0,8700
76,294.967,30.0,8849
77,300.4,30.0,9012
78,301.4,30.0,9042
79,306.567,30.0,9197
80,313.567,30.0,9407
81,320.567,30.0,9617
82,324.0,30.0,9720
83,328.4,30.0,9852
