n,pts_time,fps,frame_idx
1,0.0,25.0,0
2,3.6,25.0,90
3,10.6,25.0,265
4,17.48,25.0,437
5,18.8,25.0,470
6,23.92,25.0,598
7,28.96,25.0,724
8,30.0,25.0,750
9,33.8,25.0,844
10,36.08,25.0,902
11,43.08,25.0,1077
12,49.72,25.0,1243
13,53.32,25.0,1333
14,56.4,25.0,1410
15,59.24,25.0,1481
16,62.4,25.0,1560
17,68.4,25.0,1710
18,73.56,25.0,1839
19,78.28,25.0,1957
20,82.8,25.0,2070
21,85.8,25.0,2145
22,88.0,25.0,2200
23,88.8,25.0,2220
24,92.56,25.0,2314
25,95.8,25.0,2395
26,98.48,25.0,2462
27,99.6,25.0,2490
28,103.96,25.0,2599
29,110.96,25.0,2774
30,117.6,25.0,2940
31,122.32,25.0,3058
32,128.4,25.0,3210
33,132.0,25.0,3300
34,135.76,25.0,3394
35,142.68,25.0,3567
36,146.44,25.0,3661
37,151.2,25.0,3779
38,156.0,25.0,3900
39,159.96,25.0,3999
40,164.96,25.0,4124
41,168.2,25.0,4205
42,174.0,25.0,4350
43,180.92,25.0,4523
44,187.2,25.0,4680
45,193.2,25.0,4830
46,198.0,25.0,4950
47,204.0,25.0,5100
48,206.36,25.0,5159
49,209.2,25.0,5230
50,212.0,25.0,5300
51,216.0,25.0,5400
52,222.0,25.0,5550
53,227.16,25.0,5679
54,231.48,25.0,5787
55,234.0,25.0,5850
56,237.28,25.0,5932
57,240.52,25.0,6013
58,245.8,25.0,6145
59,249.48,25.0,6237
60,256.48,25.0,6412
61,260.4,25.0,6509
62,266.4,25.0,6659
63,273.2,25.0,6830
64,277.28,25.0,6931
65,278.8,25.0,6970
66,281.92,25.0,7048
67,284.4,25.0,7109
68,285.92,25.0,7148
69,290.12,25.0,7253
70,295.16,25.0,7379
71,296.4,25.0,7409
72,301.2,25.0,7530
73,305.24,25.0,7631
74,307.16,25.0,7679
75,311.12,25.0,7778
76,313.4,25.0,7834
77,316.44,25.0,7911
78,321.0,25.0,8025
79,324.0,25.0,8100
80,328.48,25.0,8212
81,329.28,25.0,8232
82,332.4,25.0,8310
83,338.4,25.0,8460
84,343.2,25.0,8580
85,348.88,25.0,8722
86,355.44,25.0,8886
87,361.2,25.0,9030
88,366.0,25.0,9150
89,372.0,25.0,9300
90,378.0,25.0,9450
91,383.24,25.0,9581
