n,pts_time,fps,frame_idx
1,0.0,30.0,0
2,0.0333333,30.0,0
3,3.03333,30.0,90
4,8.46667,30.0,254
5,10.7,30.0,321
6,11.5333,30.0,345
7,12.8333,30.0,384
8,17.9,30.0,537
9,22.7333,30.0,681
10,24.9,30.0,747
11,31.9,30.0,957
12,38.7333,30.0,1161
13,43.2667,30.0,1298
14,48.4667,30.0,1454
15,51.2333,30.0,1536
16,54.0,30.0,1620
17,59.9333,30.0,1797
18,65.8333,30.0,1974
19,68.9,30.0,2067
20,74.5,30.0,2235
21,80.4667,30.0,2414
22,86.2667,30.0,2588
23,92.1333,30.0,2763
24,96.4333,30.0,2892
25,97.4333,30.0,2922
26,100.5,30.0,3015
27,107.5,30.0,3225
28,114.5,30.0,3435
29,120.1,30.0,3603
30,123.7,30.0,3711
31,127.833,30.0,3834
32,128.833,30.0,3864
33,132.133,30.0,3963
34,135.1,30.0,4053
35,138.067,30.0,4142
36,141.067,30.0,4232
37,144.7,30.0,4341
38,146.933,30.0,4407
39,148.667,30.0,4460
40,153.667,30.0,4610
41,158.3,30.0,4749
42,160.1,30.0,4803
43,162.467,30.0,4874
44,167.067,30.0,5012
45,170.2,30.0,5106
46,177.2,30.0,5316
47,183.633,30.0,5508
48,189.6,30.0,5688
49,196.133,30.0,5883
50,199.633,30.0,5988
51,203.067,30.0,6092
52,207.867,30.0,6236
53,210.067,30.0,6302
54,212.7,30.0,6381
55,217.2,30.0,6516
56,219.7,30.0,6591
57,221.867,30.0,6656
58,226.0,30.0,6780
59,227.5,30.0,6825
60,232.333,30.0,6969
61,238.033,30.0,7140
62,239.7,30.0,7191
63,243.633,30.0,7308
64,246.533,30.0,7395
65,249.433,30.0,7482
66,253.833,30.0,7614
67,260.833,30.0,7824
68,263.833,30.0,7914
69,268.9,30.0,8066
70,272.833,30.0,8184
71,278.5,30.0,8355
72,279.5,30.0,8385
73,282.933,30.0,8487
74,286.0,30.0,8580
75,290.267,30.0,8708
76,292.633,30.0,8778
77,294.867,30.0,8846
78,295.3,30.0,8859
79,302.3,30.0,9069
80,306.467,30.0,9194
81,310.9,30.0,9327
82,315.133,30.0,9453
83,319.933,30.0,9597
84,320.933,30.0,9627
85,324.833,30.0,9744
86,327.4,30.0,9822
87,329.633,30.0,9888
88,331.6,30.0,9948
89,333.3,30.0,9999
90,337.433,30.0,10122
91,340.433,30.0,10212
92,341.733,30.0,10251
93,343.733,30.0,10311
94,344.633,30.0,10338
95,346.533,30.0,10395
96,347.933,30.0,10437
97,354.933,30.0,10647
98,358.833,30.0,10764
99,361.833,30.0,10854
100,367.9,30.0,11037
101,374.833,30.0,11244
102,380.7,30.0,11421
103,387.7,30.0,11631
104,391.633,30.0,11748
105,393.633,30.0,11808
106,399.6,30.0,11988
107,400.6,30.0,12018
108,404.6,30.0,12138
109,411.067,30.0,12332
110,418.067,30.0,12542
111,423.067,30.0,12692
112,429.9,30.0,12897
113,436.0,30.0,13080
114,440.7,30.0,13221
115,443.867,30.0,13316
116,447.467,30.0,13424
117,450.2,30.0,13506
118,456.133,30.0,13683
119,461.633,30.0,13848
120,465.7,30.0,13971
121,465.867,30.0,13976
122,467.033,30.0,14010
123,471.033,30.0,14130
124,474.233,30.0,14226
125,476.633,30.0,14298
126,480.833,30.0,14424
127,484.7,30.0,14541
128,491.7,30.0,14751
129,494.7,30.0,14841
130,501.7,30.0,15051
131,505.033,30.0,15150
132,511.233,30.0,15336
133,518.233,30.0,15546
134,524.233,30.0,15726
135,527.467,30.0,15824
136,529.467,30.0,15884
137,532.467,30.0,15974
138,537.467,30.0,16124
139,540.6,30.0,16218
140,546.733,30.0,16401
141,553.733,30.0,16611
142,557.667,30.0,16730
143,564.067,30.0,16922
144,567.233,30.0,17016
145,573.2,30.0,17196
146,577.833,30.0,17334
147,581.2,30.0,17436
148,588.2,30.0,17646
149,594.0,30.0,17820
150,600.867,30.0,18026
151,607.867,30.0,18236
152,613.633,30.0,18408
153,619.133,30.0,18573
154,622.667,30.0,18680
155,624.633,30.0,18738
156,630.233,30.0,18906
157,633.233,30.0,18996
158,637.133,30.0,19113
159,642.467,30.0,19274
160,645.833,30.0,19374
161,649.267,30.0,19478
162,653.133,30.0,19593
163,655.233,30.0,19656
164,657.233,30.0,19716
165,661.9,30.0,19857
166,665.2,30.0,19956
167,666.833,30.0,20004
168,668.5,30.0,20055
169,675.5,30.0,20265
170,680.133,30.0,20403
171,687.067,30.0,20612
172,689.7,30.0,20691
173,693.6,30.0,20808
174,697.933,30.0,20937
175,701.6,30.0,21048
176,708.6,30.0,21258
177,711.667,30.0,21350
178,717.233,30.0,21516
179,720.267,30.0,21608
180,727.267,30.0,21818
181,730.3,30.0,21909
182,737.3,30.0,22119
183,742.7,30.0,22281
184,746.3,30.0,22389
185,752.7,30.0,22581
186,759.4,30.0,22782
187,763.633,30.0,22908
188,770.4,30.0,23112
189,774.9,30.0,23247
190,776.9,30.0,23307
191,777.4,30.0,23322
192,782.3,30.0,23469
193,782.667,30.0,23480
194,789.3,30.0,23679
195,793.667,30.0,23810
196,798.8,30.0,23964
197,801.333,30.0,24039
198,803.333,30.0,24099
199,807.267,30.0,24218
200,810.233,30.0,24306
201,811.267,30.0,24338
202,814.7,30.0,24441
203,816.867,30.0,24506
204,818.7,30.0,24561
205,821.867,30.0,24656
206,823.867,30.0,24716
207,827.067,30.0,24812
208,830.067,30.0,24902
209,836.067,30.0,25082
