n,pts_time,fps,frame_idx
1,0.0,30.0,0
2,6.0,30.0,180
3,12.0,30.0,360
4,17.5333,30.0,525
5,17.7667,30.0,533
6,23.0667,30.0,692
7,29.0667,30.0,872
8,32.8667,30.0,986
9,34.8667,30.0,1046
10,40.2,30.0,1206
11,46.2,30.0,1386
12,52.2,30.0,1566
13,58.2,30.0,1746
14,63.3667,30.0,1901
15,68.9667,30.0,2069
16,71.3,30.0,2139
17,73.2,30.0,2196
18,74.2,30.0,2226
19,78.5,30.0,2355
20,79.5,30.0,2385
21,82.9,30.0,2487
22,84.9,30.0,2547
23,84.9667,30.0,2549
24,87.5667,30.0,2627
25,89.2667,30.0,2678
26,90.2667,30.0,2708
27,90.7667,30.0,2723
28,92.7667,30.0,2783
29,95.7667,30.0,2873
30,99.0667,30.0,2972
31,101.067,30.0,3032
32,107.067,30.0,3212
33,107.267,30.0,3218
34,110.0,30.0,3300
35,110.767,30.0,3323
36,112.267,30.0,3368
37,114.1,30.0,3423
38,117.867,30.0,3536
39,119.733,30.0,3591
40,121.567,30.0,3647
41,122.9,30.0,3687
42,123.9,30.0,3717
43,124.933,30.0,3747
44,129.933,30.0,3897
45,135.933,30.0,4077
46,141.667,30.0,4250
47,146.933,30.0,4407
48,152.4,30.0,4572
49,158.367,30.0,4751
50,159.867,30.0,4796
51,164.1,30.0,4923
52,164.2,30.0,4926
53,166.1,30.0,4983
54,169.5,30.0,5085
55,173.6,30.0,5208
56,174.6,30.0,5238
57,180.6,30.0,5418
58,184.167,30.0,5525
59,186.167,30.0,5585
60,192.167,30.0,5765
61,194.0,30.0,5820
62,196.5,30.0,5895
63,197.5,30.0,5925
64,202.933,30.0,6087
65,206.133,30.0,6183
66,208.133,30.0,6243
67,208.4,30.0,6252
68,210.5,30.0,6315
69,213.5,30.0,6405
70,219.5,30.0,6585
71,225.5,30.0,6765
72,231.133,30.0,6933
73,237.133,30.0,7113
74,240.067,30.0,7202
75,242.567,30.0,7277
76,244.7,30.0,7341
77,247.767,30.0,7433
78,249.767,30.0,7493
79,253.567,30.0,7607
80,257.367,30.0,7721
81,259.367,30.0,7781
82,265.267,30.0,7958
83,269.9,30.0,8096
84,270.9,30.0,8126
85,276.9,30.0,8307
86,282.9,30.0,8487
87,286.767,30.0,8603
88,288.767,30.0,8663
89,294.0,30.0,8820
90,296.5,30.0,8895
91,299.5,30.0,8985
92,301.533,30.0,9045
93,303.267,30.0,9098
94,303.3,30.0,9099
95,304.8,30.0,9144
96,307.5,30.0,9225
97,309.267,30.0,9278
98,310.267,30.0,9308
99,312.2,30.0,9366
