n,pts_time,fps,frame_idx
1,0.0,30.0,0
2,4.0,30.0,120
3,11.0,30.0,330
4,15.5333,30.0,465
5,17.8667,30.0,536
6,21.5667,30.0,647
7,22.9333,30.0,687
8,26.6667,30.0,800
9,27.9,30.0,837
10,28.2,30.0,846
11,32.9,30.0,987
12,36.9,30.0,1107
13,39.2,30.0,1176
14,41.0,30.0,1230
15,47.9667,30.0,1439
16,53.7667,30.0,1613
17,59.5,30.0,1785
18,62.9333,30.0,1887
19,66.4667,30.0,1994
20,70.1667,30.0,2105
21,75.9333,30.0,2277
22,80.4667,30.0,2414
23,83.9,30.0,2517
24,89.1,30.0,2673
25,95.7667,30.0,2873
26,98.9667,30.0,2969
27,101.367,30.0,3041
28,104.8,30.0,3144
29,106.967,30.0,3209
30,109.0,30.0,3270
31,115.933,30.0,3477
32,120.933,30.0,3627
33,127.933,30.0,3837
34,131.933,30.0,3957
35,137.3,30.0,4119
36,144.2,30.0,4326
37,150.967,30.0,4529
38,153.967,30.0,4619
39,160.967,30.0,4829
40,167.967,30.0,5039
41,173.967,30.0,5219
42,179.5,30.0,5385
43,184.333,30.0,5529
44,187.5,30.0,5625
45,192.933,30.0,5787
46,198.8,30.0,5964
47,205.367,30.0,6161
48,210.367,30.0,6311
49,217.367,30.0,6521
50,221.367,30.0,6641
51,225.1,30.0,6753
52,226.9,30.0,6807
53,229.667,30.0,6890
54,233.933,30.0,7017
55,236.067,30.0,7082
56,241.567,30.0,7247
57,242.567,30.0,7277
58,246.733,30.0,7401
59,250.7,30.0,7521
60,255.067,30.0,7652
61,261.8,30.0,7854
62,264.867,30.0,7946
63,268.333,30.0,8049
64,271.2,30.0,8136
65,274.533,30.0,8235
66,281.167,30.0,8435
67,286.8,30.0,8604
68,293.8,30.0,8814
69,298.8,30.0,8964
70,305.567,30.0,9167
71,311.567,30.0,9347
72,315.6,30.0,9468
73,317.6,30.0,9528
74,323.967,30.0,9719
75,328.933,30.0,9867
76,333.133,30.0,9993
77,337.7,30.0,10131
78,339.7,30.0,10191
79,344.3,30.0,10329
80,349.7,30.0,10491
81,354.533,30.0,10635
82,356.8,30.0,10704
83,360.733,30.0,10821
84,367.167,30.0,11015
85,374.167,30.0,11225
86,378.9,30.0,11367
87,384.5,30.0,11535
88,390.2,30.0,11706
89,395.367,30.0,11861
90,398.367,30.0,11951
91,404.6,30.0,12138
92,409.367,30.0,12281
93,415.367,30.0,12461
94,422.0,30.0,12660
95,428.967,30.0,12869
96,431.967,30.0,12959
97,437.533,30.0,13125
98,441.533,30.0,13245
99,448.533,30.0,13455
100,455.533,30.0,13665
101,462.533,30.0,13875
102,466.067,30.0,13982
103,469.067,30.0,14072
104,471.733,30.0,14151
105,474.367,30.0,14231
106,477.167,30.0,14315
107,480.1,30.0,14403
108,483.0,30.0,14490
109,486.367,30.0,14591
110,489.6,30.0,14688
111,491.167,30.0,14735
112,495.267,30.0,14858
113,499.733,30.0,14991
114,501.267,30.0,15038
115,504.767,30.0,15143
116,506.8,30.0,15204
117,512.967,30.0,15389
118,519.0,30.0,15570
119,524.5,30.0,15735
120,525.933,30.0,15777
121,531.7,30.0,15951
122,537.7,30.0,16131
123,542.267,30.0,16268
124,549.267,30.0,16478
125,552.267,30.0,16568
126,558.767,30.0,16763
127,565.6,30.0,16968
128,568.733,30.0,17061
129,571.667,30.0,17150
130,572.133,30.0,17163
131,578.1,30.0,17343
132,583.133,30.0,17493
133,588.967,30.0,17669
134,593.2,30.0,17796
135,597.533,30.0,17925
136,599.533,30.0,17985
137,606.367,30.0,18191
138,610.367,30.0,18311
139,617.367,30.0,18521
140,621.2,30.0,18636
141,625.867,30.0,18776
142,629.2,30.0,18876
143,631.667,30.0,18950
144,635.467,30.0,19064
145,641.867,30.0,19256
146,645.967,30.0,19379
147,649.8,30.0,19494
148,654.733,30.0,19641
149,659.667,30.0,19790
150,661.667,30.0,19850
151,664.1,30.0,19923
152,667.3,30.0,20019
153,669.9,30.0,20097
154,671.7,30.0,20151
155,677.733,30.0,20331
156,680.733,30.0,20421
157,685.3,30.0,20559
158,691.6,30.0,20748
159,696.067,30.0,20882
160,698.067,30.0,20942
161,700.2,30.0,21006
162,704.167,30.0,21125
163,707.967,30.0,21239
164,709.267,30.0,21278
165,710.767,30.0,21323
166,716.4,30.0,21492
167,723.333,30.0,21699
168,729.867,30.0,21896
169,732.133,30.0,21963
170,734.0,30.0,22020
171,741.0,30.0,22230
172,746.0,30.0,22380
173,752.267,30.0,22568
174,756.3,30.0,22689
175,759.267,30.0,22778
176,764.0,30.0,22920
177,770.0,30.0,23100
178,773.533,30.0,23205
179,776.733,30.0,23301
180,781.467,30.0,23444
181,785.667,30.0,23570
182,788.667,30.0,23660
183,792.267,30.0,23768
184,797.933,30.0,23937
185,800.933,30.0,24027
186,806.167,30.0,24185
187,811.7,30.0,24351
188,818.7,30.0,24561
189,822.867,30.0,24686
190,826.1,30.0,24783
191,831.467,30.0,24944
192,832.467,30.0,24974
193,837.9,30.0,25137
194,843.9,30.0,25317
195,849.0,30.0,25470
196,855.733,30.0,25671
197,861.267,30.0,25838
198,868.2,30.0,26046
199,872.167,30.0,26165
200,875.667,30.0,26270
201,881.933,30.0,26457
202,885.4,30.0,26562
203,892.4,30.0,26772
204,898.967,30.0,26969
205,903.933,30.0,27117
206,907.467,30.0,27224
207,911.867,30.0,27356
208,916.567,30.0,27497
209,917.567,30.0,27527
210,923.567,30.0,27707
211,929.9,30.0,27897
212,932.267,30.0,27968
213,933.8,30.0,28014
214,937.567,30.0,28127
215,938.8,30.0,28164
216,945.8,30.0,28374
217,950.133,30.0,28503
218,957.133,30.0,28713
219,962.333,30.0,28869
220,966.733,30.0,29001
221,972.067,30.0,29162
222,976.867,30.0,29306
223,978.533,30.0,29355
224,982.5,30.0,29475
225,988.167,30.0,29645
226,989.567,30.0,29687
227,993.2,30.0,29796
228,997.767,30.0,29933
229,1000.17,30.0,30005
230,1005.07,30.0,30152
231,1009.37,30.0,30281
232,1011.4,30.0,30342
233,1014.27,30.0,30428
234,1016.77,30.0,30503
235,1019.33,30.0,30579
236,1022.2,30.0,30666
237,1026.7,30.0,30801
238,1030.8,30.0,30924
239,1032.4,30.0,30972
240,1039.4,30.0,31182
241,1045.93,30.0,31377
242,1052.93,30.0,31587
243,1057.93,30.0,31737
244,1064.93,30.0,31947
