n,pts_time,fps,frame_idx
1,0.0,30.0,0
2,0.0333333,30.0,0
3,4.03333,30.0,120
4,11.0333,30.0,330
5,17.3,30.0,519
6,18.5667,30.0,557
7,23.6667,30.0,710
8,28.6333,30.0,858
9,33.6333,30.0,1008
10,37.4667,30.0,1124
11,39.9333,30.0,1197
12,41.9,30.0,1257
13,48.9,30.0,1467
14,54.9,30.0,1647
15,60.4667,30.0,1814
16,61.8667,30.0,1856
17,66.3667,30.0,1991
18,71.8333,30.0,2154
19,74.4333,30.0,2232
20,76.4667,30.0,2294
21,78.4667,30.0,2354
22,85.3667,30.0,2561
23,92.3667,30.0,2771
24,96.9667,30.0,2909
25,103.567,30.0,3107
26,106.567,30.0,3197
27,111.867,30.0,3356
28,118.567,30.0,3557
29,122.867,30.0,3686
30,123.867,30.0,3716
31,129.767,30.0,3893
32,136.767,30.0,4103
33,142.533,30.0,4275
34,149.367,30.0,4481
35,155.067,30.0,4652
36,158.067,30.0,4742
37,165.067,30.0,4952
38,171.7,30.0,5151
39,175.5,30.0,5265
40,177.467,30.0,5324
41,180.5,30.0,5415
42,183.233,30.0,5496
43,186.1,30.0,5583
44,188.7,30.0,5661
45,191.967,30.0,5759
46,194.367,30.0,5831
47,198.133,30.0,5943
48,200.433,30.0,6012
49,204.133,30.0,6123
50,207.233,30.0,6216
51,209.767,30.0,6293
52,211.833,30.0,6354
53,216.333,30.0,6489
54,220.033,30.0,6600
55,227.033,30.0,6810
56,232.033,30.0,6960
57,236.5,30.0,7095
58,240.7,30.0,7221
59,247.433,30.0,7422
60,253.533,30.0,7605
61,259.367,30.0,7781
62,263.133,30.0,7893
63,265.433,30.0,7962
64,268.933,30.0,8067
65,271.233,30.0,8136
66,275.467,30.0,8264
67,279.633,30.0,8388
68,282.633,30.0,8478
69,289.233,30.0,8676
70,292.233,30.0,8766
71,297.233,30.0,8916
72,303.133,30.0,9093
73,309.733,30.0,9291
74,316.167,30.0,9485
75,321.133,30.0,9633
76,326.133,30.0,9783
77,328.133,30.0,9843
78,331.9,30.0,9957
79,333.9,30.0,10017
80,334.233,30.0,10026
81,337.433,30.0,10122
82,341.433,30.0,10242
83,343.7,30.0,10311
84,348.067,30.0,10442
85,351.867,30.0,10556
86,358.867,30.0,10766
87,365.7,30.0,10971
88,372.367,30.0,11171
89,378.833,30.0,11364
90,382.833,30.0,11484
91,384.933,30.0,11547
92,390.433,30.0,11712
93,394.733,30.0,11841
94,399.933,30.0,11997
95,400.933,30.0,12027
96,402.5,30.0,12075
97,405.367,30.0,12161
98,408.167,30.0,12245
99,410.1,30.0,12303
100,413.233,30.0,12396
101,415.3,30.0,12459
102,417.5,30.0,12525
103,422.533,30.0,12675
104,426.333,30.0,12789
105,428.7,30.0,12861
106,435.7,30.0,13071
107,442.7,30.0,13281
108,445.7,30.0,13371
109,450.733,30.0,13521
110,455.7,30.0,13671
111,458.1,30.0,13743
112,460.167,30.0,13805
113,462.1,30.0,13863
114,465.533,30.0,13965
115,467.9,30.0,14037
116,470.833,30.0,14124
117,475.3,30.0,14259
118,477.3,30.0,14319
119,480.333,30.0,14409
120,484.033,30.0,14520
121,484.533,30.0,14535
122,491.533,30.0,14745
123,498.167,30.0,14945
124,504.167,30.0,15125
125,507.767,30.0,15233
126,512.067,30.0,15362
127,514.633,30.0,15438
128,520.267,30.0,15608
129,524.9,30.0,15747
130,528.567,30.0,15857
131,535.567,30.0,16067
132,539.033,30.0,16170
133,546.033,30.0,16380
134,553.033,30.0,16590
135,559.033,30.0,16770
136,566.033,30.0,16980
137,570.033,30.0,17100
138,576.967,30.0,17309
139,582.1,30.0,17463
140,588.1,30.0,17643
141,591.333,30.0,17739
142,596.333,30.0,17889
143,602.7,30.0,18081
144,609.033,30.0,18270
145,611.767,30.0,18353
146,614.533,30.0,18435
147,616.933,30.0,18507
148,619.367,30.0,18581
149,620.7,30.0,18621
150,621.7,30.0,18651
151,627.7,30.0,18831
152,628.933,30.0,18867
153,632.767,30.0,18983
154,639.433,30.0,19182
155,646.433,30.0,19392
156,653.433,30.0,19602
157,657.933,30.0,19737
158,664.267,30.0,19928
159,669.367,30.0,20081
160,673.767,30.0,20213
161,678.633,30.0,20358
162,681.667,30.0,20450
163,688.3,30.0,20649
164,693.033,30.0,20790
165,700.033,30.0,21000
166,703.3,30.0,21099
167,710.3,30.0,21309
168,715.567,30.0,21467
169,716.567,30.0,21497
170,723.167,30.0,21695
171,726.567,30.0,21797
172,731.967,30.0,21959
173,736.067,30.0,22082
174,738.567,30.0,22157
175,743.667,30.0,22310
176,748.1,30.0,22443
177,750.1,30.0,22503
178,754.067,30.0,22622
179,755.067,30.0,22652
180,759.1,30.0,22773
181,765.233,30.0,22956
182,767.133,30.0,23013
183,768.733,30.0,23061
184,775.733,30.0,23271
185,780.5,30.0,23415
186,785.233,30.0,23556
187,786.967,30.0,23609
188,792.767,30.0,23783
189,796.233,30.0,23886
190,798.767,30.0,23963
191,802.033,30.0,24060
192,803.033,30.0,24090
193,807.533,30.0,24225
194,812.3,30.0,24369
195,815.867,30.0,24476
196,822.533,30.0,24675
197,829.533,30.0,24885
198,834.933,30.0,25047
199,841.533,30.0,25245
200,846.533,30.0,25395
201,850.533,30.0,25515
202,854.1,30.0,25623
203,861.033,30.0,25830
204,865.433,30.0,25962
205,870.733,30.0,26121
206,877.733,30.0,26331
207,881.433,30.0,26442
208,888.433,30.0,26652
209,894.033,30.0,26820
210,898.867,30.0,26966
