n,pts_time,fps,frame_idx
1,0.0,30.0,0
2,4.4,30.0,132
3,5.06667,30.0,152
4,7.06667,30.0,212
5,10.1333,30.0,303
6,15.2,30.0,456
7,20.2667,30.0,608
8,21.9333,30.0,657
9,25.3333,30.0,759
10,28.0333,30.0,840
11,30.4,30.0,912
12,35.4667,30.0,1064
13,35.8,30.0,1074
14,39.3667,30.0,1181
15,40.5333,30.0,1215
16,45.6,30.0,1368
17,50.6667,30.0,1520
18,55.7333,30.0,1671
19,60.8,30.0,1824
20,65.8667,30.0,1976
21,70.9333,30.0,2127
22,76.0,30.0,2280
23,78.3667,30.0,2351
24,81.0667,30.0,2432
25,83.8667,30.0,2516
26,86.1333,30.0,2583
27,88.5667,30.0,2657
28,91.2,30.0,2736
29,94.8333,30.0,2844
30,96.2667,30.0,2888
31,101.333,30.0,3039
32,104.167,30.0,3125
33,106.4,30.0,3192
34,109.067,30.0,3272
35,111.467,30.0,3344
36,116.533,30.0,3495
37,121.6,30.0,3648
38,125.767,30.0,3773
39,126.667,30.0,3800
40,128.267,30.0,3848
41,131.733,30.0,3951
42,136.8,30.0,4104
43,141.867,30.0,4256
44,145.233,30.0,4356
45,146.933,30.0,4407
46,151.867,30.0,4556
47,152.0,30.0,4560
48,157.067,30.0,4712
49,162.133,30.0,4863
50,165.767,30.0,4973
51,167.2,30.0,5016
52,172.267,30.0,5168
53,176.567,30.0,5297
54,177.333,30.0,5319
55,182.4,30.0,5472
56,185.567,30.0,5567
57,187.467,30.0,5624
58,192.533,30.0,5775
59,197.6,30.0,5928
60,198.2,30.0,5946
61,201.933,30.0,6057
62,202.667,30.0,6080
63,206.2,30.0,6186
64,207.733,30.0,6231
65,212.8,30.0,6384
66,217.867,30.0,6536
67,220.667,30.0,6620
68,222.933,30.0,6687
69,226.0,30.0,6780
70,228.0,30.0,6840
71,233.067,30.0,6992
72,235.367,30.0,7061
73,238.133,30.0,7143
74,243.2,30.0,7296
75,243.8,30.0,7314
76,248.267,30.0,7448
77,253.2,30.0,7596
78,253.333,30.0,7599
79,255.367,30.0,7661
80,258.4,30.0,7751
81,262.467,30.0,7874
82,263.467,30.0,7904
83,266.6,30.0,7998
84,268.533,30.0,8055
85,273.6,30.0,8208
86,277.267,30.0,8318
87,278.667,30.0,8360
88,282.567,30.0,8477
89,283.733,30.0,8511
90,288.8,30.0,8664
91,293.867,30.0,8816
92,298.933,30.0,8967
93,300.833,30.0,9024
94,302.467,30.0,9074
95,304.0,30.0,9120
96,309.067,30.0,9272
97,310.8,30.0,9324
98,314.133,30.0,9423
99,317.833,30.0,9534
100,319.2,30.0,9576
101,324.267,30.0,9728
102,329.333,30.0,9879
103,334.4,30.0,10032
104,339.467,30.0,10184
105,344.533,30.0,10335
106,349.6,30.0,10488
107,353.333,30.0,10599
108,354.667,30.0,10640
109,356.667,30.0,10700
110,359.733,30.0,10791
111,364.8,30.0,10944
112,369.867,30.0,11096
113,374.933,30.0,11247
114,380.0,30.0,11400
115,385.067,30.0,11552
116,390.133,30.0,11703
117,395.2,30.0,11856
118,400.267,30.0,12008
119,400.767,30.0,12023
120,405.333,30.0,12159
121,410.4,30.0,12312
122,415.467,30.0,12464
123,420.533,30.0,12615
124,421.033,30.0,12630
125,422.567,30.0,12677
126,425.6,30.0,12768
127,430.667,30.0,12920
128,432.767,30.0,12983
129,435.733,30.0,13071
130,436.2,30.0,13086
131,440.8,30.0,13224
132,445.867,30.0,13376
133,450.933,30.0,13527
134,454.533,30.0,13635
135,456.0,30.0,13680
136,461.067,30.0,13832
137,462.2,30.0,13866
138,466.133,30.0,13983
139,471.2,30.0,14136
140,475.2,30.0,14256
141,476.267,30.0,14288
142,481.333,30.0,14439
143,486.4,30.0,14592
144,491.467,30.0,14744
145,496.533,30.0,14895
146,501.067,30.0,15032
147,501.6,30.0,15048
148,504.967,30.0,15149
149,506.667,30.0,15200
