n,pts_time,fps,frame_idx
1,0.0,30.0,0
2,3.0,30.0,90
3,10.0,30.0,300
4,13.3667,30.0,401
5,15.5667,30.0,467
6,16.8,30.0,504
7,20.6667,30.0,620
8,25.6,30.0,768
9,26.6,30.0,798
10,30.6667,30.0,920
11,31.2,30.0,936
12,32.7333,30.0,981
13,36.7333,30.0,1101
14,43.7333,30.0,1311
15,47.9,30.0,1437
16,52.7,30.0,1581
17,54.6,30.0,1638
18,56.6,30.0,1698
19,58.4667,30.0,1754
20,64.7667,30.0,1943
21,69.6,30.0,2088
22,72.6,30.0,2178
23,75.1667,30.0,2255
24,76.5333,30.0,2295
25,79.1,30.0,2373
26,85.3667,30.0,2561
27,90.3,30.0,2709
28,91.9667,30.0,2759
29,93.7667,30.0,2813
30,98.3333,30.0,2949
31,104.9,30.0,3147
32,109.267,30.0,3278
33,112.133,30.0,3363
34,114.967,30.0,3449
35,119.767,30.0,3593
36,120.7,30.0,3621
37,127.7,30.0,3831
38,131.7,30.0,3950
39,138.7,30.0,4161
40,141.7,30.0,4251
41,148.067,30.0,4442
42,154.7,30.0,4641
43,158.7,30.0,4761
44,159.933,30.0,4797
45,164.167,30.0,4925
46,170.8,30.0,5124
47,177.733,30.0,5331
48,180.733,30.0,5421
49,185.0,30.0,5550
50,190.6,30.0,5718
51,196.167,30.0,5885
52,201.4,30.0,6042
53,204.133,30.0,6123
54,206.2,30.0,6186
55,213.2,30.0,6396
56,218.2,30.0,6546
57,221.2,30.0,6636
58,228.1,30.0,6843
59,232.2,30.0,6966
60,237.933,30.0,7137
61,241.333,30.0,7239
62,243.667,30.0,7310
63,250.333,30.0,7509
64,254.167,30.0,7625
65,255.167,30.0,7655
66,258.3,30.0,7749
67,263.2,30.0,7896
68,265.3,30.0,7959
69,269.167,30.0,8075
70,272.0,30.0,8160
71,275.667,30.0,8270
72,279.467,30.0,8384
73,281.0,30.0,8430
74,287.133,30.0,8613
75,291.567,30.0,8747
76,294.567,30.0,8837
77,296.067,30.0,8882
78,300.933,30.0,9027
79,303.767,30.0,9113
80,305.767,30.0,9173
81,311.867,30.0,9356
82,314.733,30.0,9441
83,317.167,30.0,9515
