n,pts_time,fps,frame_idx
1,0.0,25.0,0
2,6.0,25.0,150
3,12.0,25.0,300
4,18.0,25.0,450
5,19.28,25.0,482
6,20.84,25.0,521
7,24.0,25.0,600
8,26.0,25.0,650
9,30.0,25.0,750
10,30.96,25.0,774
11,36.0,25.0,900
12,36.36,25.0,909
13,42.0,25.0,1050
14,48.0,25.0,1200
15,53.32,25.0,1333
16,54.0,25.0,1350
17,60.0,25.0,1500
18,66.0,25.0,1650
19,66.56,25.0,1664
20,67.96,25.0,1698
21,69.92,25.0,1748
22,72.0,25.0,1800
23,72.72,25.0,1818
24,74.56,25.0,1864
25,76.2,25.0,1905
26,78.0,25.0,1950
27,80.4,25.0,2010
28,83.6,25.0,2090
29,84.0,25.0,2100
30,85.56,25.0,2139
31,88.0,25.0,2200
32,90.0,25.0,2250
33,90.88,25.0,2272
34,93.44,25.0,2336
35,96.0,25.0,2400
36,96.28,25.0,2407
37,99.2,25.0,2480
38,101.32,25.0,2533
39,102.0,25.0,2550
40,103.4,25.0,2585
41,107.64,25.0,2691
42,108.0,25.0,2700
43,111.52,25.0,2788
44,113.08,25.0,2827
45,114.0,25.0,2850
46,120.0,25.0,3000
47,126.0,25.0,3150
48,132.0,25.0,3300
49,136.84,25.0,3421
50,138.0,25.0,3450
51,144.0,25.0,3600
52,150.0,25.0,3750
53,154.44,25.0,3861
54,156.0,25.0,3900
55,162.0,25.0,4050
56,166.24,25.0,4156
57,166.48,25.0,4162
58,168.0,25.0,4200
59,169.28,25.0,4232
60,174.0,25.0,4350
61,177.28,25.0,4432
62,180.0,25.0,4500
63,180.16,25.0,4504
64,184.52,25.0,4613
65,186.0,25.0,4650
66,192.0,25.0,4800
67,193.28,25.0,4832
68,195.64,25.0,4891
69,198.0,25.0,4950
70,204.0,25.0,5100
71,210.0,25.0,5250
72,212.4,25.0,5310
73,216.0,25.0,5400
74,222.0,25.0,5550
75,228.0,25.0,5700
76,234.0,25.0,5850
77,240.0,25.0,6000
78,246.0,25.0,6150
79,252.0,25.0,6300
80,258.0,25.0,6450
81,263.72,25.0,6593
82,264.0,25.0,6600
83,270.0,25.0,6750
84,276.0,25.0,6900
85,282.0,25.0,7050
86,285.68,25.0,7142
87,288.0,25.0,7200
88,294.0,25.0,7350
89,296.08,25.0,7402
90,300.0,25.0,7500
91,303.92,25.0,7598
92,306.0,25.0,7650
93,309.72,25.0,7743
94,311.72,25.0,7793
95,312.0,25.0,7800
96,313.68,25.0,7842
97,315.04,25.0,7876
98,318.0,25.0,7950
99,318.52,25.0,7963
100,324.0,25.0,8100
101,326.16,25.0,8154
102,329.04,25.0,8226
103,330.0,25.0,8250
104,331.2,25.0,8280
105,335.88,25.0,8397
106,336.0,25.0,8400
107,340.24,25.0,8506
108,342.0,25.0,8550
109,342.28,25.0,8557
110,344.08,25.0,8602
111,347.4,25.0,8685
112,348.0,25.0,8700
113,348.4,25.0,8710
114,354.0,25.0,8850
115,360.0,25.0,9000
116,366.0,25.0,9150
117,372.0,25.0,9300
118,378.0,25.0,9450
119,384.0,25.0,9600
120,389.24,25.0,9731
121,390.0,25.0,9750
122,394.96,25.0,9874
123,396.0,25.0,9900
124,399.16,25.0,9979
125,402.0,25.0,10050
126,402.32,25.0,10058
127,408.0,25.0,10200
128,410.84,25.0,10271
129,413.28,25.0,10332
130,414.0,25.0,10350
131,420.0,25.0,10500
132,426.0,25.0,10650
133,431.88,25.0,10797
134,432.0,25.0,10800
135,436.76,25.0,10919
136,438.0,25.0,10950
137,444.0,25.0,11100
138,444.04,25.0,11101
139,450.0,25.0,11250
140,454.16,25.0,11354
141,456.0,25.0,11400
142,462.0,25.0,11550
143,467.64,25.0,11691
144,468.0,25.0,11700
145,474.0,25.0,11850
146,480.0,25.0,12000
147,482.32,25.0,12058
148,486.0,25.0,12150
149,489.88,25.0,12247
150,490.64,25.0,12266
151,492.0,25.0,12300
152,493.08,25.0,12327
153,497.16,25.0,12429
154,497.72,25.0,12443
155,498.0,25.0,12450
156,501.12,25.0,12528
157,502.44,25.0,12561
158,504.0,25.0,12600
159,504.92,25.0,12623
160,507.76,25.0,12694
161,508.4,25.0,12710
162,510.0,25.0,12750
163,516.0,25.0,12900
164,522.0,25.0,13050
165,528.0,25.0,13200
166,533.16,25.0,13329
167,534.0,25.0,13350
168,538.16,25.0,13454
169,540.0,25.0,13500
170,546.0,25.0,13650
171,552.0,25.0,13800
172,558.0,25.0,13950
173,560.96,25.0,14024
174,564.0,25.0,14100
175,570.0,25.0,14250
176,573.0,25.0,14325
177,576.0,25.0,14400
178,576.6,25.0,14415
179,582.0,25.0,14550
180,588.0,25.0,14700
181,594.0,25.0,14850
182,600.0,25.0,15000
183,606.0,25.0,15150
184,612.0,25.0,15300
185,618.0,25.0,15450
186,624.0,25.0,15600
187,630.0,25.0,15750
188,630.56,25.0,15763
189,636.0,25.0,15900
190,642.0,25.0,16050
191,648.0,25.0,16200
192,654.0,25.0,16350
193,660.0,25.0,16500
194,666.0,25.0,16650
195,668.84,25.0,16721
196,672.0,25.0,16800
197,678.0,25.0,16950
198,678.4,25.0,16960
199,684.0,25.0,17100
200,690.0,25.0,17250
201,696.0,25.0,17400
202,702.0,25.0,17550
203,708.0,25.0,17700
204,714.0,25.0,17850
205,720.0,25.0,18000
206,726.0,25.0,18150
207,732.0,25.0,18300
208,737.44,25.0,18436
209,738.0,25.0,18450
210,744.0,25.0,18600
211,750.0,25.0,18750
212,756.0,25.0,18900
213,762.0,25.0,19050
214,766.28,25.0,19157
215,768.0,25.0,19200
216,774.0,25.0,19350
217,780.0,25.0,19500
218,786.0,25.0,19650
219,788.88,25.0,19722
220,792.0,25.0,19800
221,798.0,25.0,19950
222,801.72,25.0,20043
223,804.0,25.0,20100
224,810.0,25.0,20250
225,816.0,25.0,20400
226,817.88,25.0,20447
227,822.0,25.0,20550
228,825.0,25.0,20625
229,826.84,25.0,20671
230,828.0,25.0,20700
231,833.4,25.0,20835
232,834.0,25.0,20850
233,840.0,25.0,21000
234,841.52,25.0,21038
235,846.0,25.0,21150
236,852.0,25.0,21300
237,852.08,25.0,21302
238,858.0,25.0,21450
239,864.0,25.0,21600
240,870.0,25.0,21750
241,876.0,25.0,21900
242,882.0,25.0,22050
243,888.0,25.0,22200
244,890.6,25.0,22265
245,892.92,25.0,22323
246,894.0,25.0,22350
247,900.0,25.0,22500
248,905.56,25.0,22639
249,906.0,25.0,22650
250,912.0,25.0,22800
251,918.0,25.0,22950
252,922.96,25.0,23074
