n,pts_time,fps,frame_idx
1,0.0,30.0,0
2,3.0,30.0,90
3,6.0,30.0,180
4,12.4333,30.0,372
5,15.8,30.0,474
6,16.7,30.0,501
7,18.0333,30.0,540
8,20.0333,30.0,600
9,25.0333,30.0,750
10,29.0333,30.0,870
11,33.3333,30.0,999
12,35.4333,30.0,1062
13,42.4333,30.0,1272
14,46.5333,30.0,1395
15,50.5333,30.0,1515
16,52.4,30.0,1572
17,54.4,30.0,1632
18,56.1333,30.0,1683
19,61.8333,30.0,1854
20,64.8333,30.0,1944
21,67.8,30.0,2034
22,71.0,30.0,2130
23,76.7,30.0,2301
24,77.3,30.0,2319
25,81.2,30.0,2436
26,85.2333,30.0,2556
27,91.3,30.0,2739
28,96.0,30.0,2880
29,98.0333,30.0,2940
30,101.033,30.0,3030
31,103.633,30.0,3108
32,106.6,30.0,3198
33,109.167,30.0,3275
34,110.233,30.0,3306
35,117.233,30.0,3516
36,122.233,30.0,3666
37,125.567,30.0,3767
38,131.133,30.0,3933
39,134.7,30.0,4040
40,141.7,30.0,4251
41,148.7,30.0,4461
42,155.7,30.0,4671
43,160.567,30.0,4817
44,161.567,30.0,4847
45,165.2,30.0,4956
46,167.133,30.0,5013
47,170.633,30.0,5118
48,173.9,30.0,5217
49,174.9,30.0,5247
50,180.733,30.0,5421
51,187.567,30.0,5627
52,194.533,30.0,5835
53,198.567,30.0,5957
54,199.967,30.0,5999
55,200.9,30.0,6027
56,206.9,30.0,6207
57,210.567,30.0,6317
58,214.4,30.0,6432
59,215.4,30.0,6462
60,219.167,30.0,6575
61,225.833,30.0,6774
62,232.633,30.0,6978
63,238.767,30.0,7163
64,239.733,30.0,7191
65,245.533,30.0,7365
66,247.033,30.0,7410
67,248.933,30.0,7467
68,251.633,30.0,7548
69,254.633,30.0,7638
70,261.633,30.0,7848
71,266.633,30.0,7998
72,272.4,30.0,8171
73,275.4,30.0,8262
74,281.033,30.0,8430
75,284.833,30.0,8544
76,287.9,30.0,8637
77,294.9,30.0,8847
78,298.5,30.0,8955
79,301.533,30.0,9045
80,304.967,30.0,9149
81,307.8,30.0,9234
82,311.8,30.0,9354
83,317.6,30.0,9528
