n,pts_time,fps,frame_idx
1,0.0,25.0,0
2,4.8,25.0,120
3,11.52,25.0,288
4,13.84,25.0,346
5,15.6,25.0,390
6,18.92,25.0,473
7,21.6,25.0,540
8,23.88,25.0,597
9,27.6,25.0,690
10,28.88,25.0,722
11,32.44,25.0,811
12,37.2,25.0,930
13,44.2,25.0,1105
14,48.04,25.0,1201
15,54.2,25.0,1355
16,58.8,25.0,1470
17,63.36,25.0,1584
18,63.6,25.0,1590
19,65.56,25.0,1639
20,67.44,25.0,1686
21,73.08,25.0,1827
22,74.4,25.0,1860
23,77.8,25.0,1945
24,80.16,25.0,2004
25,84.08,25.0,2102
26,85.92,25.0,2148
27,90.4,25.0,2260
28,91.88,25.0,2297
29,94.52,25.0,2363
30,96.88,25.0,2422
31,99.76,25.0,2494
32,105.08,25.0,2627
33,108.36,25.0,2709
34,109.76,25.0,2744
35,114.4,25.0,2860
36,121.2,25.0,3030
37,126.0,25.0,3150
38,130.84,25.0,3271
39,136.8,25.0,3420
40,140.2,25.0,3504
41,142.84,25.0,3571
42,147.6,25.0,3690
43,153.56,25.0,3839
44,156.56,25.0,3914
45,162.0,25.0,4050
46,163.92,25.0,4098
47,168.0,25.0,4200
48,172.72,25.0,4318
49,176.68,25.0,4417
50,181.44,25.0,4536
51,183.6,25.0,4590
52,187.2,25.0,4680
53,192.04,25.0,4801
54,199.04,25.0,4976
55,202.8,25.0,5070
56,206.2,25.0,5155
57,212.4,25.0,5310
58,216.36,25.0,5409
59,218.4,25.0,5460
60,223.04,25.0,5576
61,224.68,25.0,5617
62,229.24,25.0,5731
63,231.6,25.0,5790
64,235.2,25.0,5880
65,238.28,25.0,5957
66,238.8,25.0,5970
67,241.76,25.0,6044
68,243.6,25.0,6090
69,247.2,25.0,6180
70,251.72,25.0,6293
71,253.52,25.0,6338
72,260.4,25.0,6509
73,265.2,25.0,6630
74,271.88,25.0,6797
75,276.0,25.0,6900
76,280.8,25.0,7020
77,286.8,25.0,7170
78,292.8,25.0,7320
79,298.8,25.0,7470
80,304.8,25.0,7620
81,309.6,25.0,7740
82,315.36,25.0,7884
83,320.32,25.0,8008
84,325.04,25.0,8126
85,330.0,25.0,8250
86,337.0,25.0,8425
87,341.76,25.0,8544
88,343.2,25.0,8580
89,346.8,25.0,8670
90,348.6,25.0,8715
91,352.36,25.0,8809
92,358.8,25.0,8970
93,363.56,25.0,9089
94,365.56,25.0,9139
95,371.04,25.0,9276
96,376.24,25.0,9406
97,378.68,25.0,9467
98,382.56,25.0,9564
99,386.36,25.0,9659
100,389.32,25.0,9733
101,393.0,25.0,9825
102,394.8,25.0,9870
103,399.56,25.0,9989
104,400.8,25.0,10020
105,405.6,25.0,10140
106,411.6,25.0,10290
107,417.72,25.0,10443
108,424.68,25.0,10617
109,430.56,25.0,10764
110,434.4,25.0,10860
111,440.4,25.0,11010
112,444.0,25.0,11100
113,445.2,25.0,11130
114,448.8,25.0,11220
115,452.12,25.0,11303
116,454.8,25.0,11370
117,458.4,25.0,11460
118,465.16,25.0,11629
119,470.36,25.0,11759
120,473.8,25.0,11845
121,475.92,25.0,11898
122,482.4,25.0,12060
123,487.8,25.0,12195
124,490.8,25.0,12270
125,497.48,25.0,12437
126,502.8,25.0,12570
127,508.44,25.0,12711
128,513.6,25.0,12840
129,517.88,25.0,12947
130,524.4,25.0,13110
131,529.2,25.0,13230
132,532.4,25.0,13310
133,538.8,25.0,13469
134,545.4,25.0,13635
135,548.4,25.0,13710
136,552.0,25.0,13800
137,555.6,25.0,13890
138,559.2,25.0,13980
139,562.8,25.0,14069
140,567.6,25.0,14190
141,574.32,25.0,14358
142,580.44,25.0,14511
143,586.8,25.0,14669
144,591.6,25.0,14790
145,598.04,25.0,14951
146,601.2,25.0,15030
147,607.2,25.0,15180
148,613.2,25.0,15330
149,619.8,25.0,15494
150,622.8,25.0,15569
151,628.8,25.0,15719
152,631.96,25.0,15799
153,634.8,25.0,15869
154,637.48,25.0,15937
155,638.4,25.0,15960
156,642.36,25.0,16059
157,644.4,25.0,16110
158,648.0,25.0,16200
159,650.48,25.0,16262
160,654.52,25.0,16363
161,659.16,25.0,16479
162,661.2,25.0,16530
163,665.32,25.0,16633
164,667.2,25.0,16680
165,670.72,25.0,16768
166,673.48,25.0,16837
167,674.8,25.0,16870
168,676.04,25.0,16901
169,676.8,25.0,16920
170,683.4,25.0,17085
171,686.4,25.0,17160
172,692.4,25.0,17310
173,698.4,25.0,17460
174,701.48,25.0,17537
175,706.8,25.0,17670
176,712.8,25.0,17820
177,718.28,25.0,17957
178,722.44,25.0,18061
179,723.6,25.0,18090
180,728.24,25.0,18206
181,732.4,25.0,18310
182,734.68,25.0,18367
183,739.64,25.0,18491
184,746.4,25.0,18660
185,751.2,25.0,18780
186,754.96,25.0,18874
187,760.8,25.0,19020
188,766.04,25.0,19151
189,767.72,25.0,19193
190,774.0,25.0,19350
191,778.8,25.0,19470
192,784.56,25.0,19614
193,790.2,25.0,19755
194,793.2,25.0,19830
195,798.0,25.0,19950
196,801.88,25.0,20047
197,802.8,25.0,20070
198,803.96,25.0,20099
199,807.6,25.0,20190
200,811.16,25.0,20279
201,812.4,25.0,20310
202,818.36,25.0,20459
203,820.0,25.0,20500
204,821.48,25.0,20537
205,823.2,25.0,20580
206,830.2,25.0,20755
207,834.0,25.0,20850
208,839.56,25.0,20989
209,840.56,25.0,21014
210,845.68,25.0,21142
211,852.0,25.0,21300
212,858.0,25.0,21450
213,863.6,25.0,21590
214,867.6,25.0,21690
215,873.2,25.0,21830
216,878.96,25.0,21974
217,879.6,25.0,21990
218,886.6,25.0,22165
219,890.12,25.0,22253
220,893.12,25.0,22328
221,898.16,25.0,22454
222,898.8,25.0,22470
223,904.8,25.0,22620
224,911.24,25.0,22781
225,913.92,25.0,22848
226,917.28,25.0,22932
227,918.0,25.0,22950
228,921.08,25.0,23027
229,922.72,25.0,23068
230,924.72,25.0,23118
231,926.36,25.0,23159
232,933.36,25.0,23334
233,936.32,25.0,23408
234,938.4,25.0,23460
235,945.04,25.0,23626
236,947.36,25.0,23684
237,951.12,25.0,23778
238,951.6,25.0,23790
239,954.12,25.0,23853
240,957.24,25.0,23931
241,962.4,25.0,24060
242,965.68,25.0,24142
243,968.92,25.0,24223
244,973.0,25.0,24325
245,976.52,25.0,24413
246,976.8,25.0,24420
247,983.8,25.0,24595
248,987.96,25.0,24699
249,994.8,25.0,24870
250,999.6,25.0,24990
251,1006.24,25.0,25156
252,1011.64,25.0,25291
253,1012.8,25.0,25320
254,1015.84,25.0,25396
255,1020.92,25.0,25523
256,1027.92,25.0,25698
257,1033.28,25.0,25832
258,1037.6,25.0,25939
259,1044.0,25.0,26100
260,1050.2,25.0,26255
261,1055.76,25.0,26394
262,1060.8,25.0,26520
263,1066.8,25.0,26670
264,1072.6,25.0,26814
265,1077.0,25.0,26925
266,1080.0,25.0,27000
267,1086.0,25.0,27150
268,1090.4,25.0,27260
269,1097.36,25.0,27433
270,1103.2,25.0,27580
271,1108.8,25.0,27720
272,1113.76,25.0,27844
273,1114.8,25.0,27870
274,1118.4,25.0,27960
275,1124.4,25.0,28110
276,1130.08,25.0,28252
277,1136.88,25.0,28422
278,1143.68,25.0,28592
279,1147.16,25.0,28679
280,1153.2,25.0,28830
281,1159.2,25.0,28980
282,1164.92,25.0,29123
283,1165.2,25.0,29130
284,1168.64,25.0,29216
285,1170.0,25.0,29250
286,1176.0,25.0,29400
287,1179.6,25.0,29489
288,1183.2,25.0,29580
289,1190.2,25.0,29755
290,1194.0,25.0,29850
