n,pts_time,fps,frame_idx
1,0.0,30.0,0
2,0.0333333,30.0,0
3,3.03333,30.0,90
4,9.73333,30.0,291
5,12.8,30.0,384
6,14.2,30.0,426
7,19.2667,30.0,578
8,24.2333,30.0,726
9,25.9,30.0,777
10,27.5333,30.0,825
11,29.5333,30.0,885
12,32.0667,30.0,962
13,39.0667,30.0,1172
14,44.0667,30.0,1322
15,49.6667,30.0,1490
16,53.7333,30.0,1611
17,59.2333,30.0,1776
18,65.4333,30.0,1962
19,70.0333,30.0,2100
20,77.0333,30.0,2310
21,84.0333,30.0,2520
22,89.8667,30.0,2696
23,93.1333,30.0,2793
24,98.0667,30.0,2942
25,99.8667,30.0,2996
26,105.7,30.0,3171
27,108.867,30.0,3266
28,110.267,30.0,3308
29,114.733,30.0,3441
30,118.8,30.0,3564
31,121.1,30.0,3633
32,124.533,30.0,3735
33,126.733,30.0,3801
34,128.333,30.0,3849
35,129.7,30.0,3890
36,132.533,30.0,3975
37,136.033,30.0,4080
38,139.433,30.0,4182
39,142.4,30.0,4272
40,146.433,30.0,4392
41,153.0,30.0,4590
42,159.867,30.0,4796
43,166.867,30.0,5006
44,171.833,30.0,5154
45,173.833,30.0,5214
46,178.033,30.0,5340
47,180.3,30.0,5409
48,182.267,30.0,5468
49,183.267,30.0,5498
50,186.5,30.0,5595
51,188.333,30.0,5649
52,190.6,30.0,5718
53,192.9,30.0,5787
54,196.067,30.0,5882
55,198.533,30.0,5955
56,204.333,30.0,6129
57,208.067,30.0,6242
58,213.1,30.0,6393
59,215.267,30.0,6458
60,217.5,30.0,6525
61,220.033,30.0,6600
62,227.033,30.0,6810
63,233.033,30.0,6990
64,236.333,30.0,7089
65,241.333,30.0,7239
66,247.667,30.0,7430
67,252.133,30.0,7563
68,257.5,30.0,7725
69,258.5,30.0,7755
70,261.4,30.0,7841
71,262.433,30.0,7872
72,268.467,30.0,8054
73,275.333,30.0,8259
74,280.933,30.0,8427
75,282.233,30.0,8466
76,287.1,30.0,8613
77,288.7,30.0,8661
78,291.2,30.0,8736
79,292.1,30.0,8763
80,293.533,30.0,8805
81,295.6,30.0,8868
82,300.733,30.0,9021
83,307.7,30.0,9231
84,311.2,30.0,9336
85,318.2,30.0,9546
86,322.2,30.0,9666
87,329.2,30.0,9876
88,334.833,30.0,10044
89,341.467,30.0,10244
90,345.467,30.0,10364
91,352.467,30.0,10574
92,358.233,30.0,10746
93,364.867,30.0,10946
94,367.133,30.0,11013
95,371.867,30.0,11156
96,376.733,30.0,11301
97,382.5,30.0,11475
98,387.5,30.0,11625
99,391.533,30.0,11745
100,395.8,30.0,11874
101,397.8,30.0,11934
102,402.6,30.0,12078
103,403.6,30.0,12108
104,408.667,30.0,12260
105,412.833,30.0,12384
106,413.833,30.0,12414
107,419.333,30.0,12579
108,423.533,30.0,12705
109,427.467,30.0,12824
110,433.067,30.0,12992
111,436.1,30.0,13083
112,441.633,30.0,13248
113,448.067,30.0,13442
114,451.533,30.0,13545
115,456.3,30.0,13689
116,462.133,30.0,13863
117,468.933,30.0,14067
118,471.933,30.0,14157
119,477.2,30.0,14316
120,484.2,30.0,14526
121,488.233,30.0,14646
122,492.4,30.0,14772
123,497.533,30.0,14925
124,497.733,30.0,14931
125,502.267,30.0,15068
126,509.267,30.0,15278
127,513.267,30.0,15398
128,517.8,30.0,15533
129,523.8,30.0,15713
130,529.7,30.0,15891
131,530.7,30.0,15921
132,536.1,30.0,16083
133,539.9,30.0,16197
134,544.067,30.0,16322
135,549.733,30.0,16491
136,552.8,30.0,16584
137,556.5,30.0,16695
138,557.067,30.0,16712
139,558.267,30.0,16748
140,563.833,30.0,16914
141,565.467,30.0,16964
142,569.833,30.0,17094
143,573.933,30.0,17217
144,575.867,30.0,17276
145,582.867,30.0,17486
146,589.067,30.0,17672
147,593.1,30.0,17793
148,598.3,30.0,17949
149,602.3,30.0,18069
150,609.033,30.0,18270
151,614.033,30.0,18420
152,619.133,30.0,18573
153,623.133,30.0,18693
154,630.133,30.0,18903
155,634.8,30.0,19044
156,639.7,30.0,19191
157,641.933,30.0,19257
158,644.0,30.0,19320
159,648.2,30.0,19446
160,650.067,30.0,19502
161,655.8,30.0,19674
162,659.533,30.0,19785
163,662.833,30.0,19884
164,666.133,30.0,19983
165,669.133,30.0,20073
166,672.2,30.0,20166
167,676.7,30.0,20301
168,679.467,30.0,20384
169,682.467,30.0,20474
170,685.7,30.0,20571
171,689.533,30.0,20685
172,692.867,30.0,20786
173,699.867,30.0,20996
174,704.867,30.0,21146
175,706.433,30.0,21192
176,711.7,30.0,21351
177,717.267,30.0,21518
178,721.9,30.0,21657
179,725.267,30.0,21758
180,727.467,30.0,21824
181,729.4,30.0,21882
182,733.2,30.0,21996
183,737.733,30.0,22131
184,741.067,30.0,22232
185,742.067,30.0,22262
186,744.067,30.0,22322
187,747.7,30.0,22431
188,754.7,30.0,22641
189,757.833,30.0,22734
190,764.133,30.0,22923
191,767.533,30.0,23025
192,770.2,30.0,23106
193,774.533,30.0,23235
194,778.5,30.0,23355
195,780.333,30.0,23409
196,783.4,30.0,23502
197,787.3,30.0,23619
198,789.867,30.0,23696
199,794.133,30.0,23823
200,794.3,30.0,23829
201,798.8,30.0,23964
202,801.867,30.0,24056
203,807.867,30.0,24236
204,813.3,30.0,24399
205,820.133,30.0,24603
206,825.233,30.0,24756
207,830.5,30.0,24915
208,833.7,30.0,25011
209,834.733,30.0,25041
210,837.6,30.0,25128
