n,pts_time,fps,frame_idx
1,0.0,30.0,0
2,3.0,30.0,90
3,10.0,30.0,300
4,13.4,30.0,402
5,14.2333,30.0,426
6,15.5667,30.0,467
7,20.9,30.0,627
8,21.0333,30.0,630
9,26.2333,30.0,786
10,30.5333,30.0,915
11,32.8333,30.0,984
12,39.8333,30.0,1194
13,46.8333,30.0,1404
14,53.5,30.0,1605
15,56.0,30.0,1680
16,59.8,30.0,1794
17,61.8,30.0,1854
18,64.1667,30.0,1925
19,66.1667,30.0,1985
20,67.9333,30.0,2037
21,71.0333,30.0,2130
22,73.8333,30.0,2214
23,75.9333,30.0,2277
24,78.5667,30.0,2357
25,79.8,30.0,2394
26,86.8,30.0,2604
27,91.3667,30.0,2741
28,95.9333,30.0,2877
29,102.367,30.0,3071
30,106.9,30.0,3207
31,111.4,30.0,3342
32,115.733,30.0,3471
33,118.133,30.0,3543
34,121.8,30.0,3654
35,123.4,30.0,3702
36,127.0,30.0,3810
37,131.567,30.0,3947
38,134.833,30.0,4044
39,141.767,30.0,4253
40,145.767,30.0,4373
41,152.2,30.0,4566
42,155.833,30.0,4674
43,160.567,30.0,4817
44,167.567,30.0,5027
45,171.9,30.0,5157
46,177.367,30.0,5321
47,183.767,30.0,5513
48,188.033,30.0,5640
49,190.633,30.0,5718
50,195.433,30.0,5862
51,200.933,30.0,6027
52,204.4,30.0,6132
53,211.233,30.0,6336
54,214.733,30.0,6441
55,219.933,30.0,6597
56,225.633,30.0,6768
57,227.7,30.0,6831
58,231.967,30.0,6959
59,238.967,30.0,7169
60,245.567,30.0,7367
61,252.567,30.0,7577
62,256.8,30.0,7704
63,263.8,30.0,7914
64,266.633,30.0,7998
65,270.367,30.0,8111
66,273.9,30.0,8217
67,278.933,30.0,8367
68,280.833,30.0,8424
69,284.4,30.0,8532
70,288.167,30.0,8645
71,291.7,30.0,8751
72,293.7,30.0,8811
73,298.333,30.0,8949
74,300.633,30.0,9018
75,305.433,30.0,9162
76,307.433,30.0,9222
77,310.433,30.0,9312
78,317.433,30.0,9522
79,322.433,30.0,9672
80,328.933,30.0,9867
81,331.333,30.0,9939
82,333.767,30.0,10013
83,337.433,30.0,10122
