n,pts_time,fps,frame_idx
1,0.0,25.0,0
2,3.6,25.0,90
3,10.6,25.0,265
4,15.6,25.0,390
5,20.32,25.0,508
6,24.16,25.0,604
7,26.4,25.0,660
8,30.0,25.0,750
9,31.68,25.0,792
10,33.6,25.0,840
11,36.68,25.0,917
12,39.6,25.0,990
13,42.2,25.0,1055
14,44.96,25.0,1124
15,45.6,25.0,1140
16,52.6,25.0,1315
17,56.4,25.0,1410
18,62.4,25.0,1560
19,67.6,25.0,1689
20,71.64,25.0,1791
21,75.76,25.0,1894
22,77.4,25.0,1935
23,78.0,25.0,1950
24,79.48,25.0,1987
25,81.48,25.0,2037
26,83.52,25.0,2088
27,88.96,25.0,2224
28,89.88,25.0,2247
29,93.36,25.0,2334
30,93.6,25.0,2340
31,95.12,25.0,2378
32,97.2,25.0,2430
33,100.0,25.0,2500
34,102.56,25.0,2564
35,106.36,25.0,2659
36,109.08,25.0,2727
37,112.16,25.0,2804
38,112.8,25.0,2820
39,117.0,25.0,2925
40,118.44,25.0,2961
41,122.44,25.0,3061
42,123.6,25.0,3090
43,125.64,25.0,3141
44,127.56,25.0,3189
45,129.6,25.0,3240
46,136.6,25.0,3415
47,141.08,25.0,3527
48,143.6,25.0,3590
49,145.2,25.0,3629
50,150.0,25.0,3750
51,153.44,25.0,3836
52,154.8,25.0,3870
53,160.24,25.0,4006
54,160.8,25.0,4020
55,164.12,25.0,4103
56,165.6,25.0,4140
57,170.6,25.0,4265
58,176.4,25.0,4410
59,183.32,25.0,4583
60,187.2,25.0,4680
61,193.08,25.0,4827
62,193.2,25.0,4830
63,196.08,25.0,4902
64,199.2,25.0,4980
65,202.12,25.0,5053
66,204.0,25.0,5100
67,208.8,25.0,5220
68,213.52,25.0,5338
69,218.92,25.0,5473
70,224.4,25.0,5610
71,228.8,25.0,5720
72,231.08,25.0,5777
73,234.12,25.0,5853
74,238.4,25.0,5960
75,245.4,25.0,6135
76,251.92,25.0,6298
77,255.6,25.0,6390
78,260.4,25.0,6509
79,264.16,25.0,6604
80,271.04,25.0,6776
81,274.48,25.0,6862
82,279.28,25.0,6981
83,279.6,25.0,6990
84,283.44,25.0,7086
85,289.2,25.0,7230
86,294.12,25.0,7353
87,295.2,25.0,7380
88,302.2,25.0,7555
89,307.28,25.0,7681
90,313.32,25.0,7833
91,319.2,25.0,7980
