n,pts_time,fps,frame_idx
1,0.0,25.0,0
2,4.8,25.0,120
3,11.52,25.0,288
4,13.56,25.0,339
5,18.0,25.0,450
6,18.64,25.0,466
7,23.6,25.0,590
8,28.64,25.0,716
9,33.04,25.0,826
10,33.6,25.0,840
11,36.6,25.0,915
12,43.2,25.0,1080
13,47.8,25.0,1195
14,52.92,25.0,1323
15,56.4,25.0,1410
16,60.0,25.0,1500
17,62.16,25.0,1554
18,64.8,25.0,1620
19,69.6,25.0,1739
20,73.44,25.0,1836
21,79.2,25.0,1980
22,85.2,25.0,2130
23,89.16,25.0,2229
24,95.76,25.0,2394
25,99.68,25.0,2492
26,104.4,25.0,2610
27,108.76,25.0,2719
28,115.76,25.0,2894
29,120.0,25.0,3000
30,126.0,25.0,3150
31,132.96,25.0,3324
32,138.68,25.0,3467
33,139.2,25.0,3479
34,141.08,25.0,3527
35,142.84,25.0,3571
36,145.2,25.0,3629
37,148.6,25.0,3715
38,150.0,25.0,3750
39,154.76,25.0,3869
40,155.96,25.0,3899
41,162.96,25.0,4074
42,166.8,25.0,4170
43,170.92,25.0,4273
44,175.2,25.0,4380
45,181.2,25.0,4530
46,184.2,25.0,4605
47,186.76,25.0,4669
48,187.2,25.0,4680
49,189.36,25.0,4734
50,192.12,25.0,4803
51,193.2,25.0,4830
52,196.64,25.0,4916
53,197.96,25.0,4949
54,204.96,25.0,5124
55,210.0,25.0,5250
56,213.6,25.0,5340
57,219.6,25.0,5490
58,224.88,25.0,5622
59,228.32,25.0,5708
60,232.6,25.0,5815
61,232.8,25.0,5820
62,239.32,25.0,5983
63,243.6,25.0,6090
64,248.8,25.0,6220
65,255.6,25.0,6390
66,257.84,25.0,6445
67,260.08,25.0,6502
68,262.96,25.0,6573
69,265.48,25.0,6637
70,270.6,25.0,6765
71,277.6,25.0,6940
72,283.2,25.0,7080
73,286.8,25.0,7170
74,290.64,25.0,7266
75,292.8,25.0,7320
76,296.4,25.0,7409
77,299.36,25.0,7484
78,302.56,25.0,7564
79,304.4,25.0,7609
80,306.28,25.0,7656
81,308.68,25.0,7717
82,313.16,25.0,7829
83,317.28,25.0,7931
84,318.0,25.0,7950
85,321.6,25.0,8040
86,324.44,25.0,8111
87,327.6,25.0,8190
88,331.24,25.0,8281
89,334.04,25.0,8351
90,339.28,25.0,8482
91,340.8,25.0,8520
92,347.4,25.0,8685
93,350.4,25.0,8760
94,354.16,25.0,8854
95,356.72,25.0,8918
96,360.0,25.0,9000
97,366.0,25.0,9150
98,370.4,25.0,9260
99,373.12,25.0,9328
100,375.6,25.0,9390
101,379.96,25.0,9499
102,380.4,25.0,9510
103,383.08,25.0,9577
104,386.4,25.0,9660
105,393.4,25.0,9835
106,397.36,25.0,9934
107,403.96,25.0,10099
108,406.84,25.0,10171
109,409.72,25.0,10243
110,414.12,25.0,10353
111,416.4,25.0,10410
112,417.68,25.0,10442
113,422.52,25.0,10563
114,427.68,25.0,10692
115,431.88,25.0,10797
116,435.36,25.0,10884
117,435.6,25.0,10890
118,441.96,25.0,11049
119,443.16,25.0,11079
120,445.2,25.0,11130
121,450.0,25.0,11250
122,456.84,25.0,11421
123,460.76,25.0,11519
124,462.0,25.0,11550
125,469.0,25.0,11725
126,472.64,25.0,11816
127,479.6,25.0,11990
128,485.2,25.0,12130
129,488.56,25.0,12214
130,492.0,25.0,12300
131,498.0,25.0,12450
132,504.0,25.0,12600
133,510.0,25.0,12750
134,514.88,25.0,12872
135,516.0,25.0,12900
136,519.84,25.0,12996
137,526.8,25.0,13169
138,530.4,25.0,13260
139,535.2,25.0,13380
140,541.76,25.0,13544
141,546.0,25.0,13650
142,552.92,25.0,13822
143,558.24,25.0,13956
144,559.2,25.0,13980
145,560.6,25.0,14015
146,565.24,25.0,14131
147,568.08,25.0,14202
148,571.2,25.0,14280
149,574.72,25.0,14368
150,577.2,25.0,14430
151,580.8,25.0,14519
152,584.92,25.0,14622
153,591.92,25.0,14797
154,595.24,25.0,14881
155,599.08,25.0,14977
156,602.84,25.0,15071
157,609.36,25.0,15234
158,612.88,25.0,15322
159,616.6,25.0,15415
160,623.6,25.0,15590
161,629.2,25.0,15730
162,633.2,25.0,15830
163,636.96,25.0,15924
164,643.4,25.0,16085
165,648.0,25.0,16200
166,653.28,25.0,16332
167,660.0,25.0,16500
168,663.6,25.0,16590
169,670.56,25.0,16764
170,673.64,25.0,16841
171,678.0,25.0,16950
172,682.88,25.0,17072
173,684.96,25.0,17124
174,691.16,25.0,17279
175,697.48,25.0,17437
176,702.0,25.0,17550
177,705.84,25.0,17646
178,710.16,25.0,17754
179,711.6,25.0,17790
180,715.6,25.0,17890
181,717.6,25.0,17940
182,720.64,25.0,18016
183,722.4,25.0,18060
184,726.0,25.0,18150
185,728.44,25.0,18211
186,732.0,25.0,18300
187,738.0,25.0,18450
188,744.6,25.0,18615
189,747.6,25.0,18690
190,753.2,25.0,18830
191,756.2,25.0,18905
192,759.6,25.0,18990
193,766.48,25.0,19162
194,771.6,25.0,19290
195,776.92,25.0,19423
196,783.6,25.0,19590
197,789.6,25.0,19740
198,794.4,25.0,19860
199,801.4,25.0,20035
200,808.4,25.0,20210
201,813.6,25.0,20340
202,817.04,25.0,20426
203,821.4,25.0,20535
204,826.04,25.0,20651
205,829.48,25.0,20737
206,834.12,25.0,20853
207,837.56,25.0,20939
208,841.6,25.0,21040
209,842.92,25.0,21073
210,845.92,25.0,21148
211,849.6,25.0,21240
212,852.0,25.0,21300
213,857.28,25.0,21432
214,863.4,25.0,21585
215,866.4,25.0,21660
216,869.56,25.0,21739
217,874.84,25.0,21871
218,877.24,25.0,21931
219,879.88,25.0,21997
220,884.28,25.0,22107
221,887.32,25.0,22183
222,890.76,25.0,22269
223,894.0,25.0,22350
224,898.64,25.0,22466
225,900.0,25.0,22500
226,903.6,25.0,22590
227,907.6,25.0,22690
228,914.4,25.0,22860
229,919.32,25.0,22983
230,924.0,25.0,23100
231,930.0,25.0,23250
232,936.0,25.0,23400
233,942.0,25.0,23550
234,948.0,25.0,23700
235,954.0,25.0,23850
236,960.72,25.0,24018
237,967.72,25.0,24193
238,970.8,25.0,24270
239,975.12,25.0,24378
240,981.52,25.0,24538
241,987.6,25.0,24690
242,993.6,25.0,24840
243,1000.16,25.0,25004
244,1003.16,25.0,25079
245,1008.08,25.0,25202
246,1012.0,25.0,25300
247,1018.48,25.0,25462
248,1025.36,25.0,25633
249,1028.4,25.0,25710
250,1034.4,25.0,25860
251,1039.2,25.0,25980
252,1042.68,25.0,26067
253,1046.92,25.0,26173
254,1048.8,25.0,26220
255,1052.2,25.0,26305
256,1054.8,25.0,26370
257,1058.48,25.0,26462
258,1060.8,25.0,26520
259,1063.48,25.0,26587
260,1066.96,25.0,26674
261,1069.04,25.0,26726
262,1072.32,25.0,26808
263,1072.8,25.0,26820
264,1077.6,25.0,26939
265,1081.2,25.0,27030
266,1088.2,25.0,27205
267,1093.2,25.0,27330
268,1099.28,25.0,27482
269,1101.68,25.0,27542
270,1104.2,25.0,27605
271,1105.2,25.0,27630
272,1110.0,25.0,27750
273,1113.84,25.0,27845
274,1115.12,25.0,27877
275,1118.92,25.0,27973
276,1122.0,25.0,28050
277,1125.6,25.0,28139
278,1129.2,25.0,28230
279,1134.0,25.0,28350
280,1140.56,25.0,28514
281,1144.16,25.0,28604
282,1151.16,25.0,28779
283,1157.72,25.0,28943
284,1162.8,25.0,29070
285,1165.96,25.0,29149
286,1171.68,25.0,29292
287,1172.4,25.0,29310
288,1177.16,25.0,29429
289,1178.4,25.0,29460
290,1182.0,25.0,29550
291,1187.16,25.0,29679
292,1191.6,25.0,29789
293,1192.28,25.0,29807
294,1197.6,25.0,29939
295,1202.0,25.0,30050
296,1205.0,25.0,30125
297,1212.0,25.0,30300
298,1216.44,25.0,30411
299,1218.0,25.0,30450
300,1222.48,25.0,30562
301,1224.0,25.0,30600
302,1225.72,25.0,30643
303,1227.08,25.0,30677
304,1229.36,25.0,30733
305,1230.0,25.0,30750
306,1233.84,25.0,30845
307,1234.76,25.0,30869
308,1238.68,25.0,30967
309,1242.0,25.0,31050
