n,pts_time,fps,frame_idx
1,0.0,25.0,0
2,4.0,25.0,100
3,9.0,25.0,225
4,11.68,25.0,292
5,12.16,25.0,304
6,13.84,25.0,346
7,17.44,25.0,436
8,18.92,25.0,473
9,24.0,25.0,600
10,28.88,25.0,722
11,29.12,25.0,728
12,35.4,25.0,885
13,37.04,25.0,926
14,41.04,25.0,1026
15,48.04,25.0,1201
16,55.04,25.0,1376
17,62.04,25.0,1551
18,65.68,25.0,1642
19,71.84,25.0,1796
20,76.32,25.0,1907
21,77.64,25.0,1941
22,81.48,25.0,2037
23,82.6,25.0,2065
24,86.96,25.0,2174
25,93.28,25.0,2332
26,99.28,25.0,2482
27,100.28,25.0,2507
28,107.28,25.0,2682
29,111.6,25.0,2790
30,116.8,25.0,2920
31,118.2,25.0,2955
32,123.88,25.0,3097
33,128.52,25.0,3213
34,134.0,25.0,3350
35,134.88,25.0,3372
36,140.6,25.0,3515
37,147.6,25.0,3690
38,154.6,25.0,3865
39,161.4,25.0,4035
40,165.36,25.0,4134
41,171.48,25.0,4287
42,177.84,25.0,4446
43,181.56,25.0,4539
44,183.56,25.0,4589
45,189.04,25.0,4726
46,192.4,25.0,4810
47,194.92,25.0,4873
48,200.84,25.0,5021
49,205.24,25.0,5131
50,206.36,25.0,5159
51,210.52,25.0,5263
52,212.92,25.0,5323
53,215.92,25.0,5398
54,218.68,25.0,5467
55,221.88,25.0,5547
56,228.44,25.0,5711
57,231.44,25.0,5786
58,235.92,25.0,5898
59,240.92,25.0,6023
60,247.92,25.0,6198
61,250.92,25.0,6273
62,255.92,25.0,6398
63,258.92,25.0,6473
64,263.72,25.0,6593
65,266.72,25.0,6668
66,273.72,25.0,6843
67,277.2,25.0,6930
68,283.36,25.0,7084
69,286.52,25.0,7163
70,287.52,25.0,7188
71,292.96,25.0,7323
72,297.52,25.0,7438
73,303.52,25.0,7588
74,304.52,25.0,7613
75,309.48,25.0,7737
76,311.48,25.0,7787
77,317.56,25.0,7939
78,323.76,25.0,8094
79,327.44,25.0,8186
80,330.72,25.0,8268
81,332.16,25.0,8304
82,333.0,25.0,8325
83,338.4,25.0,8460
84,343.52,25.0,8588
85,350.52,25.0,8763
86,357.16,25.0,8929
87,363.68,25.0,9092
88,368.8,25.0,9220
89,369.8,25.0,9245
90,372.68,25.0,9317
91,375.24,25.0,9381
92,380.44,25.0,9511
93,386.44,25.0,9661
94,392.96,25.0,9824
95,395.96,25.0,9899
96,400.44,25.0,10011
97,402.2,25.0,10055
98,405.12,25.0,10128
99,406.72,25.0,10168
100,408.16,25.0,10204
101,410.56,25.0,10264
102,411.92,25.0,10298
103,417.76,25.0,10444
104,424.68,25.0,10617
105,427.68,25.0,10692
106,428.2,25.0,10705
107,434.68,25.0,10867
108,440.2,25.0,11005
109,444.2,25.0,11105
110,450.2,25.0,11255
111,456.2,25.0,11405
112,462.2,25.0,11555
113,468.88,25.0,11722
114,475.6,25.0,11890
115,480.6,25.0,12015
116,487.0,25.0,12175
117,494.0,25.0,12350
118,498.0,25.0,12450
119,501.24,25.0,12531
120,506.48,25.0,12662
121,513.48,25.0,12837
122,517.48,25.0,12937
123,521.44,25.0,13036
124,526.44,25.0,13161
125,529.64,25.0,13241
126,531.36,25.0,13284
127,536.32,25.0,13408
128,538.32,25.0,13458
129,545.2,25.0,13630
130,550.36,25.0,13759
131,556.0,25.0,13900
132,562.0,25.0,14050
133,567.0,25.0,14175
134,572.0,25.0,14300
135,575.32,25.0,14383
136,582.32,25.0,14558
137,586.68,25.0,14666
138,593.16,25.0,14829
139,598.28,25.0,14957
140,602.0,25.0,15050
141,602.8,25.0,15069
142,607.8,25.0,15194
143,612.92,25.0,15322
144,613.88,25.0,15347
145,618.68,25.0,15466
146,624.4,25.0,15610
147,625.12,25.0,15628
148,627.72,25.0,15693
149,631.72,25.0,15793
150,637.4,25.0,15935
151,643.84,25.0,16096
152,644.28,25.0,16107
153,649.28,25.0,16232
154,656.28,25.0,16407
155,662.96,25.0,16574
156,667.76,25.0,16694
157,674.08,25.0,16852
158,674.76,25.0,16869
159,678.12,25.0,16953
160,685.12,25.0,17128
161,690.52,25.0,17263
162,694.76,25.0,17369
163,700.64,25.0,17516
164,704.64,25.0,17616
165,706.8,25.0,17670
166,710.88,25.0,17772
167,715.76,25.0,17894
168,720.4,25.0,18010
169,722.36,25.0,18059
170,726.16,25.0,18154
171,730.8,25.0,18270
172,733.32,25.0,18333
173,735.48,25.0,18387
174,736.48,25.0,18412
175,741.72,25.0,18543
176,747.16,25.0,18679
177,750.96,25.0,18774
178,752.08,25.0,18802
179,753.08,25.0,18827
180,760.08,25.0,19002
181,764.08,25.0,19102
182,768.36,25.0,19209
183,775.36,25.0,19384
184,780.92,25.0,19523
185,786.48,25.0,19662
186,793.24,25.0,19831
187,795.84,25.0,19896
188,799.56,25.0,19989
189,803.52,25.0,20088
190,806.64,25.0,20166
191,809.4,25.0,20235
192,816.4,25.0,20410
193,822.52,25.0,20563
194,826.52,25.0,20663
195,831.68,25.0,20792
196,834.36,25.0,20859
197,836.92,25.0,20923
198,840.68,25.0,21017
199,845.0,25.0,21125
200,849.28,25.0,21232
201,851.52,25.0,21288
202,854.52,25.0,21363
203,857.88,25.0,21447
204,860.72,25.0,21518
205,867.72,25.0,21693
206,870.96,25.0,21774
207,877.96,25.0,21949
208,884.92,25.0,22123
209,888.0,25.0,22200
210,894.0,25.0,22350
211,898.0,25.0,22450
212,901.24,25.0,22531
213,905.6,25.0,22640
214,908.24,25.0,22706
215,914.6,25.0,22865
216,917.6,25.0,22940
217,922.44,25.0,23061
218,926.04,25.0,23151
219,930.76,25.0,23269
