n,pts_time,fps,frame_idx
1,0.0,30.0,0
2,0.0333333,30.0,0
3,3.03333,30.0,90
4,10.0333,30.0,300
5,16.7333,30.0,501
6,18.0667,30.0,542
7,21.2667,30.0,638
8,23.1333,30.0,693
9,28.1,30.0,843
10,33.1,30.0,993
11,35.1,30.0,1053
12,39.5,30.0,1185
13,41.2667,30.0,1238
14,48.2667,30.0,1448
15,54.2,30.0,1626
16,58.5,30.0,1755
17,63.2667,30.0,1898
18,65.9333,30.0,1977
19,69.4333,30.0,2082
20,73.0,30.0,2190
21,74.6,30.0,2238
22,77.5333,30.0,2325
23,79.5333,30.0,2385
24,83.4333,30.0,2502
25,90.4333,30.0,2712
26,96.4333,30.0,2892
27,100.3,30.0,3009
28,104.867,30.0,3146
29,111.867,30.0,3356
30,115.7,30.0,3471
31,117.833,30.0,3534
32,120.433,30.0,3612
33,122.433,30.0,3672
34,124.8,30.0,3744
35,128.7,30.0,3860
36,132.533,30.0,3975
37,136.533,30.0,4095
38,139.133,30.0,4173
39,145.533,30.0,4365
40,152.467,30.0,4574
41,156.933,30.0,4707
42,161.533,30.0,4845
43,166.533,30.0,4995
44,172.633,30.0,5178
45,173.933,30.0,5217
46,175.933,30.0,5277
47,178.2,30.0,5346
48,184.033,30.0,5520
49,187.467,30.0,5624
50,189.267,30.0,5678
51,190.067,30.0,5702
52,192.5,30.0,5775
53,194.8,30.0,5844
54,196.633,30.0,5898
55,198.867,30.0,5966
56,200.733,30.0,6021
57,202.133,30.0,6063
58,204.833,30.0,6144
59,208.867,30.0,6266
60,213.1,30.0,6393
61,214.033,30.0,6420
62,217.3,30.0,6519
63,218.4,30.0,6552
64,219.5,30.0,6585
65,221.233,30.0,6636
66,223.267,30.0,6698
67,225.0,30.0,6750
68,228.233,30.0,6846
69,235.233,30.0,7056
70,239.733,30.0,7191
71,243.0,30.0,7290
72,247.467,30.0,7424
73,249.9,30.0,7497
74,251.6,30.0,7548
75,254.533,30.0,7635
76,256.7,30.0,7701
77,260.933,30.0,7827
78,263.533,30.0,7905
79,265.8,30.0,7974
80,267.633,30.0,8028
81,269.833,30.0,8094
82,271.867,30.0,8156
83,278.867,30.0,8366
84,281.867,30.0,8456
85,287.7,30.0,8631
86,294.067,30.0,8822
87,298.933,30.0,8967
88,303.633,30.0,9108
89,306.633,30.0,9198
90,313.2,30.0,9396
91,315.133,30.0,9453
92,318.333,30.0,9549
93,320.633,30.0,9618
94,324.267,30.0,9728
95,325.2,30.0,9756
96,328.9,30.0,9867
97,335.5,30.0,10065
98,340.533,30.0,10215
99,341.533,30.0,10245
100,348.433,30.0,10452
101,355.067,30.0,10652
102,359.933,30.0,10797
103,362.833,30.0,10884
104,366.6,30.0,10998
105,369.6,30.0,11088
106,372.033,30.0,11160
107,376.933,30.0,11307
108,383.867,30.0,11516
109,390.133,30.0,11703
110,396.1,30.0,11883
111,398.0,30.0,11940
112,400.267,30.0,12008
113,402.9,30.0,12087
114,404.733,30.0,12141
115,407.033,30.0,12210
116,408.667,30.0,12260
117,414.233,30.0,12426
118,421.233,30.0,12636
119,425.0,30.0,12750
120,432.0,30.0,12960
121,437.233,30.0,13116
122,442.8,30.0,13284
123,445.8,30.0,13374
124,450.8,30.0,13524
125,456.8,30.0,13704
126,463.8,30.0,13914
127,469.0,30.0,14070
128,473.333,30.0,14199
129,477.2,30.0,14316
130,483.433,30.0,14502
131,486.433,30.0,14592
132,491.267,30.0,14738
133,494.1,30.0,14823
134,496.6,30.0,14898
135,500.533,30.0,15015
136,503.2,30.0,15096
137,505.633,30.0,15168
138,507.433,30.0,15222
139,509.067,30.0,15272
140,510.933,30.0,15327
141,514.6,30.0,15438
142,519.433,30.0,15582
143,522.433,30.0,15672
144,529.433,30.0,15882
145,532.667,30.0,15980
146,538.933,30.0,16167
147,544.233,30.0,16326
148,548.4,30.0,16452
149,555.033,30.0,16650
150,562.033,30.0,16860
151,566.7,30.0,17001
152,569.7,30.0,17091
153,575.867,30.0,17276
154,578.6,30.0,17358
155,580.7,30.0,17421
156,583.8,30.0,17514
157,584.8,30.0,17544
158,588.1,30.0,17643
159,594.433,30.0,17832
160,595.1,30.0,17853
161,598.633,30.0,17958
162,600.5,30.0,18015
163,601.5,30.0,18045
164,602.6,30.0,18078
165,605.3,30.0,18159
166,607.633,30.0,18228
167,614.633,30.0,18438
168,619.467,30.0,18584
169,626.467,30.0,18794
170,631.267,30.0,18938
171,634.667,30.0,19040
172,638.233,30.0,19146
173,645.033,30.0,19350
174,648.033,30.0,19440
175,652.6,30.0,19578
176,656.9,30.0,19707
177,659.9,30.0,19797
178,662.233,30.0,19866
179,666.1,30.0,19983
180,669.233,30.0,20076
181,673.9,30.0,20217
182,677.9,30.0,20337
183,679.333,30.0,20379
184,680.0,30.0,20400
185,686.3,30.0,20589
186,692.733,30.0,20781
187,694.433,30.0,20832
188,699.1,30.0,20973
189,702.1,30.0,21063
190,708.867,30.0,21266
191,713.4,30.0,21402
192,716.067,30.0,21482
193,718.333,30.0,21549
194,722.633,30.0,21678
195,726.2,30.0,21786
196,729.133,30.0,21873
197,735.933,30.0,22077
198,740.467,30.0,22214
199,747.467,30.0,22424
200,753.3,30.0,22599
201,758.067,30.0,22742
202,764.433,30.0,22932
203,768.733,30.0,23061
204,771.8,30.0,23154
205,778.533,30.0,23355
206,784.9,30.0,23547
207,789.3,30.0,23679
208,795.1,30.0,23853
209,799.4,30.0,23982
210,806.333,30.0,24189
