frame,caption
001.jpg,A beautiful sunset over a city. The sky is orange and pink. There are many buildings in the city. There is a large body of water in front of the buildings. 
002.jpg,A man and a woman are standing in front of a news desk. The desk is white and has a red logo on it. The man is wearing a blue shirt and a pink tie. The woman is also wearing a red shirt. There is a large screen behind them. There are buildings on the screen. 
003.jpg,A man and a woman are standing behind a news desk. The desk is white and has a red logo on it. The man is wearing a blue shirt and a tie. The woman is dressed in a red dress. There is a large screen behind them. There are buildings on the screen. 
004.jpg,The image is completely black. On the right side of the image there is a red and white dotted line. The time is 06:29:54.
005.jpg,This is an aerial view of a construction site. There is a large yellow crane on the left side of the image. There are several other cranes on the ground next to the road. There appears to be a large body of water to the right of the crane.
006.jpg,There are several large metal bars on the ground. There are people standing around the bars. There is a blue building behind them. 
007.jpg,Four people are standing on a rocky beach. There are large rocks behind them. One of the people is wearing a pink jacket and black shorts. There is water behind them with small waves in it.
008.jpg,Three people are on a beach covered with rocks. The rocks are black and grey. The people are digging in the rocks. One person is wearing a red shirt and green shorts. The other two people are wearing orange shirts. There is water in front of them. The water is calm and white. There are waves in the water.
009.jpg,The image is a nighttime scene. The sky is completely black. In the center of the image there is a bright red and purple light that appears to be a firework. To the right of the firework there are blue and green lights that appear to be glowing. In front of the lights there are a few more bright lights that are turned on.
010.jpg,"There are people standing in front of a wall that has lights on it. The lights are green, purple, and red. There is a red border around the image. "
011.jpg,A man and a woman are standing behind a desk. The desk is white and has a red logo on it. The man is wearing a blue shirt and a tie. The woman is dressed in a red dress. There is a large screen behind them. There are buildings on the screen. 
012.jpg,"A man and a woman are standing in front of a large screen. They are both dressed in business attire. The man is wearing a blue shirt, tie and black pants. The woman is dressed in a red dress with a white necklace. The screen behind them has a city scene on it. There are clouds in the sky."
013.jpg,"A man and a woman are standing in front of a large screen. They are both dressed in business attire. The man is wearing a blue shirt and tie, and black pants. The woman is dressed in a red dress. The screen behind them has a city scene on it, with tall buildings and a bridge. There are clouds in the sky, and the sun is setting."
014.jpg,There is a man and a woman standing in front of a large screen. They are both dressed in business attire. The man is wearing a blue shirt and a red tie. The woman is dressed in a red dress. There are large buildings on the screen behind them.
015.jpg,This is an aerial view of a construction site. There is a large crane on the left side of the image. There are several cranes on the ground next to the road. There several cars on the road in the middle of the photo. 
016.jpg,This is an aerial view of a construction site. There are two green and white umbrellas on the ground next to a building. There is a road next to the building. 
017.jpg,An aerial view of a construction site. There is a large pile of dirt in the center of the image. There are several cranes and other construction equipment scattered around the area. 
018.jpg,An aerial view of a flooded area.  The water is dark and murky.  There are trees and grass growing in the water.  Some of the grass is wet and some of the water is still.
019.jpg,This is an aerial view of a city. The city has lots of green grass. There is a large body of water next to the grassy area. There are several buildings in the city. 
020.jpg,There are two motorcycles driving down the street. There is a large crane next to the street in the distance. There are power lines above the street next to a fence. 
021.jpg,Three men are working on a construction site. They are wearing hard hats and face masks. One of the men is wearing a blue long sleeve shirt and a hat. Another man is bending down. There is a large pile of dirt in front of them. Green grass can be seen in the background of the photo.
022.jpg,There is a large yellow construction vehicle parked on the side of the road. There are several large cranes behind the vehicle. There is a white van on the street in front of the vehicles. 
023.jpg,There is a large yellow and black tank on the ground. There is a blue and yellow sign in front of the tank. There are people standing on the sidewalk next to the street.
024.jpg,A man is sitting on the muddy ground. He is wearing a green shirt and blue pants. There are orange ribbons on the ground in front of him. There is power lines above the man. 
025.jpg,A man is standing on the side of a road. He is wearing a white hard hat and a yellow vest. There is a large red truck next to the man. The man is holding a long stick in his hand. 
026.jpg,There are several large metal bars on the ground. There is a blue building behind them. There are people standing around the bars. 
027.jpg,There are people standing in front of metal bars. There is a blue building behind them. There are trees behind the people. 
028.jpg,A man and a woman are standing in front of a backdrop of a city. The man is wearing a blue shirt and a red tie. The woman is also wearing a red dress. They are both holding red purses in their hands. There are tall buildings behind them. The sky above them is blue with white clouds.
029.jpg,A man and a woman are standing in front of a city skyline. The man is wearing a blue shirt and a red tie. He is holding a red tablet in his hands. The woman is standing next to him wearing a red dress. She has short black hair. The sky behind them is orange and yellow. There are tall buildings all around them.
030.jpg,A man and a woman are standing in front of a large cityscape. The man is wearing a blue shirt and a red tie. The woman is also wearing a red dress. They are both holding small red objects in their hands. The sky above them is blue with white clouds. There are tall buildings all around the woman and man.
031.jpg,A man and a woman are standing in front of a cityscape. The man is wearing a blue shirt and a tie. The woman is wearing an orange dress. They are both holding books in their hands. The cityscape behind them is yellow and orange. There are tall buildings in the background of the city. 
032.jpg,There is a large field of green grass. There are white birds flying around the field. There is trees on the other side of the field in the distance. The sky above the field is white.
033.jpg,A man is wearing a suit and a white shirt with a yellow tie. There are large green plants behind the man. The man has short gray hair. 
034.jpg,There is a large field of green grass. There is a small orange tractor in the middle of the field. The tractor has a white roof on it. There are trees in the distance behind the tractor. 
035.jpg,There is a large field of green grass. There are trees on the other side of the field. There is a small white drone flying in the air in the middle of the grass.
036.jpg,There is a large field of yellow grass. There is a cart in front of the field with white bags on it. There are two people sitting in the cart.
037.jpg,There are several tractors in a field. They are red and white in color. There are people standing in front of the tractors. 
038.jpg,A man is sitting down and talking. He has short brown hair and a beard. He is wearing a black suit with a white shirt and a blue tie with white dots on it. Behind him is a large green plant.
039.jpg,A man is wearing a black suit and a white shirt. There is a large green plant behind the man. The man has short brown hair and a beard. 
040.jpg,There is a colorful image on a white background. There are people painting a picture of a globe. There is a yellow ladder next to the people painting the picture. 
041.jpg,An advertisement for an environment. The background of the advertisement is white. There is an illustration of a globe with people around it. The people are painting the globe. The globe is blue and green.
042.jpg,There is a black basket. There are wooden sticks in the basket. They are brown in color. There is a watermark on the top right corner of the image. There appears to be writing on the bottom of the picture. 
043.jpg,This is an image of a machine. The machine is made up of metal. There is a fan on top of the machine. There are wooden sticks under the fan. The fan is gray in color. The blades on the fan are black. The wires are gray. The wall behind the machine is white. The text on the image is in Vietnamese.
044.jpg,There are two women wearing blue uniforms and blue hats. They are wearing face masks on their faces. There are wooden sticks in front of them. There is a red wall behind them. 
045.jpg,There are people wearing white gloves and blue shirts. They are putting sticks in a pile of straw. There is a watermark on the top right corner of the image. 
046.jpg,A man and a woman are standing in front of a large screen. They are both dressed in business attire. The man is wearing a blue shirt with a red tie and black pants. The woman has a red dress on with a white collar. The screen behind them has a city scene on it. There are clouds in the sky.
047.jpg,A man and a woman are standing behind a desk. The desk is white and has a red logo on it. The man is wearing a blue shirt and a tie. The woman is wearing red. There is a large screen behind them. There are buildings on the screen. 
048.jpg,A man and a woman are standing behind a desk. The desk is white and has a red logo on it. The man is wearing a blue shirt and a pink tie. The woman is also wearing a red dress. There is a large screen behind them. There are buildings on the screen. 
049.jpg,A man and a woman are standing behind a white table. They are both dressed in business attire. The man is wearing a blue shirt and a red tie. The woman is dressed in a red dress. There is a large screen behind them with a city on it. There are clouds in the sky. 
