frame,caption
001.jpg,A beautiful sunset over a city. The sky is orange and pink. There are many buildings in the city. There is a large body of water in front of the buildings. 
002.jpg,"A man and a woman are sitting at a desk in front of a large screen. They are both dressed in business attire. The man is wearing a white shirt and black tie, while the woman is dressed in a red blazer and black pants. The desk is white and has a red logo on it. There is a large picture of a city on the screen behind them."
003.jpg,There is a man and a woman standing behind a news desk. The desk is white and has a red logo on it. There is a large screen behind them. There are buildings on the screen. 
004.jpg,The image is a graphic. The background is red and white. The design is made up of stripes. The stripes are white and red. There is a gray part in the middle of the design. The gray part is slightly larger than the red part. There are small dots on the red background.
005.jpg,A large crowd of people are standing outside of a building. The building has large windows on the side of it. There are lights hanging from a pole in front of the crowd. Some of the people in the crowd are wearing blue shirts and some of them are wearing green uniforms. There is a man standing on top of a pole that has lights on it.
006.jpg,Two doctors are standing in a hospital room. They are wearing surgical masks and blue scrubs on their heads. There is a monitor in front of them that is turned on. There are medical equipment around them. One of the doctors is holding a baby in their arms. 
007.jpg,There are several motorcycles parked in front of a store. There are yellow signs hanging from the front of the store. People are sitting on top of the motorcycles. 
008.jpg,There are people standing outside of a store. There are signs hanging from the front of the store. The people are standing in front of a yellow motorcycle. 
009.jpg,The Eiffel Tower stands tall in the center of the image. The tower is surrounded by buildings and trees. There is a bridge in front of the eiffel tower. There are boats in the water below the tower. The sky is blue and clear.
010.jpg,The Eiffel Tower is shown in black and white. There are white clouds in the sky. There is a tree on the right side of the eiffel tower. 
011.jpg,There is a man and a woman standing in front of a white table. The man is wearing a white shirt and a blue tie. The woman is also wearing a brown blazer. There are tall buildings behind them. There is a cloudy sky above them.
012.jpg,A man and a woman are standing behind a white desk. The man is wearing a white shirt and a blue tie. The woman has a brown blazer on and a black skirt. There are tall buildings behind them. 
013.jpg,There is a man and a woman standing in front of a white table. The man is wearing a white shirt and a blue tie. There are tall buildings behind them. There is a large cloud in the sky above them.
014.jpg,A black van is driving on the street. There is a white building behind the van. There are red poles on the sidewalk in front of the building. 
015.jpg,People are standing in line at an airport. There are barriers in front of them with a red sign on it. There is a television hanging from the ceiling. 
016.jpg,A man in a blue shirt is standing in front of blue bins. There are people standing behind him. There is a white wall behind them. 
