frame,caption
001.jpg,A beautiful sunset over a city. The sky is orange and pink. There are many buildings in the city. There is a large body of water in front of the buildings. 
002.jpg,"A man and a woman are standing in front of a large screen. They are both dressed in business attire. The man is wearing a white shirt, tie and black pants. The woman is dressed in a black suit. The screen behind them has a city scene on it. There is a red and white logo on the front of the screen."
003.jpg,The image is a graphic. The background is red and white. The lines are white. There are small dots on the red background. The gray part is in the middle. There is a big white part behind the gray part.
004.jpg,A white building is behind a fence. There is a pile of bricks and other debris on the ground in front of the building. There are trees behind the fence. 
005.jpg,A woman is walking down a narrow street. She is wearing a black and white striped shirt. There are buildings on both sides of the street. There is a motorcycle on the street in front of the woman. 
006.jpg,This is a picture of a mountain range. The sky is very cloudy. The clouds are white and fluffy. The mountains are in the distance. There are trees on the side of the mountains. There is grass on the ground in front of the mountain. The grass is green and brown. The picture was taken in the day time.
007.jpg,There are several people walking on a path. There are trees surrounding the path. They are wearing backpacks and hats on their heads. 
008.jpg,There are people standing in a room. There is a man in a yellow shirt standing in front of a table. There are chairs behind him. 
009.jpg,There is a man riding a motorcycle down the street. There are cars parked on the side of the street in front of a building. There is a blue sign on the building. 
010.jpg,There is a silver car parked in front of a blue building. There are people standing in a line next to the car. There is a large white sign in the front of the building. 
011.jpg,A man and a woman are standing behind a white desk. The man is wearing a white collared shirt and a tie. The woman is also wearing a black dress. They are both holding red devices in their hands. There is a large screen behind them. There are tall buildings on the screen. 
012.jpg,A man and a woman are standing in front of a white desk. They are both holding red tablets in their hands. The man is wearing a white shirt and a tie. The woman is also wearing a black blazer. There is a large cityscape behind them. The sky is orange and pink. 
013.jpg,A man and a woman are standing in front of a white desk. They are both holding red purses. The man is wearing a white shirt and a tie. The woman has a black blazer on. There is a large cityscape behind them. The sky is orange and pink. 
014.jpg,There are two men sitting on a bench. There are clothes hanging on a line behind them. There is a large potted plant next to the bench. 
015.jpg,There are two men sitting on a bench. There is a large blue water bottle behind them. There are clothes hanging on a line above them. 
016.jpg,A man is holding a green book in his hands. He is wearing a white shirt. There is a red and white sign in front of the man. 
017.jpg,A person is washing their hands in a red tub. There is a silver pan in front of them with several small pots on top of it. The person is wearing sandals on their feet.
018.jpg,A man is wearing a black shirt. There is a white wall behind the man with a basket hanging on it. There are red bags on the ground in front of the man.
019.jpg,There are two women sitting on the ground in front of a white building. There is a window on the wall behind them. There are wooden doors on the building. 
020.jpg,A woman is looking down with her eyes closed. She is wearing a pink jacket. There is a fence behind her. The woman has black hair and a pink bow in her hair. 
021.jpg,A man is shown on a TV screen. He is wearing a blue collared shirt. There is a white fence behind him. There are trees behind the fence. 
022.jpg,There are several buildings on the side of the street. There is a yellow sign hanging from one of the buildings. There are motorcycles parked in front of the building. 
023.jpg,There is a person riding a motorcycle on the street. There is a green building next to the street with two benches in front of the building. There are wires hanging above the street above the buildings. 
024.jpg,A man is standing in a room with his eyes closed. He is wearing a white striped shirt. There is a white wall behind him. There are lights on the ceiling above him.
025.jpg,Many people are sewing in a factory. They are all wearing white shirts and have blue hats on their heads. There are sewing machines in front of them. There is a man standing in the middle of the room. 
026.jpg,There are several sewing machines in a room. There is a woman sitting at a white table in front of a sewing machine. She is wearing a blue hat and a white face mask on her face. There are several other people behind her wearing white hats and white shirts. 
027.jpg,A white building with many windows on the side of it. There are red flags on the top of the building. There is a large tree next to the building on the sidewalk. 
028.jpg,A large blue sign that says vinhtien is on the side of a building. There are trees behind the sign. The sky above the sign is blue. 
029.jpg,There are several white sewing machines on a table. There is a pink stuffed animal on top of one of the machines. 
030.jpg,A factory is filled with workers. They are all wearing white shirts and blue hats. There are many sewing machines in front of them. The floors are white and there are lights hanging from the ceiling. 
031.jpg,There are two people riding motorcycles down a road. There are trees on both sides of the road. The person on the left is wearing a white face mask. 
032.jpg,There are two red flags hanging from a tree. There are large green leaves on the trees. There is a white building behind the tree. 
033.jpg,There are two signs on a fence. The first sign is yellow and the second sign is red and white. There is a building behind the fence. 
034.jpg,There are several women sitting at sewing machines. They are all wearing face masks. There are clothes on the tables in front of them. There is a fence behind them. 
035.jpg,A man and a woman are standing in front of a white table. They are both holding red boxes in their hands. The man is wearing a white shirt and a tie. The woman is also wearing a black blazer. There is a large cityscape behind them. The sky is red and orange. 
036.jpg,A man and a woman are standing in front of a white table. They are both holding red objects in their hands. The man is wearing a white shirt and a tie. The woman is also wearing a black blazer. There is a large cityscape behind them. The sky is orange and pink. 
037.jpg,A man and a woman are standing in front of a white table. They are both holding red objects in their hands. The man is wearing a white shirt and a tie. He has glasses on and a watch on his wrist. The woman has long black hair and a black blouse on. There is a large cityscape behind them. The sky is orange and pink.
038.jpg,A woman is standing on a sidewalk. She is wearing a striped shirt. There are buildings next to the woman. There is a motorcycle in front of the building. 
039.jpg,A woman is standing in front of a pile of junk. She is wearing a black and white striped shirt. There is a microphone in her hand. 
040.jpg,A woman is standing in front of a pile of junk. She is wearing a black and white striped shirt. There is a microphone in her hand. There are stairs behind her. 
041.jpg,A man is wearing a black and green polo shirt. He is standing in front of a pile of junk. There are trees behind him. 
042.jpg,A large pile of rubble is in front of a building. There is a large gray wall next to the rubble. There are red bricks on the ground. 
043.jpg,There is a blue tent in front of a white wall. There are clothes hanging on a rack under the tent. There is a pile of wood and other items on the ground next to the wall. 
044.jpg,A man is wearing a black and green polo shirt. He is standing in front of a pile of junk. There is a blue tarp on the ground behind him.
