frame,caption
001.jpg,A beautiful sunset over a city. The sky is orange and pink. There are many buildings in the city. There is a large body of water in front of the buildings. 
002.jpg,"A man and a woman are standing behind a white table. They are both dressed in business attire. There is a large screen behind them with a city on it. The man is wearing a blue suit and tie, while the woman is dressed in a white blouse. The floor in front of them is red and white."
003.jpg,A man and a woman are standing in front of a news desk. The desk is white and has a red logo on it. The man is wearing a blue suit and tie and glasses. The woman is dressed in a white blouse and brown bottoms. There is a large screen behind them that shows a city with tall buildings and a red sky.
004.jpg,A red circle with small dots on it. There is a black stripe in front of the red circle. 
005.jpg,The image is a graphic. The background is red and white. There are diagonal white and red stripes on the image. There is a gray object in the middle of the image that looks like a fan. The gray object has a large white circle in the center of it. The white circle has a small light in it.
006.jpg,There are people walking on a sidewalk. There is a white canopy behind them with pink flowers on it. There are people holding umbrellas above their heads. 
007.jpg,There is a group of people standing on a stage. They are dressed in white and are playing musical instruments. There is a man standing in front of a large screen behind them. There are red and white decorations hanging from the ceiling.
008.jpg,There are several people standing in front of a building. There are trees and bushes behind them. There is a man in a white shirt with a brown backpack walking in the front of them.
009.jpg,There are several people standing in front of a large white board. They are all wearing white shirts and have backpacks on. There is a man in a blue shirt standing behind them. 
010.jpg,There is a blue and white bus on the side of the road. There are people standing around the bus. There is a white car on the street. 
011.jpg,There are several people standing on the side of the road. There is a blue bus on the street next to them. There are trees and bushes next to the bus. 
012.jpg,A woman is standing in front of a screen. She is wearing a short sleeve white shirt. The woman has dark hair and is wearing earrings. There is a large city on the screen behind the woman. 
013.jpg,A woman is standing in front of a screen. She is wearing a white dress and has a necklace around her neck. The woman has dark hair and is holding a red wallet in her hands. There is a large city on the screen behind the woman. 
014.jpg,A woman is wearing a white dress. She is standing in front of a large city. There is a red screen behind her. 
015.jpg,There are several people walking on a street. There is a white tent behind them with pink flowers on it. There are people holding umbrellas above their heads. 
016.jpg,A bunch of pink flowers are on a tree. There is a white wall behind the flowers. There are trees behind the wall. 
017.jpg,There are several people standing on a stage. They are dressed in colorful outfits. There is a large screen behind them. They have pink flowers in their hair. 
018.jpg,There are several people standing on a stage. They are wearing colorful clothes and have their hands up in the air. There are large screens behind them on the stage. 
019.jpg,There are several people standing in a line. They are wearing yellow and white outfits. They have their hands up in the air. There is a man in a blue and white hat in front of them. 
020.jpg,There are several people standing on a stage. They are holding up yellow flags. There is a man in a black shirt standing behind them. There are people standing in front of a large screen.
021.jpg,There are several people standing in front of a white building. There are trees behind the people. There is a man in a white shirt and black pants holding a white paper.
022.jpg,A person is wearing a white and purple pants. They have white socks on their feet. They are standing next to a pair of sandals. 
023.jpg,A man is wearing a black shirt with white dots on it. He is holding a black phone in his hand. There is a woman standing next to him wearing a pink dress. There are trees behind them with pink flowers on them. 
024.jpg,A bald man in a black suit and tie is standing behind a podium with pink and white flowers on it. There are microphones in front of him. The man is wearing glasses on his face. 
025.jpg,A bald man in a black suit and tie is standing behind a podium. There is a bouquet of pink and white flowers in front of the man. There are two microphones on the podium. 
026.jpg,A man is standing behind a podium. There is a bouquet of flowers on the podium in front of the man. There are microphones on top of the podium. The man is wearing a suit and tie. 
027.jpg,A man is standing in front of a large screen. He is holding a microphone in his hand. There is writing on the screen behind him. A woman is standing next to the man. 
028.jpg,There is a man wearing a white hat. There is a red wall behind the man with a yellow bear on it. There are people standing in front of the wall.
029.jpg,A man in a blue shirt is standing in front of orange and white cones. There is a man on a bike behind him. 
030.jpg,"There is a white sign hanging from the ceiling that says ""Bicycle Zone"". There are orange and white cones on the ground in front of the sign. There is a man on a bike wearing a black shirt. There are people standing around the signs. "
031.jpg,There are two people standing next to each other. They are dressed up in costumes. There are people behind them walking on the street. There is a green machine behind them. 
032.jpg,There are people walking on the street. There is a green machine next to the people. There are trees on the other side of the people walking. 
033.jpg,There are several people standing in a line. There are white tents behind them. There is a woman in a red shirt and white pants holding a white bag. 
034.jpg,Five people are standing on a stage with a large yellow teddy bear in front of them. They are all holding up their hands in the air. Two of the people are wearing red and white outfits. There is a red wall behind them with pictures of teddy bears on it.
035.jpg,A man and a woman are standing in front of a white table. They are both holding red purses in their hands. The man is wearing a blue shirt and a tie. There is a large cityscape behind them. The sky is red and orange. 
036.jpg,A man and a woman are standing in front of a white table. They are both holding objects in their hands. The man is wearing a blue collared shirt and a tie. The woman is also wearing a white blouse. There is a large cityscape behind them. The sky is red and orange. 
037.jpg,A man and a woman are standing in front of a white table. They are both holding red objects in their hands. The man is wearing a blue shirt and tie. The woman has a white blouse on and black hair. There is a large cityscape behind them. The sky is red and orange. 
038.jpg,A white square is on a white background. There is black writing on the white square. The writing is in a language other than English. The words are written in a foreign language.
039.jpg,There are several people standing in front of a building. There are large trees and bushes behind them. There is a large white staircase leading up to the building. 
040.jpg,There are several people standing in front of a building. There is a large white van behind them. There are trees on the other side of the van. 
041.jpg,A man is standing in front of a crowd. He is wearing a blue collared shirt. There are trees behind the crowd. 
042.jpg,A man is standing in front of a crowd of people. He is wearing a blue collared shirt. There is a little girl standing next to him. There are cars parked on the street behind them. 
043.jpg,There are several people standing on the steps of a building. There are pink flowers hanging from the trees around the steps. There is a woman in a blue shirt standing in front of the building. 
044.jpg,There are several motorcycles parked on the street. There is a white fence next to the motorcycles. There are people standing in front of the fence. 
045.jpg,There is a large building behind a blue fence. There are people walking in front of the building. There is a sign on the side of the fence. 
046.jpg,Four women are walking down a set of stairs. They are all wearing white shirts and black pants. All of the women are wearing face masks on their faces. There is a large palm tree on the left side of the stairs. 
047.jpg,There are people standing under red umbrellas. There is a woman in a green shirt wearing a face mask. There are blue poles in front of them. 
048.jpg,There are several people standing under red umbrellas. There is a woman in a green shirt wearing a white face mask. 
049.jpg,A man is wearing a brown suit and a pink shirt. He has glasses on and is standing in front of a brown cabinet. There is a white phone hanging on the wall behind him.
050.jpg,A person is writing on a piece of paper with a blue pen. They are wearing a white shirt and a black tie. There is another person sitting at a desk in front of them. 
051.jpg,A large group of people are standing outside of a building. They are all wearing white shirts and black pants. There are large green trees in front of the building. 
052.jpg,There are several people standing in a line. They are all wearing white shirts and black pants. There is a white building behind them with a large tree in front of it.
053.jpg,A classroom is filled with students. They are all wearing white shirts. There is a woman standing in front of a green chalkboard. She is wearing an orange shirt. 
054.jpg,There are several children sitting at desks. There is a woman standing in front of them. She is wearing a white shirt and a red tie. There are plants hanging on the wall behind them.
055.jpg,There is a woman in a white shirt with a red tie around her neck. There are other people behind her sitting at desks. There is a chalkboard behind them. 
056.jpg,A woman is standing in front of a classroom full of students. She is wearing an orange suit. The students are sitting at desks. There is a large green chalkboard on the wall behind the woman. 
057.jpg,A woman is standing in front of a classroom full of students. She is wearing an orange suit. The students are sitting at desks. There is a large green chalkboard on the wall behind the woman. 
058.jpg,A woman is standing on a news set. She is wearing a long dress with flowers on it. There is a large screen behind her that is showing a picture of a city. 
059.jpg,A woman is standing on a news set. She is wearing a beige dress with red flowers on it. There is a large screen behind her. 
060.jpg,There is a large body of water. There is a small boat in the water. The sky above the water is blue. There are small white clouds in the sky. 
061.jpg,The sky is blue with white fluffy clouds. The water is brown and muddy. The rocks are brown and made of rocks. There is a red banner at the bottom of the picture.
062.jpg,There is a white and green boat in the water. There is a yellow ladder on the boat. There are clouds in the sky. 
063.jpg,A large body of water is in front of a grassy area. There are small waves in the water. There is writing on the bottom of the picture. 
064.jpg,A large body of water is in front of a white building. There are small waves in the water. There is grass next to the water on the ground. 
065.jpg,There is a large body of water. There are rocks in the water around the large yellow vehicle. There is trees on the other side of the water. 
066.jpg,There is a body of water with rocks in it. There is a yellow and white construction vehicle in the water. There are trees behind the water in the distance. 
067.jpg,There is a large green and white boat in the water. There is a flag on the front of the boat. There are large black poles sticking out of the sides of the ship.
068.jpg,There is water in front of a field. There are trees on the field behind the water. There is a large pipe sticking out of the water in the field.
069.jpg,There is a white boat in the water. There is a large yellow crane on the boat. There are trees on the land next to the water in the distance. 
070.jpg,This is an aerial view of a river. The river is very calm. There is a road next to the river. There are trees on the other side of the road. The road is empty.
